,no_mom | subsample | sketch_size = 10% = 2064 | residual_norms (median),no_mom | subsample | sketch_size = 10% = 2064 | residual_norms (1st quartile),no_mom | subsample | sketch_size = 10% = 2064 | residual_norms (3rd quartile),no_mom | subsample | sketch_size = 50% = 10320 | residual_norms (median),no_mom | subsample | sketch_size = 50% = 10320 | residual_norms (1st quartile),no_mom | subsample | sketch_size = 50% = 10320 | residual_norms (3rd quartile),no_mom | subsample | sketch_size = 90% = 18576 | residual_norms (median),no_mom | subsample | sketch_size = 90% = 18576 | residual_norms (1st quartile),no_mom | subsample | sketch_size = 90% = 18576 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = 10% = 2064 | residual_norms (median),cst_mom | subsample | sketch_size = 10% = 2064 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = 10% = 2064 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = 50% = 10320 | residual_norms (median),cst_mom | subsample | sketch_size = 50% = 10320 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = 50% = 10320 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = 90% = 18576 | residual_norms (median),cst_mom | subsample | sketch_size = 90% = 18576 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = 90% = 18576 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = 10% = 2064 | residual_norms (median),inc_mom | subsample | sketch_size = 10% = 2064 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = 10% = 2064 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = 50% = 10320 | residual_norms (median),inc_mom | subsample | sketch_size = 50% = 10320 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = 50% = 10320 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = 90% = 18576 | residual_norms (median),inc_mom | subsample | sketch_size = 90% = 18576 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = 90% = 18576 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.9254503620706169,0.9245672255994223,0.9260850272389431,0.6371093347872385,0.6359171132598925,0.6393045484509705,0.26745759903259714,0.26560317435774106,0.2686765528164513,0.9254503620706169,0.9245672255994223,0.9260850272389431,0.6371093347872385,0.6359171132598925,0.6393045484509705,0.26745759903259714,0.26560317435774106,0.2686765528164513,0.9254503620706169,0.9245672255994223,0.9260850272389431,0.6371093347872385,0.6359171132598925,0.6393045484509705,0.26745759903259714,0.26560317435774106,0.2686765528164513
2,0.8611360952528846,0.8580732024872106,0.8627884754250922,0.4327178725030625,0.4311661945561396,0.4382639637592293,0.08348744532679761,0.08213562208359003,0.08469804845889405,0.8716616124544498,0.8689171301656102,0.8732088181454251,0.5627192866191559,0.5623465879196772,0.5659459718515764,0.48544333348112256,0.48477162194995893,0.4857810315296234,0.8610774957819628,0.8580158579361212,0.8627287970159323,0.4326673478402461,0.43112439865675717,0.43821112523133054,0.0836222508604301,0.0822785452126794,0.08482566442035328
3,0.8017554735985566,0.8007911618676521,0.8050737978467991,0.30004750562941207,0.29769157682348824,0.3015711424675281,0.027314930141792388,0.024866807661463528,0.027756158844547636,0.8425803491921658,0.8403022835464514,0.8439985400542251,0.5470078456615403,0.545291788871663,0.5486526904500122,0.33157767850517594,0.3311506514041056,0.332377197061106,0.8016419758301943,0.800654906186498,0.8049493879963264,0.300103335714274,0.2977435985415011,0.30164249039796576,0.027471417474574624,0.025039503615225105,0.02791257647415794
4,0.7503500132075246,0.7473191197311211,0.7545900874488451,0.21303290655847407,0.20995347167441392,0.21682154619067126,0.005452751705058318,0.0043008728898457724,0.008275852217189988,0.8288189775918154,0.8245865408069761,0.8299576055330766,0.46988653568313365,0.46646684602369404,0.4735897904786027,0.16403935858157487,0.16210703619987737,0.16490218526355277,0.7501789142587207,0.7471422082795888,0.754448679432399,0.21315348843034226,0.210100053528743,0.21696276359596045,0.005666965751210349,0.004560290749515869,0.00838978317540796
5,0.7031797836065442,0.7006061870961036,0.705656256504521,0.15158273058871302,0.14976239483547454,0.15276201130057454,0.00032565786092141806,0.0001013437294308256,0.0007991251353647597,0.8158288563079702,0.8139691620120352,0.816860948004107,0.40538820994818253,0.4045293842619024,0.4071271023262297,0.20058345957424728,0.20022196539356235,0.2009001661084058,0.7029983696071935,0.7004201019445737,0.705476065373875,0.15175378626111613,0.1499460909215946,0.1529510817080643,0.0007960640583870345,0.0006877749243870289,0.0010605046292117802
6,0.6611214025341832,0.6581922534249667,0.6640504005938153,0.10779296983505543,0.10667520449068892,0.10835069117588546,0.0,0.0,0.0,0.8046634850254901,0.8041953656931088,0.8071966226507243,0.3633560190297108,0.36245999327163725,0.36418237023079936,0.11503476819720374,0.11429058988950616,0.1152945856301227,0.6609366758067367,0.6580118483734742,0.6638717638591544,0.10798881880782424,0.10691098005398711,0.10854528029626939,0.0,0.0,0.0001642163342501618
7,0.6219239200250088,0.6206720635166258,0.6260759352015915,0.07717802017376289,0.07300394349872813,0.08092882534486665,,,,0.7960404226302019,0.7945922161058441,0.7966777195296155,0.3228193265977629,0.3219738738630775,0.3239069055278437,0.08422459474087035,0.08408919579613892,0.08484639752982448,0.6217581429314941,0.6205927955268022,0.6259248659902468,0.07738012797779222,0.07324702638504715,0.08112262913950276,,,
8,0.5875052025206347,0.5847171026077891,0.5885664718392866,0.05310324936459458,0.0513842368826901,0.0588892565994073,,,,0.7873751061542731,0.7855941041391128,0.7896062492734056,0.28573830553140867,0.284343142359163,0.28725591238191905,0.07732939565436889,0.07695866024838731,0.077720763978709,0.5874664568207444,0.5846656983237732,0.5884860685707851,0.05333563671704735,0.05160097511080433,0.05909323290665555,,,
9,0.5533818405523288,0.5528913761769145,0.5556773776437156,0.0378345727477636,0.035355247893052416,0.04370707502069694,,,,0.7792681735456717,0.7778494166456504,0.779866872530562,0.2536522844609207,0.25319301343423056,0.2552153370269346,0.04363020043428211,0.04349298879687008,0.04436208281064301,0.5534287244419518,0.5528994648618077,0.555662957013185,0.03806124659698904,0.035559917069142986,0.043855343027676845,,,
