,no_mom | subsample | sketch_size = m/4 = 3 | residual_norms (median),no_mom | subsample | sketch_size = m/4 = 3 | residual_norms (1st quartile),no_mom | subsample | sketch_size = m/4 = 3 | residual_norms (3rd quartile),no_mom | subsample | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (median),no_mom | subsample | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (1st quartile),no_mom | subsample | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (3rd quartile),no_mom | count | sketch_size = m/4 = 3 | residual_norms (median),no_mom | count | sketch_size = m/4 = 3 | residual_norms (1st quartile),no_mom | count | sketch_size = m/4 = 3 | residual_norms (3rd quartile),no_mom | count | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (median),no_mom | count | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (1st quartile),no_mom | count | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = m/4 = 3 | residual_norms (median),cst_mom | subsample | sketch_size = m/4 = 3 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = m/4 = 3 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (median),cst_mom | subsample | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m/4 = 3 | residual_norms (median),cst_mom | count | sketch_size = m/4 = 3 | residual_norms (1st quartile),cst_mom | count | sketch_size = m/4 = 3 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (median),cst_mom | count | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (1st quartile),cst_mom | count | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = m/4 = 3 | residual_norms (median),inc_mom | subsample | sketch_size = m/4 = 3 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = m/4 = 3 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (median),inc_mom | subsample | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m/4 = 3 | residual_norms (median),inc_mom | count | sketch_size = m/4 = 3 | residual_norms (1st quartile),inc_mom | count | sketch_size = m/4 = 3 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (median),inc_mom | count | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (1st quartile),inc_mom | count | sketch_size = m^(2/3) = m/2 = 6 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.03176104482793635,0.017998956677101604,0.045378134089876475,0.006501920584248429,0.005110704303067748,0.013567553542334321,0.004598220977344627,0.004006643637114547,0.006941663343455637,0.0026394387008706805,0.0016557812697806694,0.0033392556402417803,0.03176104482793623,0.017998956677101607,0.04537813408987636,0.00650192058424838,0.005110704303067747,0.013567553542334203,0.004598220977344589,0.004006643637114605,0.006941663343455669,0.0026394387008707673,0.0016557812697806748,0.003339255640241705,0.037462085243418694,0.01605945514449803,0.04807516964596094,0.012442188147496057,0.010097954290999866,0.0178361492761379,0.00976938988314303,0.009025116245756535,0.012703626558548464,0.009640335050242272,0.009310207763448253,0.01008847321533052
2,0.03827263639773873,0.013739856192968317,0.046844622051301854,0.005350757243771157,0.0026488176451345043,0.011173015843817479,0.0050589594583383,0.003927390217813895,0.005251636697127097,0.001359445449895416,0.001014399403144635,0.002319656175142357,0.49887981455541075,0.48672493130978955,0.5233768679809232,0.5000192001187733,0.4927425925810899,0.5032997633030991,0.4992470932003802,0.49703712357239715,0.5018771856104407,0.4998333185693967,0.4990905086229619,0.5009928497777354,0.041682466864212064,0.014021294214239853,0.049106293928275355,0.006585913013958238,0.005092736996388051,0.010590319889874545,0.007064664205874222,0.005236288248790683,0.007861560121997777,0.0049847949492030095,0.00461233121066413,0.005365840123725805
3,0.014847731690279305,0.010813191246747705,0.024924187661654162,0.0034596257604723396,0.0016920373958015148,0.005490129448955233,0.003786525640328907,0.003222411441920536,0.0059393081369637155,0.001419356656999323,0.0010016025585554622,0.001677917906330366,0.25894330902031193,0.2411283438300595,0.2757023128709921,0.24966045454975916,0.24668470040090318,0.253804367011761,0.2515638846037366,0.2503218690320279,0.25261457788842834,0.24984419395462837,0.24909018826884918,0.2509095590656732,0.015066813801248385,0.010208933375662279,0.02520124396296346,0.0034554335583055072,0.001728955530585529,0.0053184290542807365,0.0036923660846010743,0.003161821930158706,0.006086636953854042,0.0014034831739195436,0.0009451581723527009,0.0016593049474295605
4,0.012155918531288282,0.0054300813061295364,0.023287623909426274,0.003637866087305894,0.002417884590697102,0.005247567713638287,0.0032471918186681636,0.0028281991423363254,0.003784497928235109,0.0007371120868888935,0.0005980603680578586,0.001387614268714354,0.1283299341610214,0.12295438502383027,0.13050447572238225,0.12538863571947922,0.1237859439371474,0.12676754266504975,0.1252996545414634,0.12344236460968035,0.12664676499565916,0.12434583524830632,0.12362431526710212,0.12547396874677794,0.011582976041591565,0.004943264773837732,0.023630852547665206,0.003616626569114982,0.0024229619260598685,0.005083949527731447,0.0032472518284120976,0.0028085628440959578,0.003749505295378358,0.0006956285181733985,0.0005795516382391119,0.0013559249979552847
5,0.010084268455929956,0.006055946387794049,0.028456270677073608,0.003262631943713056,0.0014541778387357233,0.003985506811646149,0.0057364916452280765,0.0027497212282202124,0.0081639603535414,0.001509685644543924,0.0008627312459188908,0.0016459563018464446,0.19972229059692326,0.1740683711033157,0.21053849521402396,0.18565967869398753,0.18159106296272792,0.18777035686808083,0.19173108876645026,0.18800951392667337,0.20426292766597837,0.18670220034184543,0.18646609145144105,0.18823228137096523,0.009721706615761773,0.006113718601038359,0.02829263404991682,0.0033098116928150538,0.001486120359054832,0.0038757929471299104,0.005948625365502402,0.002536618197003724,0.007872985034929161,0.0014061028279658558,0.0008507271255831978,0.0016338942533357563
6,0.008175818216692651,0.005962546708558728,0.01964684384686212,0.003455544522259984,0.002630277295879219,0.003866670622794272,0.003307959372196953,0.002706890375815541,0.0046857063343524324,0.0006119342243365008,0.0002866376303325106,0.0007608081199921461,0.04054422807474777,0.03321165800229511,0.06463413821891517,0.02913477332376416,0.025766096839770714,0.033732947570516696,0.037879259055419126,0.030834617513475136,0.04628889733354757,0.03177947181452813,0.031277668100399975,0.03220448348509944,0.008804855272035896,0.006026054427661809,0.018898106216483294,0.0033535306848195695,0.002548741241095641,0.003989394707799266,0.0034602613307052853,0.002628144444004005,0.0046121412829280345,0.0006326020862163104,0.0002668534116309431,0.0007218306925937123
7,0.012026710335729291,0.005108858369953687,0.01688819201809948,0.0011822437371174573,0.0007543238876037869,0.0022335396121645834,0.002796374822906484,0.0025959112308718514,0.006603004710664393,0.0008037952441030567,0.0006176790526803075,0.0023320458032706367,0.08340533525811993,0.06380025843376927,0.08946388114401,0.08027257488776643,0.0760316291614761,0.08721101997203026,0.07799054891813176,0.0752055502375161,0.07995407618207244,0.0780831002132864,0.07667131133161928,0.07889566161092781,0.011761558462848121,0.004633056614070267,0.016107673688709384,0.0011880407179624746,0.0007206540286341683,0.002328006560691747,0.0028040005445309313,0.0025598287784528518,0.006274660628436345,0.000765777171279446,0.0005986897631612674,0.002320750773311477
8,0.01177334061596728,0.006614432951536646,0.026916828397280164,0.0006987265940883397,0.0004612010473662776,0.001976210158868116,0.0025611014077102047,0.002199918741301935,0.003983939998134248,0.0005662164047909324,0.0003450927192268416,0.0006595931339529271,0.05222320716933203,0.03757080287220922,0.10112115155399731,0.05748327920835355,0.05191213856034682,0.059905498245738556,0.06012150881129596,0.05762525414823184,0.062339977002181524,0.05523652033513457,0.05504362288647207,0.05552281680426824,0.011657886119020498,0.006383534072116638,0.025637744523205358,0.0007365776494018975,0.0006183877504516335,0.0018976341994938746,0.002835897067690909,0.0022972108368499305,0.003937219178577566,0.0005750805135248051,0.00040362903345394867,0.0007850970566531901
9,0.005492928518525771,0.0032862003732243984,0.020302455025865074,0.0010443416516493912,0.00020033203874267607,0.0023989082847057693,0.003185688838689413,0.0019648516376772306,0.005519068326957778,0.0004497994256909783,0.000283026905904463,0.0005514685152948469,0.02980048369668083,0.015667841595314213,0.04467793576185297,0.014674960389231757,0.011442448272128867,0.015668666102888223,0.011365731513691562,0.007692427839152276,0.015250096401406454,0.011604484123572113,0.01145391798593251,0.011702682053395563,0.0056088755754591735,0.003337413796807018,0.01898234544380806,0.0010384354563230688,0.00022767812329760242,0.0024618413357177663,0.0031570415166355084,0.0020419121493272124,0.005438839884273961,0.0004230139920212555,0.00027882319545307314,0.0006184868902916912
