,california_housing | direct | sketch_size = m/4 = 5160 | residual_norms (median),california_housing | direct | sketch_size = m/4 = 5160 | residual_norms (1st quartile),california_housing | direct | sketch_size = m/4 = 5160 | residual_norms (3rd quartile),california_housing | cg | sketch_size = m/4 = 5160 | residual_norms (median),california_housing | cg | sketch_size = m/4 = 5160 | residual_norms (1st quartile),california_housing | cg | sketch_size = m/4 = 5160 | residual_norms (3rd quartile),california_housing | subsample | sketch_size = m/4 = 5160 | residual_norms (median),california_housing | subsample | sketch_size = m/4 = 5160 | residual_norms (1st quartile),california_housing | subsample | sketch_size = m/4 = 5160 | residual_norms (3rd quartile),california_housing | count | sketch_size = m/4 = 5160 | residual_norms (median),california_housing | count | sketch_size = m/4 = 5160 | residual_norms (1st quartile),california_housing | count | sketch_size = m/4 = 5160 | residual_norms (3rd quartile)
0,3.4396603854104664e-16,3.4396603854104664e-16,3.4396603854104664e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,,,,0.6357442565924041,0.6357442565924041,0.6357442565924041,0.8186373514570303,0.8159992478473264,0.8202636948495318,0.8069306752901685,0.8036055186114373,0.8086767083750582
2,,,,0.2849690251853127,0.2849690251853127,0.2849690251853127,0.6850589039616782,0.6812770157585161,0.6865245792934841,0.6749290238053745,0.6728215484994411,0.675832556981994
3,,,,0.12124387057283453,0.12124387057283453,0.12124387057283453,0.5797167400548874,0.5767311459583363,0.581740656562003,0.5741916396667202,0.5714054387311897,0.5748039040848273
4,,,,0.05491811601702047,0.05491811601702047,0.05491811601702047,0.4942689097793966,0.4931502715872958,0.49591006833732754,0.4927300643096629,0.49022777614851043,0.49651272363971555
5,,,,0.029486985151615314,0.029486985151615314,0.029486985151615314,0.422972680994823,0.41933374187419675,0.4243633572099205,0.4222965576685706,0.42169080277811666,0.4276749719120837
6,,,,0.01967414156915155,0.01967414156915155,0.01967414156915155,0.3648351979814301,0.3622105535172887,0.36518209451549305,0.36505245241095163,0.36453093116316865,0.3682391673851109
7,,,,0.016205695382452957,0.016205695382452957,0.016205695382452957,0.3143072195689102,0.3136820908956464,0.31687922465607415,0.3152820971956349,0.3146382678083695,0.3175776063037973
8,,,,0.01327768022854489,0.01327768022854489,0.01327768022854489,0.2719509586666686,0.27067053966029914,0.2742961397687197,0.2734182713856341,0.2722328642349742,0.2759674090379168
9,,,,0.009842451716101567,0.009842451716101567,0.009842451716101567,0.23291108678905129,0.23220558168713012,0.23701137954916865,0.23536129680626636,0.23529511934891081,0.23834546493804556
10,,,,0.007561610632115985,0.007561610632115985,0.007561610632115985,0.20002170266455702,0.19768077226538777,0.21107248780060667,0.20475128527416703,0.2045002914093966,0.20691352651228564
11,,,,0.006677683187328214,0.006677683187328214,0.006677683187328214,0.1746951138105326,0.17122447386268533,0.18216673366685415,0.17781757637052129,0.17775524827992445,0.17929876045831272
12,,,,0.005833082053695477,0.005833082053695477,0.005833082053695477,0.15061571758529504,0.1496573850050635,0.1629835951841305,0.15489727358841424,0.15468726785700418,0.15562683759586526
13,,,,0.004628723952869928,0.004628723952869928,0.004628723952869928,0.12810880481713482,0.12630541659608902,0.13834494679248277,0.13497255808041425,0.13351614682452176,0.13520082225762572
14,,,,0.0038235003610436894,0.0038235003610436894,0.0038235003610436894,0.11323171451844931,0.10992849362251439,0.12202676269302126,0.11749302054857383,0.11664565263331032,0.11796237085291829
15,,,,0.003593099516694639,0.003593099516694639,0.003593099516694639,0.09574004589696157,0.09532052421267202,0.10574991259761594,0.10248883227821984,0.10158995553351803,0.10308839238896562
16,,,,0.0033501051935209115,0.0033501051935209115,0.0033501051935209115,0.08432227015197313,0.08010416315872178,0.09060077164696705,0.08936228094810504,0.08865947179886043,0.0895976145793435
17,,,,0.0029839686094883006,0.0029839686094883006,0.0029839686094883006,0.07305059226382697,0.07227069129492882,0.07910718234292317,0.07839577707718107,0.07733377772578459,0.07857141405194973
18,,,,0.0025735210972600564,0.0025735210972600564,0.0025735210972600564,0.06346212806206578,0.0618641004138281,0.071520087785772,0.06878207249093735,0.06776798898646906,0.0688854475443366
19,,,,0.0023217563840571246,0.0023217563840571246,0.0023217563840571246,0.05676132101808049,0.05572631791817186,0.06153928579858506,0.060090766215018146,0.059640670943841026,0.060284269813448074
20,,,,0.0021954362324299887,0.0021954362324299887,0.0021954362324299887,0.04908174366296089,0.04889444675733338,0.052339303540579175,0.05266777720464254,0.05241218249470976,0.05291138080297359
21,,,,0.002067536582391452,0.002067536582391452,0.002067536582391452,0.04192239401803855,0.041474570128658635,0.046916398279735434,0.04626837403797972,0.045950395813066515,0.046854091463681184
22,,,,0.001996645752733305,0.001996645752733305,0.001996645752733305,0.03861736623120661,0.03739393497745977,0.03973032372341495,0.04075617392299103,0.04055554373411084,0.04132701503048802
23,,,,0.0020101998073612354,0.0020101998073612354,0.0020101998073612354,0.03156501307892557,0.030029614763202244,0.03426024585346116,0.03596089772387432,0.03583917495073083,0.036443468975562936
24,,,,0.0020274079425327577,0.0020274079425327577,0.0020274079425327577,0.02763992818731069,0.02740957127504435,0.02826215442160003,0.031910828074979226,0.03170398433633302,0.03228545941457122
25,,,,0.0019561008583810907,0.0019561008583810907,0.0019561008583810907,0.02458764572229453,0.022754815857766304,0.0248972357577273,0.028284984066699506,0.027995710339869615,0.028601220054182454
26,,,,0.0017767085718466138,0.0017767085718466138,0.0017767085718466138,0.020436748544142604,0.01992869111080184,0.020479938489982648,0.025130827043952766,0.024855644034524223,0.025357600401827707
27,,,,0.0017391292472726313,0.0017391292472726313,0.0017391292472726313,0.015704985251618574,0.014168124099762982,0.01884498553432648,0.022338461832376515,0.022064073124227385,0.022602233926703758
28,,,,0.00160157481079046,0.00160157481079046,0.00160157481079046,0.013902769198070914,0.012598227193898914,0.014883149103040515,0.020026598840367883,0.019618283792286393,0.020125491421946227
29,,,,0.0014103461538894737,0.0014103461538894737,0.0014103461538894737,0.012177684672390795,0.011596152582188072,0.01361130099914474,0.017926484394530366,0.0174426981620209,0.017960177856300302
30,,,,0.0012320149937681032,0.0012320149937681032,0.0012320149937681032,0.010749290630818094,0.010111552707869708,0.011412108235533168,0.0161070226180467,0.015592893959378636,0.0161171275647092
31,,,,0.001140467726359147,0.001140467726359147,0.001140467726359147,0.009878599509216967,0.00985244322925888,0.009908098895831568,0.014419888494546227,0.013990749246209445,0.014471647348529727
32,,,,0.0009726361347579236,0.0009726361347579236,0.0009726361347579236,0.009349729597647403,0.009275842122363572,0.00954728637701328,0.013017465833716392,0.01259302854056325,0.013040999831319284
33,,,,,,,0.007688683195118593,0.00724742858795558,0.008347831955079524,0.011695484944371752,0.011396491466626352,0.011781187609793424
34,,,,,,,0.0063240874011893326,0.00631393941656499,0.007191675243034613,0.010589455717703219,0.010337797478254637,0.010720078823276588
35,,,,,,,0.005777873984649201,0.005447572296233796,0.00645847867770971,0.009600185282682442,0.009403607772795525,0.009807972223603299
36,,,,,,,0.00526346467503329,0.004682774198325127,0.005318280085507224,0.008724030297367404,0.008577105279331235,0.0089804358129147
37,,,,,,,0.004538781541391403,0.004323518441781774,0.004938053930234898,0.008018828426015373,0.00786533584669204,0.008237581877215041
38,,,,,,,0.004233785622022442,0.004138924083823038,0.004706253252822907,0.007434187379201915,0.007232052031837892,0.007577727333325161
39,,,,,,,0.003577365972967404,0.003529898988464478,0.004092076752245803,0.0068512315600653476,0.006664967026424202,0.007024915527912382
40,,,,,,,0.0034837706254037463,0.00329385499630527,0.0038421494655192633,0.006330164754040823,0.006173083882083881,0.0064842204050741675
41,,,,,,,0.0032727335958802352,0.0032329145816953025,0.003306420612024756,0.005852478407925385,0.0057333708554962145,0.006057420480034965
42,,,,,,,0.0030412215619017775,0.002942453173171886,0.0032142387717424927,0.005458455796821366,0.005370161291229059,0.005643184518534317
43,,,,,,,0.002761977963800807,0.0024100177436340887,0.0028595574621112577,0.005080472486223257,0.005056928051789921,0.005287728370905968
44,,,,,,,0.002276916992092863,0.0020072551043618745,0.002990235455746497,0.004788450423850441,0.00477898420746923,0.0049767034354560825
45,,,,,,,0.002150379140790797,0.0017088492120567172,0.0029697447163271,0.0045434104889998704,0.0044923073811164865,0.004706407823932055
46,,,,,,,0.002129634449544699,0.0016500038222635063,0.0029314930079888456,0.004311079347078902,0.00423238232270102,0.004469727870431032
47,,,,,,,0.002057059013898532,0.0015774109047593562,0.0029373368003712498,0.004100869715871063,0.003995332260134541,0.004253401409114636
48,,,,,,,0.001970998529757901,0.0014780087012618132,0.0028233698569226904,0.003916584907040137,0.0037881025580324764,0.004035739525881252
49,,,,,,,0.0019671794686044928,0.0015506429705323711,0.0027560800788472783,0.0037563673041507407,0.003612621819875049,0.0038417103250485843
50,,,,,,,0.0018069521676752501,0.0015914779345220294,0.0026629231325048628,0.0036228087971722214,0.0034362113877125485,0.003691079508726595
51,,,,,,,0.0016963246365658028,0.001404714761520467,0.0019930546669006616,0.003505545899618128,0.0032969696315966464,0.003543332740255158
52,,,,,,,0.0015061271444699184,0.0012326815312939143,0.0016958346052211514,0.0033861989568036172,0.0031640989272680464,0.0033981430272826203
53,,,,,,,0.0015154660352232803,0.001256061636141013,0.0016791351331437966,0.0032550608620046644,0.0030400134816954637,0.0032696361783874817
54,,,,,,,0.0015823937057818345,0.0012422694074321113,0.0016054739227879397,0.0031571153141649743,0.002934421622761071,0.0031572756041363674
55,,,,,,,0.0015447839984122442,0.0010505507626394682,0.0016249718349631082,0.0030496451225545,0.0028376546905500497,0.003068443301364309
56,,,,,,,0.0015290520535813602,0.0010408814990134616,0.001626909635430162,0.0029542847275441215,0.002755789787970792,0.0029817699127135657
57,,,,,,,0.001439686805627863,0.00100292190195987,0.0014850234920145637,0.002859438052216191,0.002663595085826334,0.0028959377423982465
58,,,,,,,0.0010662808103190065,0.0009505140304196996,0.0014548759845311975,0.0027670257587162897,0.002590989247772648,0.0028178873959429558
59,,,,,,,0.001338220464711959,0.0,0.0014660100488698752,0.0026708903307677257,0.0025167594878284954,0.0027530846122890374
60,,,,,,,0.001227290052355646,0.0,0.0014326725247184645,0.0026000614327602155,0.0024336296672736566,0.0026845259614131874
61,,,,,,,0.0011888876860253717,0.0,0.0014700305556982444,0.002535496859140704,0.0023653596723907286,0.0026229551171724004
62,,,,,,,0.0010991470445371133,0.0,0.0011953473400917892,0.0024733313657947517,0.00230444219271956,0.0025654925566753074
63,,,,,,,0.0010902005005360787,0.0,0.001250847614067587,0.0024216292802988685,0.0022520522616216367,0.002511150458542217
64,,,,,,,0.0010252763347882291,0.0,0.001134931791299545,0.002362986768675734,0.00219639967463075,0.0024488837097210994
65,,,,,,,0.0010844143391762686,0.0,0.0012566748029160173,0.002314474466226649,0.0021353424955835422,0.002410257365729841
66,,,,,,,0.0008900629365689815,0.0,0.001203956676303709,0.0022624761457626843,0.0020905250757348773,0.0023653423231947304
67,,,,,,,0.0,0.0,0.0013363714462386604,0.002221933627347408,0.002045300191801073,0.0023126639642862597
68,,,,,,,0.0,0.0,0.001106774603961591,0.0021732436754148053,0.002003050206448873,0.0022774366741761475
69,,,,,,,0.0,0.0,0.0009265824395680736,0.0021305749423764855,0.0019676964731652697,0.0022280398389567073
70,,,,,,,0.0,0.0,0.0,0.002090461302727312,0.0019340271082029143,0.002187032924962511
71,,,,,,,0.0,0.0,0.0,0.002051875660142477,0.0019037208180126624,0.0021437071665092403
72,,,,,,,0.0,0.0,0.0,0.0020100450619572365,0.0018605323084374388,0.0020980365120621086
73,,,,,,,,,,0.001962000228713911,0.0018209065721722796,0.0020443739819241418
74,,,,,,,,,,0.0019154957734888632,0.001783534005401059,0.0020006318041207775
75,,,,,,,,,,0.0018888448932044865,0.0017561874536125024,0.001965363557958127
76,,,,,,,,,,0.0018665335623409452,0.0017262167004982682,0.00191892699975459
77,,,,,,,,,,0.0018320314972666526,0.0017044769859754234,0.0018739393762780875
78,,,,,,,,,,0.0018037827169851,0.001680609267673336,0.001840674331421154
79,,,,,,,,,,0.0017729607352024465,0.001657904463460753,0.0018112694131109297
80,,,,,,,,,,0.0017495924188488136,0.0016360807909109607,0.001780471678992164
81,,,,,,,,,,0.0017151806588803216,0.0016110718375496405,0.001755266341288084
82,,,,,,,,,,0.001688831336798453,0.0015911530136475654,0.0017245942458232579
83,,,,,,,,,,0.0016630937618336784,0.0015677741913052731,0.0017041142732227368
84,,,,,,,,,,0.0016438531439646794,0.0015380514194138122,0.0016755455849437261
85,,,,,,,,,,0.0016229940442849392,0.0015163208520225164,0.0016425625018820081
86,,,,,,,,,,0.001608265241891189,0.0015044988794915349,0.0016166978305251385
87,,,,,,,,,,0.0015838814623272363,0.0014898114612225753,0.0015889268018557544
88,,,,,,,,,,0.001559587552644357,0.0014818515719713843,0.0015609769829262406
89,,,,,,,,,,0.0015430525409440166,0.0014623356124644797,0.0015438459661299211
90,,,,,,,,,,0.0015160420327756652,0.0014491769927450257,0.0015290582519679752
91,,,,,,,,,,0.001494956344381942,0.0014314537202396015,0.0015038449934138302
92,,,,,,,,,,0.0014777098504466547,0.0014142592450328024,0.001484060712338755
93,,,,,,,,,,0.0014606204110037574,0.0014004266131236328,0.001473032122876349
94,,,,,,,,,,0.0014401673735359537,0.0013891830218557947,0.0014550368175701533
95,,,,,,,,,,0.0014208895190565049,0.0013739894201938985,0.0014359312104495672
96,,,,,,,,,,0.001402313710028788,0.0013663525967004871,0.0014166160032722005
97,,,,,,,,,,0.0013861846290606466,0.001359733548364439,0.0013972088971441088
98,,,,,,,,,,0.001368756460064408,0.0013467288713253048,0.0013875403758007963
99,,,,,,,,,,0.0013492748125886454,0.0013304692082634826,0.001372825952611842
100,,,,,,,,,,0.0013313670072830845,0.0013203756259545436,0.001362513251134078
101,,,,,,,,,,0.0013181941107386435,0.0013105655614788466,0.0013478678890745045
102,,,,,,,,,,0.001308637536055291,0.0012979392391168133,0.0013346963611631537
103,,,,,,,,,,0.0012896385361293847,0.0012871780992896392,0.0013207361187785468
104,,,,,,,,,,0.0012812728160280368,0.0012632016250497832,0.001307957130741209
105,,,,,,,,,,0.0012667540441053046,0.00125150991178039,0.0013007489374372717
106,,,,,,,,,,0.0012559918227411883,0.001242064435295805,0.0012891572127993267
107,,,,,,,,,,0.0012446636597188713,0.0012281897486249162,0.001275784122794049
108,,,,,,,,,,0.0012345646945149526,0.0012192115261640513,0.0012612835136092788
109,,,,,,,,,,0.0012216473712524096,0.001218002873972242,0.0012515227886631226
110,,,,,,,,,,0.0012156227540815118,0.0012058440372313061,0.0012410340772651333
111,,,,,,,,,,0.0012024115368050614,0.001193247461053174,0.0012294491249026985
112,,,,,,,,,,0.0011976568317368522,0.0011811706572392722,0.0012216051651300348
113,,,,,,,,,,0.001189821535575957,0.001171327327405288,0.0012124720611789638
114,,,,,,,,,,0.0011870860883323774,0.0011572665878413714,0.001198376217480947
115,,,,,,,,,,0.0011819070586928599,0.001150572750500863,0.0011931620919418213
116,,,,,,,,,,0.0011689093995022406,0.0011435726189520598,0.0011799002886350874
117,,,,,,,,,,0.001163456133835032,0.0011344628669407585,0.0011676661248870908
118,,,,,,,,,,0.0011536469723478484,0.0011204961183348848,0.0011538963240016627
119,,,,,,,,,,0.0011439151614182597,0.0011140836545839269,0.0011503375570720475
120,,,,,,,,,,0.0011403823520807746,0.001108826660263508,0.0011454509394514926
121,,,,,,,,,,0.001132832470575005,0.001102504540245363,0.0011334142598085424
122,,,,,,,,,,0.0011251738599699576,0.0010935168895376901,0.0011280511235145126
123,,,,,,,,,,0.0011177674350331583,0.0010862138851393912,0.0011177892783083745
124,,,,,,,,,,0.0011084843065251948,0.0010779516308170997,0.0011137446520250128
125,,,,,,,,,,0.0011004950691020404,0.0010692057595921912,0.0011067154419004376
126,,,,,,,,,,0.001096431368638695,0.0010591347526829982,0.0010995456822792357
127,,,,,,,,,,0.0010904112646091051,0.0010539218884744784,0.0010909232095013288
128,,,,,,,,,,0.001080368301648175,0.0010417455859958024,0.001082562765538183
129,,,,,,,,,,0.0010750758755656085,0.0010356109220091049,0.0010778994995685942
130,,,,,,,,,,0.0010669930028664543,0.001031232858848504,0.0010704301287998972
131,,,,,,,,,,0.0010609900334369595,0.001019720837417579,0.0010641444746455845
132,,,,,,,,,,0.0010576575707022982,0.0010091751134341403,0.0010591639703451056
133,,,,,,,,,,0.0010472937577447744,0.000999895347368314,0.001053700468020459
134,,,,,,,,,,0.0010355134729749034,0.0,0.001045289659555357
135,,,,,,,,,,0.0010268067177284066,0.0,0.0010403822247194335
136,,,,,,,,,,0.0010229859110914446,0.0,0.001030846750363327
137,,,,,,,,,,0.001014865242833419,0.0,0.001023825605910994
138,,,,,,,,,,0.001012626220451419,0.0,0.0010223276503335944
139,,,,,,,,,,0.0010075007733760407,0.0,0.0010212771193958009
140,,,,,,,,,,0.0009964872829975717,0.0,0.0010108013600237259
141,,,,,,,,,,0.0,0.0,0.0010051269568653273
142,,,,,,,,,,0.0,0.0,0.000993952278128888
143,,,,,,,,,,0.0,0.0,0.0
144,,,,,,,,,,0.0,0.0,0.0
145,,,,,,,,,,0.0,0.0,0.0
146,,,,,,,,,,0.0,0.0,0.0
147,,,,,,,,,,0.0,0.0,0.0
148,,,,,,,,,,0.0,0.0,0.0
149,,,,,,,,,,0.0,0.0,0.0
150,,,,,,,,,,0.0,0.0,0.0
151,,,,,,,,,,0.0,0.0,0.0
152,,,,,,,,,,0.0,0.0,0.0
153,,,,,,,,,,0.0,0.0,0.0
154,,,,,,,,,,0.0,0.0,0.0
155,,,,,,,,,,0.0,0.0,0.0
156,,,,,,,,,,0.0,0.0,0.0
157,,,,,,,,,,0.0,0.0,0.0
158,,,,,,,,,,0.0,0.0,0.0
159,,,,,,,,,,0.0,0.0,0.0
160,,,,,,,,,,0.0,0.0,0.0
161,,,,,,,,,,0.0,0.0,0.0
162,,,,,,,,,,0.0,0.0,0.0
163,,,,,,,,,,0.0,0.0,0.0
164,,,,,,,,,,0.0,0.0,0.0
165,,,,,,,,,,0.0,0.0,0.0
166,,,,,,,,,,0.0,0.0,0.0
167,,,,,,,,,,0.0,0.0,0.0
168,,,,,,,,,,0.0,0.0,0.0
169,,,,,,,,,,0.0,0.0,0.0
170,,,,,,,,,,0.0,0.0,0.0
