,boston | subsample | sketch_size = m/4 = 3 | residual_norms (median),boston | subsample | sketch_size = m/4 = 3 | residual_norms (1st quartile),boston | subsample | sketch_size = m/4 = 3 | residual_norms (3rd quartile),boston | gaussian | sketch_size = m/4 = 3 | residual_norms (median),boston | gaussian | sketch_size = m/4 = 3 | residual_norms (1st quartile),boston | gaussian | sketch_size = m/4 = 3 | residual_norms (3rd quartile),boston | count | sketch_size = m/4 = 3 | residual_norms (median),boston | count | sketch_size = m/4 = 3 | residual_norms (1st quartile),boston | count | sketch_size = m/4 = 3 | residual_norms (3rd quartile),boston | subcount | sketch_size = m/4 = 3 | residual_norms (median),boston | subcount | sketch_size = m/4 = 3 | residual_norms (1st quartile),boston | subcount | sketch_size = m/4 = 3 | residual_norms (3rd quartile),boston | hadamard | sketch_size = m/4 = 3 | residual_norms (median),boston | hadamard | sketch_size = m/4 = 3 | residual_norms (1st quartile),boston | hadamard | sketch_size = m/4 = 3 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.03176104482793635,0.017998956677101604,0.045378134089876475,0.006503904037243044,0.004908830934379836,0.008264536151730928,0.004598220977344627,0.004006643637114547,0.006941663343455637,0.008352332995714272,0.005055845344434233,0.05898323707184901,0.008994541486597379,0.005340343876618561,0.05238788175252543
2,0.04217635348928898,0.014708623882538352,0.04950368472018128,0.006456020890665961,0.005575187218906208,0.007880755172304339,0.007252811495095851,0.005424561693682942,0.007912937580641391,0.00834181708051235,0.006118752018347348,0.011622249113130008,0.008803967871127832,0.007047878048856555,0.01088550516965715
3,0.015152364624985901,0.010592403850677015,0.024891345204867403,0.005581723475330315,0.004064999978183373,0.008882091572350991,0.003753120992623361,0.0032524446039018198,0.00612180339261488,0.005924726030653173,0.003661127876211775,0.007893825597910149,0.005332730032911661,0.00368954310927518,0.007882765125331887
4,0.012196549858403094,0.005253000384561772,0.023304100511964517,0.004907045393930928,0.0037266413897093544,0.0063851510343185015,0.0033009298880572234,0.0028299262009892244,0.003795984239818984,0.008298016449055427,0.005813417656813862,0.011214815821716528,0.004530737539478534,0.003563805949054461,0.006166384917491482
5,0.01016273495888181,0.006260505027767738,0.028401886095643928,0.004249741350717639,0.003133100179377652,0.006164728772229948,0.005663686848388993,0.0027682096451423282,0.008061196230477125,0.010859995052850895,0.007938707946039014,0.01798984963673994,0.003640492807094507,0.0033962524995141295,0.0038295400651456963
6,0.00847334444083924,0.006128288421196381,0.02004568145719462,0.004514273989209314,0.0036323623620324952,0.005593549040331901,0.003467890800494855,0.002676095323720284,0.0046151202794333475,0.003069928675339173,0.0025148636103307625,0.004901457529554667,0.003487933080747317,0.0027112491490450005,0.0038374859245099624
7,0.011723929065576375,0.004944584074543836,0.016846267900426856,0.004152904411729464,0.002954836138578034,0.005361343435973523,0.0027947890034108846,0.0025608830463616774,0.006571456879676549,0.004170578308112866,0.0025863648712858606,0.006331751597387692,0.003698141122432827,0.0029349551437417637,0.004347135061195673
8,0.012253060252043112,0.006679966224317384,0.026670323382408462,0.0038348706787328635,0.0029625826315660703,0.00581341125131587,0.00277738056401604,0.002361281052199222,0.003919225584375773,0.008466040526774203,0.0038393736057241376,0.01274833127567877,0.00313466651111236,0.002895437852413286,0.004318005740723423
9,0.0057796655196206935,0.0033898579287611084,0.020178102384467603,0.004387079999895948,0.003913737617319737,0.005995857567256697,0.0032945639660230098,0.0020020871128963546,0.005304051666526094,0.006927672482880303,0.00276505900349172,0.014944691983777096,0.0025946884990166326,0.0022752171731282864,0.0035250566973588334
10,0.005020912405754345,0.0026860994385678205,0.009401070113465925,0.003084631233970984,0.0024664974682943224,0.003474029410693603,0.0021774803088961915,0.0017193837813283682,0.002886406289046911,0.005113968255625938,0.002217609793799308,0.012606857492442537,0.0024674992094918923,0.0017496957306136224,0.003383385807026244
11,0.004968021883855691,0.0023132288034682343,0.0082034647543256,0.0034870870913379917,0.0026972314427374097,0.006348235989392714,0.0020371812650251233,0.0012809618461670311,0.003564777027934365,0.0033274824982371725,0.0020381107875655454,0.003974839638846811,0.0027484778892450166,0.002498448730091351,0.002985316214590071
12,0.0036457225995192807,0.0022510570452829656,0.0065217804595352575,0.0042439709454377104,0.0027957422591137955,0.008264302554011149,0.002635698527459947,0.0016054221243414506,0.0036123119737311365,0.0033379084229081964,0.0019905304873563557,0.007958984532813407,0.002302103270707378,0.001710113050804127,0.0027640351044486535
13,0.006116232006043547,0.003304166355256502,0.011748139070246593,0.0035313156648092733,0.00260494429287347,0.005251278185681868,0.001303466452688219,0.0008340109368321909,0.002189507982655774,0.002241776195075369,0.0016274583563615488,0.002774936292482073,0.003276981683365458,0.0019210884445150238,0.00452452281837327
14,0.005547277493717992,0.0038848472002536386,0.009123235644197588,0.0025648394772863512,0.001886659031877257,0.0035216250554572863,0.0019900077903022046,0.0012232383356306907,0.003032860521290444,0.0016195516900787733,0.0012686332669066087,0.0038942129033183634,0.0027374565585358487,0.0025788846597445316,0.0038594411812860633
15,0.004635113414699641,0.0036296123306175914,0.004906425289790063,0.0035450157923874867,0.0022238563956116864,0.004749688607642442,0.002486472425599784,0.0009676751602480647,0.005944565335706323,0.0014322450601730232,0.0012015550973509198,0.0020366158293487267,0.0020264601370473282,0.0018035817466339598,0.0026425265284433725
16,0.004319918693429188,0.0026159515102625033,0.005187762592571249,0.0025448401899959873,0.0019265074264828127,0.004220895877114703,0.0016562513691307378,0.0009620910833264458,0.0030687318907909656,0.0018474610476514855,0.0013609576512174863,0.004513098305783509,0.002736094895957407,0.00221591016539914,0.004463907271213522
17,0.003693186562655331,0.0026404548104248878,0.006810179484442697,0.002376723010115077,0.00205787994584861,0.0027020450010631237,0.0014603220872535605,0.0011472420924700673,0.0020456188508767782,0.002069958064931224,0.0016015983811777477,0.0025051223334491305,0.0024725559288213995,0.0015722646641797735,0.004141414096188485
18,0.004840344593899029,0.0028600719999093034,0.007772743056369292,0.002317348677472716,0.0018582721666262605,0.0035985288314365335,0.0011610648950122829,0.0006902367148569753,0.0015804056126587068,0.0020279122495437617,0.0017598834859562636,0.003132640811308067,0.0033179305040588226,0.0021788958021993535,0.0042944083505783
19,0.0047950212139820855,0.004274893577520552,0.006617039070693116,0.002690692470742484,0.001690175395323842,0.003266121091562394,0.0010968198550214037,0.0009815322206144117,0.0013923501602628552,0.0013866293389875706,0.0010402916312687858,0.0035850631087840715,0.002490503933718734,0.0017885091824668083,0.003915712145870567
20,0.003941546402234294,0.0025273225890000165,0.004410150352072539,0.002903492591184976,0.0017149930276488196,0.0038050415629131357,0.001083628990730188,0.0007488079124563765,0.0019940568061388953,0.0012998486132847873,0.0008598362667394654,0.0020609054129553245,0.0027805594533552892,0.002162563700789238,0.003153035329853591
