,california_housing | subsample | sketch_size = m/4 = 5160 | residual_norms (median),california_housing | subsample | sketch_size = m/4 = 5160 | residual_norms (1st quartile),california_housing | subsample | sketch_size = m/4 = 5160 | residual_norms (3rd quartile),california_housing | gaussian | sketch_size = m/4 = 5160 | residual_norms (median),california_housing | gaussian | sketch_size = m/4 = 5160 | residual_norms (1st quartile),california_housing | gaussian | sketch_size = m/4 = 5160 | residual_norms (3rd quartile),california_housing | count | sketch_size = m/4 = 5160 | residual_norms (median),california_housing | count | sketch_size = m/4 = 5160 | residual_norms (1st quartile),california_housing | count | sketch_size = m/4 = 5160 | residual_norms (3rd quartile),california_housing | subcount | sketch_size = m/4 = 5160 | residual_norms (median),california_housing | subcount | sketch_size = m/4 = 5160 | residual_norms (1st quartile),california_housing | subcount | sketch_size = m/4 = 5160 | residual_norms (3rd quartile)
24,0.027639928187310675,0.02740957127504434,0.028262154421600023,0.03172412358195508,0.03150274902206602,0.03190816766060436,0.03191082807497921,0.031703984336333015,0.032285459414571206,0.031891651738041406,0.031830011039166835,0.031969466659045265
25,0.024587645722294525,0.022754815857766304,0.024897235757727294,0.027971635217941663,0.027823757736580284,0.028265934497484706,0.028284984066699503,0.027995710339869608,0.02860122005418245,0.02823446335390884,0.028201345507242178,0.028365357461773707
26,0.020436748544142593,0.01992869111080183,0.020479938489982644,0.024792081126152533,0.024703551199052973,0.0252437334358195,0.02513082704395276,0.024855644034524216,0.025357600401827707,0.025012649043222483,0.024954059422249424,0.025076634982848865
27,0.015704985251618567,0.014168124099762976,0.018844985534326477,0.022042412721258252,0.02203157243170747,0.022406575972354268,0.02233846183237651,0.02206407312422738,0.022602233926703755,0.02224126030200664,0.02222187138391381,0.022288078668965077
28,0.013902769198070916,0.01259822719389891,0.014883149103040508,0.019571664423675944,0.019551703929767933,0.01998659530322153,0.020026598840367872,0.019618283792286386,0.02012549142194622,0.01985330056757536,0.01983983551242998,0.019901396227335992
29,0.01217768467239079,0.011596152582188067,0.013611300999144739,0.01750733768898244,0.01749363023123515,0.017813149903055013,0.01792648439453036,0.017442698162020896,0.017960177856300292,0.017674778633240833,0.01762358906074526,0.01772365470097282
30,0.010749290630818092,0.010111552707869703,0.011412108235533168,0.015629619133438355,0.015593762327085562,0.01595642804511483,0.016107022618046696,0.015592893959378634,0.016117127564709195,0.01578772976731751,0.015697526902066078,0.0159303656308705
31,0.009878599509216966,0.009852443229258876,0.009908098895831568,0.01405491659488707,0.013976808123136035,0.014347126900214361,0.014419888494546224,0.013990749246209442,0.014471647348529723,0.014209825072643015,0.014063610394944184,0.014344055823970824
32,0.009349729597647401,0.009275842122363568,0.009547286377013277,0.012681048690364408,0.012567933818218191,0.012911908230386586,0.013017465833716386,0.012593028540563246,0.01304099983131928,0.012774306850398619,0.012640952307171785,0.012878877253116079
33,0.0076886831951185905,0.007247428587955578,0.00834783195507952,0.011481997547171786,0.011325331827345039,0.011656315503725295,0.011695484944371745,0.011396491466626349,0.011781187609793421,0.011552985526807238,0.011421282365628104,0.011666318412791409
34,0.006324087401189331,0.006313939416564989,0.00719167524303461,0.010418286157107413,0.010255195331139918,0.01055490743036938,0.010589455717703216,0.010337797478254635,0.010720078823276585,0.010488886229953589,0.010335224543523687,0.010652392589231221
35,0.005777873984649198,0.005447572296233794,0.0064584786777097105,0.009450356861755552,0.009330636201436615,0.009600984738517958,0.009600185282682437,0.009403607772795525,0.009807972223603297,0.009556650208456672,0.009393136274147075,0.00969727808809715
36,0.005263464675033289,0.004682774198325127,0.005318280085507223,0.008659156157125888,0.00853724953585996,0.008766407166142244,0.008724030297367402,0.00857710527933123,0.008980435812914696,0.008773294815642927,0.008579907993488596,0.008846507658781753
37,0.004538781541391401,0.004323518441781772,0.004938053930234896,0.007947606816657394,0.007806714004255401,0.008015058362504329,0.008018828426015371,0.00786533584669204,0.008237581877215041,0.00806123100454037,0.0078317797065088,0.008134518380129664
38,0.00423378562202244,0.0041389240838230375,0.004706253252822906,0.0072905030143357455,0.007156810710825496,0.0073739651656759934,0.007434187379201913,0.007232052031837889,0.00757772733332516,0.007407032431543927,0.007194648816781776,0.007520145949408846
39,0.0035773659729674027,0.0035298989884644766,0.004092076752245801,0.006718952131408603,0.006626708400082828,0.006836833321956891,0.006851231560065344,0.0066649670264242004,0.00702491552791238,0.0068429299531734475,0.00661824286306644,0.006959570415321172
40,0.003483770625403745,0.0032938549963052693,0.0038421494655192638,0.006197329945173759,0.006161097087936132,0.00629812028336075,0.00633016475404082,0.0061730838820838775,0.006484220405074164,0.006346573514800654,0.00612488794804182,0.006463081892413634
41,0.0032727335958802344,0.0032329145816953017,0.0033064206120247547,0.0057550433452494484,0.005742528729076069,0.005860307146406914,0.005852478407925384,0.005733370855496211,0.006057420480034964,0.005931733770821639,0.005690152640116313,0.006021739786287493
42,0.003041221561901777,0.002942453173171885,0.003214238771742492,0.005380292491374095,0.0053755718968133874,0.005459889455335929,0.005458455796821363,0.005370161291229059,0.005643184518534317,0.005521924192054028,0.005326278937106439,0.005627146056487458
43,0.0027619779638008053,0.0024100177436340883,0.002859557462111257,0.005055456472456515,0.005024657475443305,0.005119546057166481,0.005080472486223255,0.005056928051789918,0.005287728370905967,0.005179792024916421,0.004989990142850323,0.005275302740077784
44,0.002276916992092862,0.002007255104361874,0.002990235455746496,0.0047660029666911395,0.0047065533780528065,0.004799472353873986,0.00478845042385044,0.004778984207469228,0.004976703435456082,0.0048783983964274195,0.004713206329104574,0.004959360505124768
45,0.002150379140790796,0.001708849212056717,0.002969744716327098,0.004485528375401443,0.0044486560840359055,0.004531523453614829,0.004543410488999869,0.004492307381116486,0.004706407823932052,0.004599045133854235,0.00444323204954382,0.004672218135768555
46,0.0021296344495446984,0.0016500038222635057,0.0029314930079888443,0.00425440614635408,0.0041912454331036126,0.0042897433895694595,0.004311079347078901,0.004232382322701018,0.004469727870431031,0.0043495351215946465,0.004211415902962884,0.0044158245863301325
47,0.0020570590138985307,0.0015774109047593553,0.00293733680037125,0.0040559749026296546,0.003963992906929922,0.004068951088547182,0.004100869715871062,0.00399533226013454,0.004253401409114636,0.004135725183108987,0.0040132846066976485,0.0042028288912517395
48,0.0019709985297579006,0.001478008701261813,0.0028233698569226882,0.0038628356768987426,0.0037657519071617206,0.00388666411030565,0.003916584907040136,0.003788102558032476,0.004035739525881252,0.003956055969925304,0.003801966819095393,0.004025365942307626
49,0.0019671794686044923,0.0015506429705323716,0.0027560800788472787,0.003673509229419632,0.003595159797363824,0.0037127352234937235,0.0037563673041507394,0.003612621819875049,0.0038417103250485843,0.003767363422054967,0.0036268846893885596,0.003845773686453102
50,0.00180695216767525,0.0015914779345220292,0.002662923132504862,0.0034891495259516798,0.003437958892687646,0.0035411931650415032,0.003622808797172221,0.003436211387712549,0.0036910795087265937,0.0036002356596585854,0.0034775959577327473,0.0036688027360710007
51,0.001696324636565802,0.0014047147615204665,0.001993054666900661,0.003335373057275274,0.003287773305685404,0.0034057715061948423,0.0035055458996181266,0.0032969696315966464,0.003543332740255157,0.0034412567314901074,0.00332787768154691,0.0035270298835055583
52,0.0015061271444699181,0.0012326815312939132,0.0016958346052211506,0.003207605458147554,0.0031529797024349867,0.003290206787694514,0.003386198956803615,0.0031640989272680455,0.003398143027282619,0.0033120818485345626,0.003198175756235563,0.0033908824037373144
53,0.0015154660352232798,0.0012560616361410129,0.0016791351331437963,0.0030816744155864532,0.0030375765094086712,0.0031802757359118963,0.0032550608620046644,0.003040013481695463,0.0032696361783874804,0.0031592944214541285,0.0030882624799852504,0.0032593899511165116
54,0.0015823937057818334,0.0012422694074321109,0.001605473922787939,0.002970973099077593,0.0029295836168851206,0.003088010314929932,0.003157115314164974,0.00293442162276107,0.0031572756041363666,0.003041541398776162,0.00297952334910819,0.0031524779160618573
55,0.0015447839984122438,0.001050550762639468,0.0016249718349631073,0.002868155386136686,0.0028431307794776336,0.002983737015049427,0.0030496451225544992,0.002837654690550049,0.003068443301364308,0.0029312775741580084,0.0028839342913692884,0.0030586270621693877
56,0.0015290520535813598,0.001040881499013461,0.0016269096354301611,0.0027605571101301353,0.0027459986253299796,0.002890602741282779,0.00295428472754412,0.0027557897879707913,0.002981769912713564,0.0028340604619364576,0.002792932070058602,0.0029586456580219835
57,0.0014396868056278619,0.0010029219019598698,0.0014850234920145635,0.002672992728374273,0.0026586666249048536,0.002812937995676769,0.0028594380522161903,0.002663595085826334,0.0028959377423982465,0.0027519727943931893,0.0027069936749124206,0.002865539018080962
58,0.0010662808103190063,0.0009505140304196992,0.0014548759845311968,0.002588111367211011,0.002584622892431395,0.002735689343549469,0.002767025758716289,0.0025909892477726485,0.0028178873959429536,0.0026601660334781676,0.0026235243997174795,0.0027774565061636693
59,0.0013382204647119588,0.0,0.0014660100488698747,0.002518844897561717,0.0025045657765054357,0.002673720602683033,0.002670890330767725,0.002516759487828496,0.002753084612289037,0.0025787226022728573,0.0025420536079279674,0.0027049077106853503
60,0.0012272900523556454,0.0,0.0014326725247184645,0.002443427361867348,0.002432311561674076,0.002608333345057339,0.0026000614327602155,0.0024336296672736566,0.0026845259614131866,0.0024951208514009653,0.0024627394495728,0.0026300916391495616
61,0.0011888876860253715,0.0,0.0014700305556982435,0.002364516199880912,0.00236393550252141,0.0025548132908325767,0.002535496859140703,0.0023653596723907286,0.002622955117172399,0.0024240658563918125,0.002393579238219772,0.0025659061094989873
62,0.001099147044537113,0.0,0.001195347340091789,0.0023095376240454767,0.0022909812491291306,0.0024973093366620807,0.0024733313657947517,0.0023044421927195594,0.002565492556675306,0.002357961515560403,0.0023385233887037167,0.002490969126207704
63,0.0010902005005360782,0.0,0.0012508476140675867,0.0022565322073295983,0.0022330096233109716,0.0024370982711999062,0.0024216292802988685,0.0022520522616216367,0.002511150458542216,0.0022886347467784424,0.0022799342370203863,0.002420888939152423
64,0.001025276334788229,0.0,0.0011349317912995444,0.0021929919367312234,0.0021722639643435935,0.002373145359894435,0.0023629867686757325,0.0021963996746307505,0.0024488837097210985,0.0022254416051059695,0.0022226978371302658,0.0023719666087662857
65,0.0010844143391762681,0.0,0.0012566748029160168,0.0021474062194355146,0.0021131618257299333,0.0023235953973698396,0.002314474466226648,0.002135342495583542,0.002410257365729839,0.0021776177143985743,0.0021752398924870407,0.0023140946087742546
66,0.0008900629365689812,0.0,0.0012039566763037085,0.0020961236594243815,0.002063304372238267,0.002272969602297577,0.0022624761457626843,0.0020905250757348778,0.0023653423231947295,0.0021388883193062536,0.002136713435209216,0.0022467981707496067
67,0.0,0.0,0.00133637144623866,0.0020428291181837904,0.0020139809539383904,0.002226040183909527,0.002221933627347408,0.002045300191801073,0.0023126639642862584,0.0020931373779482275,0.002084261368577355,0.0021987034947852408
68,0.0,0.0,0.0011067746039615902,0.0019982090285139086,0.00197011378271662,0.002182046205542848,0.002173243675414805,0.0020030502064488738,0.002277436674176147,0.0020487446976432734,0.0020299854166627904,0.0021500927177388607
69,0.0,0.0,0.0009265824395680733,0.0019508734722045668,0.001927752151754454,0.0021368810218237535,0.0021305749423764847,0.00196769647316527,0.0022280398389567064,0.0019991745049017795,0.0019866006821544356,0.0021001990610662047
70,0.0,0.0,0.0,0.0019077134570569137,0.0018810806038275754,0.002093719243437725,0.0020904613027273116,0.0019340271082029143,0.0021870329249625117,0.0019677590605639223,0.001936167510312207,0.002059541310076822
71,0.0,0.0,0.0,0.0018750301705595758,0.0018353656615870957,0.002058871271154116,0.0020518756601424766,0.0019037208180126626,0.002143707166509241,0.0019320470274162133,0.0018946947569797924,0.0020158443323810664
72,0.0,0.0,0.0,0.0018422436601086777,0.0018004543654037354,0.002016591546409889,0.002010045061957236,0.0018605323084374395,0.0020980365120621095,0.0018893302959510556,0.0018541923157362904,0.0019771400623827947
73,,,,0.0018084940314271338,0.0017591948171324504,0.0019849748856393254,0.0019620002287139104,0.00182090657217228,0.002044373981924142,0.0018643149443964922,0.0018236291556991263,0.001942346871917148
74,,,,0.001760703330903875,0.0017205354538345453,0.00195443926825911,0.0019154957734888632,0.0017835340054010596,0.0020006318041207783,0.0018226757783763906,0.0017880693115062316,0.0018984102919986595
75,,,,0.0017289757654097761,0.0016928467042074734,0.001925190421241057,0.001888844893204486,0.0017561874536125024,0.001965363557958129,0.0017990815115349471,0.001751971944390934,0.0018587057938644499
76,,,,0.0017000701035993244,0.001660352739857525,0.0018985126126280275,0.001866533562340945,0.0017262167004982686,0.0019189269997545908,0.0017727042360850872,0.001721883741446431,0.0018268872365890902
77,,,,0.001662590000394151,0.001630534783649529,0.0018744252614635393,0.001832031497266652,0.0017044769859754223,0.0018739393762780884,0.0017382840018197955,0.0016969993550299519,0.0017897399872009866
78,,,,0.001637508256356871,0.0016015402374050173,0.0018375511479271434,0.0018037827169850992,0.0016806092676733342,0.0018406743314211555,0.0017083330918100073,0.0016660626982746799,0.001750907621258614
79,,,,0.0016140356360265183,0.0015797411784180698,0.0018038933329453232,0.0017729607352024465,0.001657904463460751,0.001811269413110931,0.0016807766121422977,0.0016336401057631714,0.0017270064671076515
80,,,,0.001591375347947013,0.0015556327706052974,0.0017736555101821139,0.0017495924188488134,0.00163608079091096,0.0017804716789921655,0.0016576539604055479,0.0016053251018301414,0.0017048479437859786
81,,,,0.0015631728842010007,0.0015277527564438599,0.0017530942050332434,0.0017151806588803211,0.0016110718375496392,0.0017552663412880852,0.0016391080823938136,0.0015804466116384635,0.0016818552452468655
82,,,,0.0015354747930998653,0.0015072189958193088,0.0017247968753296757,0.0016888313367984529,0.0015911530136475639,0.0017245942458232592,0.0016107394492640415,0.0015565826586148742,0.0016590620825524787
83,,,,0.0015104254157105779,0.00148403902209517,0.001703501019328171,0.0016630937618336782,0.0015677741913052716,0.0017041142732227383,0.0015896977811398964,0.0015326186632793014,0.0016356922326062255
84,,,,0.0014915884935014663,0.0014659540840552528,0.001681380238574333,0.0016438531439646798,0.0015380514194138109,0.0016755455849437276,0.0015726369867199266,0.0015208606073454593,0.001613069828073365
85,,,,0.001470435447530889,0.0014444465807220098,0.0016578819300339261,0.001622994044284939,0.001516320852022515,0.0016425625018820097,0.0015503833975438399,0.0014931767710265184,0.0015927282158241236
86,,,,0.0014531246779146596,0.001424696449002302,0.0016422103847393919,0.0016082652418911887,0.0015044988794915338,0.0016166978305251405,0.0015324613453566046,0.0014716763461612146,0.0015652684862888316
87,,,,0.0014343696911535847,0.0014084408070327984,0.0016223214403642534,0.0015838814623272363,0.0014898114612225742,0.001588926801855756,0.0015124302918208613,0.0014420190585998532,0.001538034241012414
88,,,,0.0014079056741030766,0.001388207452394672,0.0016031173420179808,0.0015595875526443585,0.0014818515719713832,0.0015609769829262412,0.0014944097017068414,0.001419061334167219,0.0015188318612817536
89,,,,0.0013952500231834042,0.0013726603927877118,0.0015836937534355509,0.0015430525409440177,0.001462335612464478,0.0015438459661299216,0.0014674677715049973,0.0014026157952110603,0.0014975969553964264
90,,,,0.0013770100097198078,0.001352465229449788,0.0015649824065636767,0.0015160420327756665,0.001449176992745025,0.001529058251967975,0.0014523318308003906,0.0013802795004856604,0.0014749742627194094
91,,,,0.0013591924962617762,0.0013287211015922077,0.0015380945612519356,0.0014949563443819437,0.0014314537202396004,0.00150384499341383,0.0014325253619109535,0.001365648064236963,0.0014528820985726945
92,,,,0.0013402612147430958,0.0013167139187318197,0.0015196711751022927,0.0014777098504466558,0.0014142592450328015,0.0014840607123387554,0.0014127414653218658,0.0013458377703338,0.0014311519508213764
93,,,,0.0013297514430480645,0.001301789443007113,0.001511629198535661,0.001460620411003759,0.001400426613123632,0.0014730321228763497,0.0013982666636986316,0.001329477388347435,0.0014175539160751222
94,,,,0.0013227486250771037,0.0012840700296162042,0.0014922596178813577,0.0014401673735359554,0.0013891830218557939,0.0014550368175701536,0.0013817562973619869,0.0013228976503474746,0.0014010661123726223
95,,,,0.001303760079477292,0.0012651068149602679,0.001474427421277434,0.0014208895190565068,0.001373989420193898,0.0014359312104495678,0.001368700605481827,0.0013089176493073047,0.0013848962945597685
96,,,,0.0012931580947181552,0.0012462894763536501,0.0014589091781350798,0.0014023137100287898,0.0013663525967004863,0.001416616003272201,0.001355189578924854,0.0012952345005871886,0.0013716155052449614
97,,,,0.0012796795162550885,0.0012283381013224886,0.0014420127736420284,0.0013861846290606483,0.0013597335483644382,0.001397208897144109,0.0013386014110264648,0.0012811016959064728,0.0013618157929623134
98,,,,0.001265268182600303,0.0012201583085122275,0.0014344818455265813,0.0013687564600644094,0.0013467288713253042,0.0013875403758007968,0.001325103951079024,0.001268935892173917,0.0013460085543466635
99,,,,0.0012533817317698702,0.0012077909799092796,0.0014152014054501618,0.0013492748125886471,0.001330469208263482,0.0013728259526118428,0.0013177736587740255,0.0012555759915123138,0.0013312017144154638
100,,,,0.0012387763853550363,0.0011936294236841198,0.0013990265966728433,0.0013313670072830862,0.0013203756259545425,0.0013625132511340785,0.001303841223207003,0.0012463627145718487,0.0013148292835710718
101,,,,0.0012232808571999941,0.001180339298529959,0.0013883935597062574,0.001318194110738645,0.0013105655614788464,0.0013478678890745043,0.001293267905699676,0.0012344842340391978,0.0013050898598597656
102,,,,0.001213884399491605,0.001172426618406795,0.001373465101445565,0.0013086375360552927,0.0012979392391168126,0.0013346963611631545,0.0012888351692889263,0.0012243545560757215,0.001295277445795232
103,,,,0.0011953146582677535,0.00116400640138599,0.0013537109897759317,0.0012896385361293838,0.0012871780992896407,0.0013207361187785476,0.0012807256877785914,0.0012121805898509801,0.0012812027511888548
104,,,,0.0011847406133571874,0.001156956324423949,0.0013384009012214193,0.0012812728160280363,0.0012632016250497848,0.00130795713074121,0.001266953714659859,0.001201230721599822,0.0012737156822961407
105,,,,0.0011700148772205037,0.0011472424144540975,0.001329190005674089,0.001266754044105304,0.0012515099117803915,0.001300748937437272,0.0012554742945043637,0.0011887805009381024,0.0012640654037060367
106,,,,0.0011582134455127326,0.0011370685072270435,0.0013229841885137304,0.0012559918227411876,0.001242064435295807,0.0012891572127993276,0.0012465689814814994,0.0011780235772169863,0.001250237737275154
107,,,,0.001150270289975675,0.001127723658123033,0.0013158675677035425,0.0012446636597188707,0.0012281897486249175,0.0012757841227940497,0.00122598643727453,0.0011641070267269626,0.001241902519961665
108,,,,0.001140553386454344,0.0011176111362123382,0.001305739327306607,0.0012345646945149523,0.0012192115261640526,0.0012612835136092792,0.0012169100865962836,0.0011517469375302693,0.0012284514704657774
109,,,,0.001124686095728113,0.001104969205525339,0.0012985720871347452,0.001221647371252409,0.0012180028739722435,0.0012515227886631232,0.001203898521289127,0.0011392225521471133,0.0012160510219056658
110,,,,0.001113285545202337,0.0010970269885298618,0.0012860249017093276,0.001215622754081511,0.0012058440372313074,0.001241034077265134,0.00118951947611826,0.0011357529761265625,0.0012063419908398903
111,,,,0.0011050624155113323,0.001090123540262706,0.0012777591020172463,0.0012024115368050611,0.0011932474610531756,0.0012294491249026992,0.0011759947777614421,0.0011283338900993085,0.001195613955462435
112,,,,0.0010950122407789769,0.001085687145609328,0.0012648308341129597,0.0011976568317368518,0.0011811706572392733,0.0012216051651300355,0.0011687700858547697,0.0011158177843209893,0.0011862993686336811
113,,,,0.0010834375011935524,0.0010761600634479113,0.0012488452839275273,0.0011898215355759564,0.0011713273274052895,0.001212472061178964,0.0011580026225671786,0.0011162177124629635,0.0011763042628083742
114,,,,0.0010748672343335955,0.0010639556509224074,0.0012388097269382292,0.001187086088332377,0.0011572665878413731,0.001198376217480948,0.0011481985010586716,0.0011123058377095114,0.0011633533754855725
115,,,,0.0010659663075786724,0.0010567115571800366,0.001230304365866517,0.0011819070586928594,0.0011505727505008642,0.0011931620919418222,0.0011434596485852698,0.0010955579297267715,0.0011514100115965552
116,,,,0.0010590900569076387,0.0010480890975062451,0.0012190381017828465,0.0011689093995022402,0.001143572618952061,0.001179900288635088,0.00113804189760493,0.0010876745762894752,0.0011432278636117948
117,,,,0.0010480887425041777,0.0010354094110321841,0.00120581803274818,0.0011634561338350314,0.0011344628669407598,0.0011676661248870915,0.001129867278975034,0.0010812462796065193,0.0011409210887337216
118,,,,0.0010377747354974713,0.001030614810607897,0.0011981979635823934,0.0011536469723478489,0.0011204961183348863,0.001153896324001662,0.0011182765372670757,0.0010739081471386525,0.0011278243521364278
119,,,,0.0010303105161783147,0.0010282819048985194,0.0011865963244579425,0.00114391516141826,0.0011140836545839282,0.001150337557072047,0.0011125673693982853,0.0010611800299704004,0.0011145479091137292
120,,,,0.0010201781848318801,0.0010200384830656261,0.0011766040054882402,0.001140382352080775,0.0011088266602635093,0.0011454509394514922,0.0011015077474646852,0.0010523440196292839,0.001107472633422179
121,,,,0.0010144491000335502,0.0010107022286696488,0.0011706926123380861,0.0011328324705750046,0.001102504540245364,0.0011334142598085426,0.0010918043759801576,0.0010495381323348597,0.0011031120964492213
122,,,,0.0010072510633543435,0.0010039011528374185,0.0011637441225666478,0.0011251738599699576,0.0010935168895376912,0.001128051123514513,0.0010867491462176985,0.0010419817815872355,0.0010942577531569508
