,rcv1 | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (median),rcv1 | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),rcv1 | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),rcv1 | gaussian | sketch_size = m^(2/3) = 1307 | residual_norms (median),rcv1 | gaussian | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),rcv1 | gaussian | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),rcv1 | count | sketch_size = m^(2/3) = 1307 | residual_norms (median),rcv1 | count | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),rcv1 | count | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),rcv1 | subcount | sketch_size = m^(2/3) = 1307 | residual_norms (median),rcv1 | subcount | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),rcv1 | subcount | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.3867654805257863,0.35963649287193894,0.38820894644638276,0.0032376734225002335,0.0032001398791543885,0.0032721914048913134,0.003322485763241525,0.0033012369209978764,0.003387916131563215,0.12094643496356476,0.1078171426433817,0.12284957886137199
2,0.16338926374520146,0.15781975224471123,0.17764077917385865,0.005195837872624702,0.005175339376823038,0.005218052663404914,0.005166681999343789,0.005153759334231171,0.005189863169460295,0.0481285919707787,0.00795519118284505,0.050635054266848424
3,0.10148054189097279,0.0998262211697159,0.1094875047930677,0.0012133727507079096,0.0012015700354018825,0.0012282797703726004,0.0012370759819024368,0.0012301758701539782,0.001244579697418056,0.037611617282719896,0.016061952940462264,0.042431615985375204
4,0.0737222035335904,0.06500453144633349,0.08720304373984199,0.0010326022652445634,0.0010204228803193565,0.0010404980135129641,0.0010599043829162625,0.0010586189041230372,0.0010641257852554832,0.019885197650389964,0.004558590971765477,0.0356133984669461
5,0.06597728719145614,0.06070872224705076,0.07317563492338977,0.0009126234840665495,0.0009059135739690767,0.0009197207914226623,0.0009337806104062412,0.000929632778325044,0.0009383247601636639,0.003864118035112576,0.0034060355159629603,0.0039339544998386565
6,0.05819685736387786,0.04911886259359736,0.06815922347335271,,,,,,,0.011520341188472972,0.00903017923859685,0.017021281444902957
7,0.053221427071703076,0.042999396075908955,0.0558698383520258,,,,,,,0.003566685367308086,0.0033401092298427147,0.013810290182672158
8,0.05291066605329597,0.03964065077002505,0.057310067899701854,,,,,,,0.0062601931993597594,0.003623091127508696,0.016622427636109435
9,0.05241621326046982,0.041458908655475274,0.05420650233419635,,,,,,,0.010210925551225986,0.0036675569427635055,0.014124016740077324
10,0.04921750656778556,0.04868423623174985,0.052469720888109375,,,,,,,0.0022989906351560613,0.0021708516221550797,0.0037628339390910074
11,0.04637523538620205,0.04593896871841627,0.05452228339055598,,,,,,,0.004663949565920472,0.0021683715787508212,0.007687662146162468
12,0.04350109595651709,0.03794119340154391,0.0439108461661456,,,,,,,0.004626750198012054,0.0019356812594403978,0.005186339872506896
13,0.040041813393573635,0.032915994065852376,0.04294472624738484,,,,,,,0.005883694852038906,0.005373509307643617,0.009230916220963947
14,0.038454492538979305,0.03177881011693018,0.04069577008971489,,,,,,,0.001658518146050346,0.0014752287104233565,0.005129843449247869
15,0.04226675365633099,0.036461301593901284,0.047128491589697744,,,,,,,0.004564791094399203,0.0014709440448198497,0.006533321289720305
16,0.03906346878604937,0.036658876879177356,0.043477033636319655,,,,,,,0.0013546055886364927,0.001216396831844243,0.0013811347080915574
17,0.03925206733693178,0.037034332631564484,0.040084191978072524,,,,,,,0.004268161473704323,0.003048003415823445,0.004388533860326351
18,0.03556351172099428,0.030900520701413036,0.041162606151191855,,,,,,,0.001153931708366594,0.001123276270364394,0.001179892854851222
19,0.03226786042747662,0.028257778199482275,0.03567259899171647,,,,,,,0.0011344218793143247,0.0009783389807429177,0.0026460118510410378
20,0.029122960107114963,0.02880852494356691,0.03185272566936222,,,,,,,0.0010065036679518654,0.0,0.0038762641366935
21,0.03577872709961273,0.02663312790438698,0.039105088774601046,,,,,,,0.0009509805860938075,0.0,0.00197593361962386
22,0.03558597506441824,0.029569049965027443,0.036403669919234834,,,,,,,0.0,0.0,0.0009155024672680392
23,0.03403572585228444,0.02895197510192184,0.03447720805106438,,,,,,,0.0,0.0,0.0
24,0.028858405965306946,0.02780264359859553,0.03412171799773691,,,,,,,,,
25,0.03400059033089718,0.03336924290872547,0.03486670525385101,,,,,,,,,
26,0.032858019340936316,0.031146357422399306,0.03336764813330524,,,,,,,,,
27,0.031363551056668375,0.03001424446170761,0.032394986153658975,,,,,,,,,
28,0.027957550134137168,0.02645315664489057,0.03258215503887961,,,,,,,,,
29,0.02842947471340631,0.028338694894347805,0.035285198322809665,,,,,,,,,
30,0.02833204839453042,0.026992118410002965,0.030241852262941748,,,,,,,,,
31,0.02703760620975479,0.026048437433974593,0.02707494230439711,,,,,,,,,
32,0.028094072309613773,0.027042849796366026,0.02886662515743702,,,,,,,,,
33,0.02707089432208207,0.02615838242232428,0.03085273646736515,,,,,,,,,
34,0.029569002099651364,0.02578702529738595,0.030235199610019605,,,,,,,,,
35,0.02860545498405861,0.02760359153268211,0.030227474661130856,,,,,,,,,
36,0.027920479299444426,0.026834412778917714,0.02818820868703039,,,,,,,,,
37,0.027563994305745642,0.027334276385362895,0.028389147767966933,,,,,,,,,
38,0.030955414105256138,0.02704275960123514,0.038042299506490324,,,,,,,,,
39,0.026214130433624024,0.01996294128675666,0.03454010211274868,,,,,,,,,
40,0.02705530100792504,0.018971055142308412,0.028113459666521314,,,,,,,,,
41,0.024303813077521656,0.018139947330203157,0.02561675535833283,,,,,,,,,
42,0.025423697107025026,0.022689839838996775,0.026543382228673203,,,,,,,,,
43,0.024724096155323786,0.023085308934358412,0.02682148263231249,,,,,,,,,
44,0.02729134090803975,0.024372786012702867,0.028057763640414856,,,,,,,,,
45,0.027364699538410853,0.02445986805627026,0.027514694279681923,,,,,,,,,
46,0.02555995569272702,0.025038367802714394,0.026199938267847334,,,,,,,,,
47,0.024121732016195937,0.023600672252904912,0.02578422246863825,,,,,,,,,
