,no_mom | count | sketch_size = m/4 = 126 | residual_norms (median),no_mom | count | sketch_size = m/4 = 126 | residual_norms (1st quartile),no_mom | count | sketch_size = m/4 = 126 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m/4 = 126 | residual_norms (median),cst_mom | count | sketch_size = m/4 = 126 | residual_norms (1st quartile),cst_mom | count | sketch_size = m/4 = 126 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m/4 = 126 | residual_norms (median),inc_mom | count | sketch_size = m/4 = 126 | residual_norms (1st quartile),inc_mom | count | sketch_size = m/4 = 126 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.8614667629891579,0.8583261267667595,0.8686625589722062,0.8614667629891579,0.8583261267667595,0.8686625589722062,0.8614667629891579,0.8583261267667595,0.8686625589722062
2,0.754024399634083,0.7390699735042663,0.7630106572216298,0.7896314655572649,0.7851224265817611,0.7978238426421935,0.7540108064554762,0.7390915880200971,0.7630072021131951
3,0.6536641791793764,0.638276738842827,0.6653226726909345,0.746110618623318,0.743258940338729,0.7619941667383192,0.6536669903054706,0.638190795434663,0.6653048949833479
4,0.5586976632663359,0.5474489979145671,0.567446355806388,0.7261835407606817,0.6991267414432609,0.7351065283461722,0.5589287855358285,0.5474728229772131,0.5673211634739335
5,0.4832243828383258,0.46842783995958404,0.49725086571125565,0.6924309276269628,0.6709656180490847,0.7115462273634032,0.48342289514186176,0.46854954683354993,0.4972760042836382
6,0.41693318233130083,0.4052844774916898,0.422198501039007,0.6623210783827795,0.6447773938685829,0.6762121873430067,0.41713633206904105,0.40500383685072516,0.42200538770738383
7,0.36033661523547056,0.34869384960776173,0.3661840438636125,0.6417628411152804,0.6215536881446403,0.6558785277137718,0.3607669879261669,0.34840571822564265,0.3663529913726654
8,0.30958832580570955,0.30223410368358283,0.3099113868355031,0.6093272169012904,0.6017216910649625,0.6382338684640095,0.30946466921183247,0.3025750034255,0.3106806643107768
9,0.265924866143313,0.2622165913337722,0.27118699992851947,0.5848380186353228,0.5690758286796684,0.6050567602821579,0.2663789908984553,0.2624296120160192,0.27132950725786736
10,0.23100137171714785,0.2285092471228482,0.23473620319909563,0.5614524699747607,0.5541725090908272,0.5730082130217247,0.23122841270326144,0.22908456868955832,0.23602986083845195
11,0.19891266229531762,0.19823106933690565,0.1997492560053345,0.5371471927197883,0.5227485356135285,0.5554483509081374,0.19950540567423844,0.19844571665176863,0.2012249105732269
