,california_housing | direct | sketch_size = m^(2/3) = 752 | residual_norms (median),california_housing | direct | sketch_size = m^(2/3) = 752 | residual_norms (1st quartile),california_housing | direct | sketch_size = m^(2/3) = 752 | residual_norms (3rd quartile),california_housing | cg | sketch_size = m^(2/3) = 752 | residual_norms (median),california_housing | cg | sketch_size = m^(2/3) = 752 | residual_norms (1st quartile),california_housing | cg | sketch_size = m^(2/3) = 752 | residual_norms (3rd quartile),california_housing | subsample | sketch_size = m^(2/3) = 752 | residual_norms (median),california_housing | subsample | sketch_size = m^(2/3) = 752 | residual_norms (1st quartile),california_housing | subsample | sketch_size = m^(2/3) = 752 | residual_norms (3rd quartile),california_housing | count | sketch_size = m^(2/3) = 752 | residual_norms (median),california_housing | count | sketch_size = m^(2/3) = 752 | residual_norms (1st quartile),california_housing | count | sketch_size = m^(2/3) = 752 | residual_norms (3rd quartile)
23,,,,0.0020101998073612354,0.0020101998073612354,0.0020101998073612354,0.5889004062486006,0.5889004062486006,0.5889004062486006,0.5864656383577457,0.5864656383577457,0.5864656383577457
24,,,,0.0020274079425327577,0.0020274079425327577,0.0020274079425327577,0.5753989216841753,0.5753989216841753,0.5753989216841753,0.5758138443482442,0.5758138443482442,0.5758138443482442
25,,,,0.0019561008583810907,0.0019561008583810907,0.0019561008583810907,0.5634075869076659,0.5634075869076659,0.5634075869076659,0.5650926317704855,0.5650926317704855,0.5650926317704855
26,,,,0.0017767085718466138,0.0017767085718466138,0.0017767085718466138,0.5525642405843341,0.5525642405843341,0.5525642405843341,0.5536528172405867,0.5536528172405867,0.5536528172405867
27,,,,0.0017391292472726313,0.0017391292472726313,0.0017391292472726313,0.5433381523429103,0.5433381523429103,0.5433381523429103,0.5439001708278998,0.5439001708278998,0.5439001708278998
28,,,,0.00160157481079046,0.00160157481079046,0.00160157481079046,0.5354755906152673,0.5354755906152673,0.5354755906152673,0.5337337978009065,0.5337337978009065,0.5337337978009065
29,,,,0.0014103461538894737,0.0014103461538894737,0.0014103461538894737,0.5252520461142256,0.5252520461142256,0.5252520461142256,0.5234280454249609,0.5234280454249609,0.5234280454249609
30,,,,0.0012320149937681032,0.0012320149937681032,0.0012320149937681032,0.5145781003015434,0.5145781003015434,0.5145781003015434,0.5125258053740152,0.5125258053740152,0.5125258053740152
31,,,,0.001140467726359147,0.001140467726359147,0.001140467726359147,0.5040326514093753,0.5040326514093753,0.5040326514093753,0.5028828682576315,0.5028828682576315,0.5028828682576315
32,,,,0.0009726361347579236,0.0009726361347579236,0.0009726361347579236,0.49575454537220104,0.49575454537220104,0.49575454537220104,0.4934226049096476,0.4934226049096476,0.4934226049096476
33,,,,,,,0.4866973230566163,0.4866973230566163,0.4866973230566163,0.48329649934916863,0.48329649934916863,0.48329649934916863
34,,,,,,,0.47609395052453135,0.47609395052453135,0.47609395052453135,0.47475388233777704,0.47475388233777704,0.47475388233777704
35,,,,,,,0.46601827642144295,0.46601827642144295,0.46601827642144295,0.4654614148260783,0.4654614148260783,0.4654614148260783
36,,,,,,,0.4578006103955956,0.4578006103955956,0.4578006103955956,0.4566271184757594,0.4566271184757594,0.4566271184757594
37,,,,,,,0.45057558458117747,0.45057558458117747,0.45057558458117747,0.4482787140926436,0.4482787140926436,0.4482787140926436
38,,,,,,,0.4432763054579573,0.4432763054579573,0.4432763054579573,0.4402811075574964,0.4402811075574964,0.4402811075574964
39,,,,,,,0.43477433816472427,0.43477433816472427,0.43477433816472427,0.4319965014938572,0.4319965014938572,0.4319965014938572
40,,,,,,,0.427113542114276,0.427113542114276,0.427113542114276,0.42461333444149396,0.42461333444149396,0.42461333444149396
41,,,,,,,0.41832929614209224,0.41832929614209224,0.41832929614209224,0.4167632746220386,0.4167632746220386,0.4167632746220386
42,,,,,,,0.41051181020887073,0.41051181020887073,0.41051181020887073,0.40996772400679116,0.40996772400679116,0.40996772400679116
43,,,,,,,0.40081378803913303,0.40081378803913303,0.40081378803913303,0.4020582612197741,0.4020582612197741,0.4020582612197741
44,,,,,,,0.39430658279678077,0.39430658279678077,0.39430658279678077,0.39446318188839397,0.39446318188839397,0.39446318188839397
45,,,,,,,0.3881969659655299,0.3881969659655299,0.3881969659655299,0.38717346864830204,0.38717346864830204,0.38717346864830204
46,,,,,,,0.38140695565798327,0.38140695565798327,0.38140695565798327,0.38044082925361755,0.38044082925361755,0.38044082925361755
47,,,,,,,0.3753422771118427,0.3753422771118427,0.3753422771118427,0.3740553963714326,0.3740553963714326,0.3740553963714326
48,,,,,,,0.3668538869019093,0.3668538869019093,0.3668538869019093,0.3674172504407714,0.3674172504407714,0.3674172504407714
49,,,,,,,0.36145700708981837,0.36145700708981837,0.36145700708981837,0.3607028405997654,0.3607028405997654,0.3607028405997654
50,,,,,,,0.3551280181161214,0.3551280181161214,0.3551280181161214,0.35406779318925474,0.35406779318925474,0.35406779318925474
51,,,,,,,0.34878898879560766,0.34878898879560766,0.34878898879560766,0.3479543618053477,0.3479543618053477,0.3479543618053477
52,,,,,,,0.34113395897069543,0.34113395897069543,0.34113395897069543,0.3412207280710881,0.3412207280710881,0.3412207280710881
53,,,,,,,0.33384991236607653,0.33384991236607653,0.33384991236607653,0.3348930177254707,0.3348930177254707,0.3348930177254707
54,,,,,,,0.32789605408144845,0.32789605408144845,0.32789605408144845,0.3296106372367433,0.3296106372367433,0.3296106372367433
55,,,,,,,0.3234643756166551,0.3234643756166551,0.3234643756166551,0.3239495356728133,0.3239495356728133,0.3239495356728133
56,,,,,,,0.3179860477261301,0.3179860477261301,0.3179860477261301,0.31781341357744247,0.31781341357744247,0.31781341357744247
57,,,,,,,0.30961419704223925,0.30961419704223925,0.30961419704223925,0.3120754372629647,0.3120754372629647,0.3120754372629647
58,,,,,,,0.30610344419136826,0.30610344419136826,0.30610344419136826,0.30673303039808164,0.30673303039808164,0.30673303039808164
59,,,,,,,0.298591632247124,0.298591632247124,0.298591632247124,0.3010920899720806,0.3010920899720806,0.3010920899720806
60,,,,,,,0.29224168073035955,0.29224168073035955,0.29224168073035955,0.2962227588995862,0.2962227588995862,0.2962227588995862
61,,,,,,,0.28748614125885913,0.28748614125885913,0.28748614125885913,0.291141959617011,0.291141959617011,0.291141959617011
62,,,,,,,0.28417997428822594,0.28417997428822594,0.28417997428822594,0.2861668142690143,0.2861668142690143,0.2861668142690143
63,,,,,,,0.2797304992575016,0.2797304992575016,0.2797304992575016,0.2816969613840386,0.2816969613840386,0.2816969613840386
64,,,,,,,0.27438647544339617,0.27438647544339617,0.27438647544339617,0.27756410446863744,0.27756410446863744,0.27756410446863744
65,,,,,,,0.2708484197021033,0.2708484197021033,0.2708484197021033,0.27303868879392057,0.27303868879392057,0.27303868879392057
66,,,,,,,0.26679698707937893,0.26679698707937893,0.26679698707937893,0.2690074325420803,0.2690074325420803,0.2690074325420803
67,,,,,,,0.2616900967016084,0.2616900967016084,0.2616900967016084,0.2651337374834418,0.2651337374834418,0.2651337374834418
68,,,,,,,0.2574249144641898,0.2574249144641898,0.2574249144641898,0.26051697316721517,0.26051697316721517,0.26051697316721517
69,,,,,,,0.25371805469244885,0.25371805469244885,0.25371805469244885,0.25590955692908957,0.25590955692908957,0.25590955692908957
70,,,,,,,0.2496122473734046,0.2496122473734046,0.2496122473734046,0.2512620542325109,0.2512620542325109,0.2512620542325109
71,,,,,,,0.2449883948402186,0.2449883948402186,0.2449883948402186,0.24688361863130065,0.24688361863130065,0.24688361863130065
72,,,,,,,0.24066598924247096,0.24066598924247096,0.24066598924247096,0.24295190869333005,0.24295190869333005,0.24295190869333005
73,,,,,,,0.23774332662072717,0.23774332662072717,0.23774332662072717,0.2397052318308725,0.2397052318308725,0.2397052318308725
74,,,,,,,0.23436695241706623,0.23436695241706623,0.23436695241706623,0.23610134376103217,0.23610134376103217,0.23610134376103217
75,,,,,,,0.23146074410070852,0.23146074410070852,0.23146074410070852,0.23249969913265575,0.23249969913265575,0.23249969913265575
76,,,,,,,0.22868870459533963,0.22868870459533963,0.22868870459533963,0.2287976634375913,0.2287976634375913,0.2287976634375913
77,,,,,,,0.22476159306294874,0.22476159306294874,0.22476159306294874,0.22508648983199098,0.22508648983199098,0.22508648983199098
78,,,,,,,0.22110382356554892,0.22110382356554892,0.22110382356554892,0.22140243714769595,0.22140243714769595,0.22140243714769595
79,,,,,,,0.2169882674567578,0.2169882674567578,0.2169882674567578,0.21814722756198301,0.21814722756198301,0.21814722756198301
80,,,,,,,0.21367020165292344,0.21367020165292344,0.21367020165292344,0.21483128740119045,0.21483128740119045,0.21483128740119045
81,,,,,,,0.21024925709424888,0.21024925709424888,0.21024925709424888,0.2117424337596824,0.2117424337596824,0.2117424337596824
82,,,,,,,0.20711682365809175,0.20711682365809175,0.20711682365809175,0.20854602101997652,0.20854602101997652,0.20854602101997652
83,,,,,,,0.20466870909319906,0.20466870909319906,0.20466870909319906,0.2053670097167347,0.2053670097167347,0.2053670097167347
84,,,,,,,0.20117751373800052,0.20117751373800052,0.20117751373800052,0.20219513932719527,0.20219513932719527,0.20219513932719527
85,,,,,,,0.19931088358569385,0.19931088358569385,0.19931088358569385,0.199087331386138,0.199087331386138,0.199087331386138
86,,,,,,,0.19579071222544078,0.19579071222544078,0.19579071222544078,0.19601190235204374,0.19601190235204374,0.19601190235204374
87,,,,,,,0.19224789853103666,0.19224789853103666,0.19224789853103666,0.1930744255647822,0.1930744255647822,0.1930744255647822
88,,,,,,,0.18919342467587685,0.18919342467587685,0.18919342467587685,0.1902398753912924,0.1902398753912924,0.1902398753912924
89,,,,,,,0.18574210563648788,0.18574210563648788,0.18574210563648788,0.18777024071297832,0.18777024071297832,0.18777024071297832
90,,,,,,,0.1834774379934437,0.1834774379934437,0.1834774379934437,0.18511502128343,0.18511502128343,0.18511502128343
91,,,,,,,0.1794305154717449,0.1794305154717449,0.1794305154717449,0.18280108015897398,0.18280108015897398,0.18280108015897398
92,,,,,,,0.17769530585829718,0.17769530585829718,0.17769530585829718,0.18059714857584028,0.18059714857584028,0.18059714857584028
93,,,,,,,0.1756249704532519,0.1756249704532519,0.1756249704532519,0.17826527172658002,0.17826527172658002,0.17826527172658002
94,,,,,,,0.17479089626925962,0.17479089626925962,0.17479089626925962,0.1758241075226089,0.1758241075226089,0.1758241075226089
95,,,,,,,0.17280357034632296,0.17280357034632296,0.17280357034632296,0.17322275365198556,0.17322275365198556,0.17322275365198556
96,,,,,,,0.17112697497396762,0.17112697497396762,0.17112697497396762,0.17082830855489534,0.17082830855489534,0.17082830855489534
97,,,,,,,0.1688498548338322,0.1688498548338322,0.1688498548338322,0.16834309737839662,0.16834309737839662,0.16834309737839662
98,,,,,,,0.1659019052659611,0.1659019052659611,0.1659019052659611,0.16625938455494882,0.16625938455494882,0.16625938455494882
99,,,,,,,0.16274680759193044,0.16274680759193044,0.16274680759193044,0.16436939086226607,0.16436939086226607,0.16436939086226607
100,,,,,,,0.16113506809548583,0.16113506809548583,0.16113506809548583,0.16203943790228498,0.16203943790228498,0.16203943790228498
101,,,,,,,0.1589287147823405,0.1589287147823405,0.1589287147823405,0.1599244109705477,0.1599244109705477,0.1599244109705477
102,,,,,,,0.15815879512127387,0.15815879512127387,0.15815879512127387,0.1581108256293187,0.1581108256293187,0.1581108256293187
103,,,,,,,0.15618226129346294,0.15618226129346294,0.15618226129346294,0.15589937459521214,0.15589937459521214,0.15589937459521214
104,,,,,,,0.15302055964402336,0.15302055964402336,0.15302055964402336,0.15374151091329516,0.15374151091329516,0.15374151091329516
105,,,,,,,0.15140283717662348,0.15140283717662348,0.15140283717662348,0.15179538741269347,0.15179538741269347,0.15179538741269347
106,,,,,,,0.14857310018674483,0.14857310018674483,0.14857310018674483,0.1498401839459864,0.1498401839459864,0.1498401839459864
107,,,,,,,0.14632131897403186,0.14632131897403186,0.14632131897403186,0.14769394969021366,0.14769394969021366,0.14769394969021366
108,,,,,,,0.14430978027031896,0.14430978027031896,0.14430978027031896,0.14563698036762385,0.14563698036762385,0.14563698036762385
109,,,,,,,0.14245103747451487,0.14245103747451487,0.14245103747451487,0.1438421785782141,0.1438421785782141,0.1438421785782141
110,,,,,,,0.13971087495438825,0.13971087495438825,0.13971087495438825,0.14225530395216057,0.14225530395216057,0.14225530395216057
111,,,,,,,0.13848637816859954,0.13848637816859954,0.13848637816859954,0.14037032010334127,0.14037032010334127,0.14037032010334127
112,,,,,,,0.1366608002272557,0.1366608002272557,0.1366608002272557,0.13855840013155146,0.13855840013155146,0.13855840013155146
113,,,,,,,0.1344399952293315,0.1344399952293315,0.1344399952293315,0.13684125929370608,0.13684125929370608,0.13684125929370608
114,,,,,,,0.13360680019741963,0.13360680019741963,0.13360680019741963,0.13489834145183077,0.13489834145183077,0.13489834145183077
115,,,,,,,0.1314017023418718,0.1314017023418718,0.1314017023418718,0.13336963433908824,0.13336963433908824,0.13336963433908824
116,,,,,,,0.12992502000899533,0.12992502000899533,0.12992502000899533,0.1317813832032791,0.1317813832032791,0.1317813832032791
117,,,,,,,0.1280635833734989,0.1280635833734989,0.1280635833734989,0.1300433839300771,0.1300433839300771,0.1300433839300771
118,,,,,,,0.1271701008949006,0.1271701008949006,0.1271701008949006,0.1285548659240978,0.1285548659240978,0.1285548659240978
119,,,,,,,0.12545907001127543,0.12545907001127543,0.12545907001127543,0.12651874823134815,0.12651874823134815,0.12651874823134815
120,,,,,,,0.12411733245252056,0.12411733245252056,0.12411733245252056,0.12507931040972942,0.12507931040972942,0.12507931040972942
121,,,,,,,0.12241565668773445,0.12241565668773445,0.12241565668773445,0.1237220687891437,0.1237220687891437,0.1237220687891437
122,,,,,,,0.11887861398590191,0.11887861398590191,0.11887861398590191,0.12227855795445686,0.12227855795445686,0.12227855795445686
123,,,,,,,0.11825116915137315,0.11825116915137315,0.11825116915137315,0.12102353134642345,0.12102353134642345,0.12102353134642345
124,,,,,,,0.11637469319747047,0.11637469319747047,0.11637469319747047,0.11966039340781867,0.11966039340781867,0.11966039340781867
125,,,,,,,0.11613100929644225,0.11613100929644225,0.11613100929644225,0.11844911900853333,0.11844911900853333,0.11844911900853333
126,,,,,,,0.11530367851094585,0.11530367851094585,0.11530367851094585,0.11716840441964525,0.11716840441964525,0.11716840441964525
127,,,,,,,0.11442973293081306,0.11442973293081306,0.11442973293081306,0.11590840251536902,0.11590840251536902,0.11590840251536902
128,,,,,,,0.1121743030525232,0.1121743030525232,0.1121743030525232,0.11480326264693669,0.11480326264693669,0.11480326264693669
129,,,,,,,0.11036246690272458,0.11036246690272458,0.11036246690272458,0.11365356178500467,0.11365356178500467,0.11365356178500467
130,,,,,,,0.10929797602084525,0.10929797602084525,0.10929797602084525,0.11240781143037394,0.11240781143037394,0.11240781143037394
131,,,,,,,0.10863616832755503,0.10863616832755503,0.10863616832755503,0.11109164668603541,0.11109164668603541,0.11109164668603541
132,,,,,,,0.10768325852074351,0.10768325852074351,0.10768325852074351,0.10967483863062018,0.10967483863062018,0.10967483863062018
133,,,,,,,0.10699836086719543,0.10699836086719543,0.10699836086719543,0.10867492314621675,0.10867492314621675,0.10867492314621675
134,,,,,,,0.10648694404696618,0.10648694404696618,0.10648694404696618,0.10777394484117342,0.10777394484117342,0.10777394484117342
135,,,,,,,0.10570935477433051,0.10570935477433051,0.10570935477433051,0.1065162331336231,0.1065162331336231,0.1065162331336231
136,,,,,,,0.10515096564849104,0.10515096564849104,0.10515096564849104,0.10521735496478282,0.10521735496478282,0.10521735496478282
137,,,,,,,0.10347233441560207,0.10347233441560207,0.10347233441560207,0.10421252890226682,0.10421252890226682,0.10421252890226682
138,,,,,,,0.10162328562299505,0.10162328562299505,0.10162328562299505,0.1031659349494365,0.1031659349494365,0.1031659349494365
139,,,,,,,0.10099392053913997,0.10099392053913997,0.10099392053913997,0.10216687758192788,0.10216687758192788,0.10216687758192788
140,,,,,,,0.10053701629469165,0.10053701629469165,0.10053701629469165,0.10107623241344366,0.10107623241344366,0.10107623241344366
141,,,,,,,0.09851759423779863,0.09851759423779863,0.09851759423779863,0.10017506710434085,0.10017506710434085,0.10017506710434085
142,,,,,,,0.09829364728966666,0.09829364728966666,0.09829364728966666,0.09922047884452197,0.09922047884452197,0.09922047884452197
143,,,,,,,0.09738479191497619,0.09738479191497619,0.09738479191497619,0.0981615229037277,0.0981615229037277,0.0981615229037277
144,,,,,,,0.09696656802581999,0.09696656802581999,0.09696656802581999,0.09718239867756656,0.09718239867756656,0.09718239867756656
145,,,,,,,0.0947159051308348,0.0947159051308348,0.0947159051308348,0.0962548688456718,0.0962548688456718,0.0962548688456718
146,,,,,,,0.09483674216992014,0.09483674216992014,0.09483674216992014,0.09549228371684279,0.09549228371684279,0.09549228371684279
147,,,,,,,0.0944435118210183,0.0944435118210183,0.0944435118210183,0.09486991418212523,0.09486991418212523,0.09486991418212523
148,,,,,,,0.09397145401790939,0.09397145401790939,0.09397145401790939,0.09398071324570317,0.09398071324570317,0.09398071324570317
149,,,,,,,0.09221156197815018,0.09221156197815018,0.09221156197815018,0.09324112925914026,0.09324112925914026,0.09324112925914026
150,,,,,,,0.09238329614892578,0.09238329614892578,0.09238329614892578,0.09257818710975342,0.09257818710975342,0.09257818710975342
151,,,,,,,0.09159793558010772,0.09159793558010772,0.09159793558010772,0.09179527259013334,0.09179527259013334,0.09179527259013334
152,,,,,,,0.09029641234015222,0.09029641234015222,0.09029641234015222,0.09095738750420175,0.09095738750420175,0.09095738750420175
153,,,,,,,0.08957585845118421,0.08957585845118421,0.08957585845118421,0.09023398073299564,0.09023398073299564,0.09023398073299564
154,,,,,,,0.08879512403135462,0.08879512403135462,0.08879512403135462,0.08950881583412292,0.08950881583412292,0.08950881583412292
155,,,,,,,0.08766564965205881,0.08766564965205881,0.08766564965205881,0.08874234899931555,0.08874234899931555,0.08874234899931555
156,,,,,,,0.08709526922627371,0.08709526922627371,0.08709526922627371,0.08805518802289981,0.08805518802289981,0.08805518802289981
157,,,,,,,0.08514318222936175,0.08514318222936175,0.08514318222936175,0.08726864529481597,0.08726864529481597,0.08726864529481597
158,,,,,,,0.0845895482932698,0.0845895482932698,0.0845895482932698,0.08667506132715087,0.08667506132715087,0.08667506132715087
159,,,,,,,0.08456077232875407,0.08456077232875407,0.08456077232875407,0.0860765507658017,0.0860765507658017,0.0860765507658017
160,,,,,,,0.0846032949297654,0.0846032949297654,0.0846032949297654,0.08560859911281708,0.08560859911281708,0.08560859911281708
161,,,,,,,0.08459350734653234,0.08459350734653234,0.08459350734653234,0.08513751345552162,0.08513751345552162,0.08513751345552162
162,,,,,,,0.0844801030292988,0.0844801030292988,0.0844801030292988,0.08469164091853919,0.08469164091853919,0.08469164091853919
163,,,,,,,0.08325548121248436,0.08325548121248436,0.08325548121248436,0.08406138139980938,0.08406138139980938,0.08406138139980938
164,,,,,,,0.08274046721281313,0.08274046721281313,0.08274046721281313,0.08345515755097718,0.08345515755097718,0.08345515755097718
165,,,,,,,0.08245493482823284,0.08245493482823284,0.08245493482823284,0.08286354742762925,0.08286354742762925,0.08286354742762925
166,,,,,,,0.08218868205374615,0.08218868205374615,0.08218868205374615,0.08236804808310469,0.08236804808310469,0.08236804808310469
167,,,,,,,0.08090271744751594,0.08090271744751594,0.08090271744751594,0.08175030343697395,0.08175030343697395,0.08175030343697395
168,,,,,,,0.08095552279184486,0.08095552279184486,0.08095552279184486,0.08115608686384121,0.08115608686384121,0.08115608686384121
169,,,,,,,0.08046677448635145,0.08046677448635145,0.08046677448635145,0.0806283638735238,0.0806283638735238,0.0806283638735238
170,,,,,,,0.07884526435795676,0.07884526435795676,0.07884526435795676,0.08022048138779941,0.08022048138779941,0.08022048138779941
171,,,,,,,0.07819765807455596,0.07819765807455596,0.07819765807455596,0.07969820917789512,0.07969820917789512,0.07969820917789512
172,,,,,,,0.07806579752477862,0.07806579752477862,0.07806579752477862,0.0792785424052084,0.0792785424052084,0.0792785424052084
173,,,,,,,0.07780785221049487,0.07780785221049487,0.07780785221049487,0.07878441389723896,0.07878441389723896,0.07878441389723896
174,,,,,,,0.07803440143126562,0.07803440143126562,0.07803440143126562,0.07833783085323483,0.07833783085323483,0.07833783085323483
175,,,,,,,0.07798714959401509,0.07798714959401509,0.07798714959401509,0.07791279297819786,0.07791279297819786,0.07791279297819786
176,,,,,,,0.07820271039028297,0.07820271039028297,0.07820271039028297,0.07758752356676635,0.07758752356676635,0.07758752356676635
177,,,,,,,0.07790237271528623,0.07790237271528623,0.07790237271528623,0.07750223889949417,0.07750223889949417,0.07750223889949417
178,,,,,,,0.0769090202193751,0.0769090202193751,0.0769090202193751,0.07731821128837876,0.07731821128837876,0.07731821128837876
179,,,,,,,0.07545586793669831,0.07545586793669831,0.07545586793669831,0.07685421561612268,0.07685421561612268,0.07685421561612268
180,,,,,,,0.07511902003623862,0.07511902003623862,0.07511902003623862,0.07656192433109378,0.07656192433109378,0.07656192433109378
181,,,,,,,0.07520714548975152,0.07520714548975152,0.07520714548975152,0.07636932256365987,0.07636932256365987,0.07636932256365987
182,,,,,,,0.07463347123106547,0.07463347123106547,0.07463347123106547,0.07603217257296409,0.07603217257296409,0.07603217257296409
183,,,,,,,0.07449783821324026,0.07449783821324026,0.07449783821324026,0.07564992929512646,0.07564992929512646,0.07564992929512646
184,,,,,,,0.07450439265658115,0.07450439265658115,0.07450439265658115,0.07541340564622073,0.07541340564622073,0.07541340564622073
185,,,,,,,0.07420911233756484,0.07420911233756484,0.07420911233756484,0.07498998069169029,0.07498998069169029,0.07498998069169029
186,,,,,,,0.0745666079575461,0.0745666079575461,0.0745666079575461,0.0747424118056508,0.0747424118056508,0.0747424118056508
187,,,,,,,0.07471867709282753,0.07471867709282753,0.07471867709282753,0.07445380522821818,0.07445380522821818,0.07445380522821818
188,,,,,,,0.07294519251295827,0.07294519251295827,0.07294519251295827,0.07408787836064135,0.07408787836064135,0.07408787836064135
189,,,,,,,0.07356029282370753,0.07356029282370753,0.07356029282370753,0.07396180777441635,0.07396180777441635,0.07396180777441635
190,,,,,,,0.0735944621278348,0.0735944621278348,0.0735944621278348,0.07383403732182199,0.07383403732182199,0.07383403732182199
191,,,,,,,0.07318464300146466,0.07318464300146466,0.07318464300146466,0.07356208221401239,0.07356208221401239,0.07356208221401239
192,,,,,,,0.07360676556986338,0.07360676556986338,0.07360676556986338,0.0734656246961746,0.0734656246961746,0.0734656246961746
193,,,,,,,0.07310713365733568,0.07310713365733568,0.07310713365733568,0.0731696626427211,0.0731696626427211,0.0731696626427211
194,,,,,,,0.07347404340382901,0.07347404340382901,0.07347404340382901,0.07291035415794415,0.07291035415794415,0.07291035415794415
195,,,,,,,0.07336163687284866,0.07336163687284866,0.07336163687284866,0.07269767069375219,0.07269767069375219,0.07269767069375219
196,,,,,,,0.07224309803626797,0.07224309803626797,0.07224309803626797,0.07242146189244505,0.07242146189244505,0.07242146189244505
197,,,,,,,0.07162981390233888,0.07162981390233888,0.07162981390233888,0.07229500360468817,0.07229500360468817,0.07229500360468817
