,no_mom | count | sketch_size = m/4 = 3 | residual_norms (median),no_mom | count | sketch_size = m/4 = 3 | residual_norms (1st quartile),no_mom | count | sketch_size = m/4 = 3 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m/4 = 3 | residual_norms (median),cst_mom | count | sketch_size = m/4 = 3 | residual_norms (1st quartile),cst_mom | count | sketch_size = m/4 = 3 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m/4 = 3 | residual_norms (median),inc_mom | count | sketch_size = m/4 = 3 | residual_norms (1st quartile),inc_mom | count | sketch_size = m/4 = 3 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.650285948932805,0.630485807195547,0.6584582589298469,0.650285948932805,0.630485807195547,0.6584582589298467,0.650285948932805,0.630485807195547,0.6584582589298469
2,0.5284400486089776,0.5062358352675158,0.5379833911892964,0.5181549452090211,0.4824926150059133,0.5344093683935314,0.5277772175624353,0.5053610775472146,0.5372888607365087
3,0.36677861980579957,0.3416288629740991,0.4260838145534986,0.5600297825934103,0.532452391118287,0.5791113863634294,0.3664258495093752,0.3412299326471001,0.42589634951944544
4,0.28773363677609654,0.2511543900831517,0.3352577828870084,0.5871214034069694,0.5485758584482001,0.6171013914580992,0.2888495881112345,0.2509932159316576,0.33422369165036425
5,0.24240670433503758,0.23444882324211944,0.2829954204342643,0.5003819526282829,0.450079694627761,0.5782477307988502,0.24043841699833043,0.2357696862648312,0.283001190140989
6,0.22587758499835198,0.19140964135596233,0.25871871324932094,0.4421682947078084,0.4174082860330162,0.4537945825528112,0.22555894621555805,0.1909193034847998,0.2595539866218832
7,0.1884096246663042,0.1540628516199657,0.21881975884025823,0.4253910223866738,0.38975917013750333,0.4410380453485221,0.1882445811282072,0.1537176805183209,0.22154465034004744
8,0.17414858146199808,0.1360866133594804,0.2079055607772652,0.44519076380028433,0.40128414268998186,0.4986835159177586,0.17452226389423192,0.13833486605758877,0.20748905281098687
9,0.15937533004676901,0.12362032292575076,0.18383586395446644,0.46538793875235585,0.41861444220764454,0.48510257484680425,0.1604793944453199,0.1258713802408401,0.18513975061673213
10,0.14198784528638433,0.1023689233801844,0.16783703277598663,0.3896571831431177,0.3545772019213972,0.4337799540533227,0.14275654910210056,0.10223738620186544,0.16869188678219754
11,0.11779342805776036,0.08792630875499939,0.15575621997336367,0.37409212137739845,0.36084373661671,0.3993509115324343,0.11908270830893346,0.08783153389734838,0.1554608921485559
12,0.09846589409856962,0.0828289423915177,0.1506715249349854,0.3855442976864544,0.35709981990790557,0.4309079102791902,0.09874658707707418,0.08422164607617474,0.1505401996060421
13,0.09217510728100296,0.074069722720964,0.11841199670123453,0.39582469525039043,0.3167683147528709,0.4625872198720378,0.09181456929792198,0.07567725666193019,0.11817349310975844
14,0.08170826024201538,0.06721769417133942,0.11709459013134059,0.3866102780332519,0.3152478558853405,0.4873615297773624,0.0817470703337589,0.06960934949297451,0.1169199638298065
15,0.0712948194155004,0.06571594127365948,0.11003964667357301,0.3696430112765603,0.30717468987546837,0.4075186616110833,0.07137696416644998,0.0680762985733375,0.11091736807000957
16,0.059961535578261366,0.0557041442576056,0.10552905250642589,0.36151496616556067,0.30874529034782294,0.39367413685662983,0.05965344386776403,0.05673471736702114,0.10642247902940069
17,0.055593636363318474,0.04692339792692854,0.0926761665902047,0.3823098722958278,0.2931259261852477,0.40050541401049183,0.05706951815023743,0.049645792062249276,0.09298902634968176
18,0.05220005736712974,0.046185817937652855,0.08204053908449913,0.3925270228242529,0.2635938886928728,0.42965773314616185,0.054810415311434824,0.04938418019605567,0.08185523915934041
19,0.04234930994265423,0.03711164282931907,0.07339896848395071,0.3547271088308458,0.24692323151500753,0.38421333354178316,0.04421653693040768,0.03855888301647515,0.07426385828122023
20,0.04007138183913988,0.033382091790709494,0.060240264412872155,0.2913493029938339,0.24140572943297658,0.3401687174390201,0.04176192514731999,0.034376145357745184,0.057976081897959525
21,0.03653926360717906,0.028867330663539005,0.05263999395372966,0.26155909240953323,0.22355166726250478,0.2836861110664196,0.03778678202418612,0.03035919027875093,0.05095235050087846
22,0.03126023144586203,0.026162232109878295,0.041057985189357916,0.25868459288453766,0.23567752282458126,0.2787241368992899,0.030305357772178153,0.027306507169110237,0.0404974872231004
23,0.02623293979074283,0.02456400174451961,0.03453689784000123,0.27547700320404456,0.24935843790258008,0.28927620332808374,0.027297429683978934,0.024357380541263643,0.03220312900603699
