,california_housing | subsample | sketch_size = m/4 = 2 | residual_norms (median),california_housing | subsample | sketch_size = m/4 = 2 | residual_norms (1st quartile),california_housing | subsample | sketch_size = m/4 = 2 | residual_norms (3rd quartile),california_housing | gaussian | sketch_size = m/4 = 2 | residual_norms (median),california_housing | gaussian | sketch_size = m/4 = 2 | residual_norms (1st quartile),california_housing | gaussian | sketch_size = m/4 = 2 | residual_norms (3rd quartile),california_housing | count | sketch_size = m/4 = 2 | residual_norms (median),california_housing | count | sketch_size = m/4 = 2 | residual_norms (1st quartile),california_housing | count | sketch_size = m/4 = 2 | residual_norms (3rd quartile),california_housing | subcount | sketch_size = m/4 = 2 | residual_norms (median),california_housing | subcount | sketch_size = m/4 = 2 | residual_norms (1st quartile),california_housing | subcount | sketch_size = m/4 = 2 | residual_norms (3rd quartile),california_housing | hadamard | sketch_size = m/4 = 2 | residual_norms (median),california_housing | hadamard | sketch_size = m/4 = 2 | residual_norms (1st quartile),california_housing | hadamard | sketch_size = m/4 = 2 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.011431335534669903,0.004915183635807231,0.01417419141974987,0.01155308987080352,0.009507971727636465,0.027830049375374286,0.009767134918437689,0.009387734973560343,0.011096634934080175,0.010830935467594567,0.009852333802263422,0.012325179408644693,0.010779498008077263,0.010001247372218035,0.011341442458865895
2,0.011349119379152294,0.006925210384541776,0.015624377789374918,0.005501705427816587,0.004337757302098419,0.0069326930071664725,0.005271495569344176,0.004649204492115743,0.0055511555406582225,0.005480243603658518,0.004677040644463156,0.013009233218080406,0.005171061354089047,0.004659557952603939,0.0061226891606700135
3,0.025741278013738156,0.019284724920790544,0.09704406844946009,0.0031340922589291487,0.0012884370245224291,0.004942299940611556,0.0014791565829112077,0.0008596083519829724,0.0021818358789987098,0.001210459567226894,0.0011432823997374426,0.001728416334493117,0.0020002135969548977,0.0011824840912978587,0.0034924453543236887
4,0.007785354255211531,0.003988830693541738,0.053350938832544,0.0021809034385848395,0.0012219916717145392,0.003713301467414973,0.0015751911431532385,0.0012713457521596463,0.0018437954120170744,0.0012675446403279216,0.000992603147397982,0.0023690442712448944,0.0011564080457017577,0.0010705822935023416,0.002675338929653346
5,0.012576449350266049,0.003536301251782401,0.09246134690471168,0.0020959315014800147,0.0012027907312450585,0.0027378415475017856,0.0013177838046835172,0.00094167494703402,0.002442767901581213,0.0015251892485214984,0.0011489011232213356,0.003268863676586102,0.0012750813284322004,0.0008661655527328786,0.0021992784018074326
6,0.015678628905574792,0.011571053312960005,0.09521141319986348,0.002053690771251888,0.0011134051724912323,0.0030532497248914954,0.0011911626610209493,0.001068714101858293,0.0013025799577972706,0.0014213188689178296,0.0010542359880088797,0.001721499401169335,0.0013328360861519935,0.0009571629413259656,0.0017476200232600272
7,0.010543379096879845,0.005376603641076947,0.027796467234064096,0.002016542030305511,0.0014266400891338451,0.003772575409466022,0.0014174837056872714,0.0013440622020441538,0.002025257123087652,0.0019148898268312605,0.001195622557433436,0.0027906038114270766,0.0016977249444087208,0.0013937092442310012,0.0032477434618048773
8,0.015902319804421042,0.007671706204838041,0.048157040100731324,0.001948505902686842,0.0013028942690718854,0.0029018642767228726,0.0011106543720186689,0.0009461517669006414,0.002013866682565597,0.002511180175419318,0.0010948908555108044,0.010044013539646554,0.0012269940422819287,0.0010157852114791887,0.0023695355483356814
9,0.012176278714797803,0.0025267919714614057,0.0230484624710948,0.0014080890760398857,0.001071190412833744,0.0027629987958794153,0.00116289996673537,0.0008235140599160543,0.002507588202081179,0.0032492374635255377,0.0017787680042261676,0.006400412288572422,0.0013529458323428415,0.0010261099075734455,0.0017551778650241616
10,0.01894748293744719,0.0013384420531646808,0.05630641055628081,0.002207058565170072,0.0016456211342369819,0.0026146301643572355,0.0015017250006448433,0.0008870781906291411,0.002776291599416932,0.0025076262329975984,0.0015162630344806418,0.005368970214485537,0.0014682101777450727,0.001148275266224833,0.0020484126045543826
11,0.005647658661677379,0.0018627580856913038,0.05869617730863687,0.0022688407177687345,0.0012423908582487719,0.0026305890911937856,0.001510056192195366,0.0012054777785605241,0.0024397412573547916,0.0012037611984581616,0.00101767004237579,0.00259981860179348,0.0014419095396620751,0.0009259258663424821,0.0018745960348767344
12,0.010127874472833578,0.0036714395179000023,0.023401608473788346,0.001246560292709584,0.0009138495238506575,0.001928948271892102,0.0013043509623450404,0.0010290704366048516,0.0016688252133618376,0.0016912759167706935,0.0010779188477949724,0.002225198890716804,0.0018217228578942279,0.0011251289642520567,0.0024339387179213466
13,0.009072269961971495,0.0018226748841128288,0.029286198819008034,0.0015313687574636942,0.0009461824168510597,0.0019116246854384016,0.0011738786869093607,0.0009792884773223041,0.0022562206520917766,0.0012617323373500706,0.0009282266531909663,0.0035386704784196358,0.0011351010370091825,0.0009325288880377249,0.0013212245175657955
14,0.007573846074312492,0.0026156253952021287,0.019729753574526398,0.0020655770892734166,0.0013465365817462152,0.0037234790976747186,0.0011278878155897348,0.0009419208869184951,0.0017409745917970247,0.0013564277883526446,0.0010278400843902616,0.001503632866494313,0.0012294786671906452,0.0008268443143876253,0.0016384380966387592
15,0.00435984413638218,0.0018880270134862861,0.015658958963118093,0.0017414487230444286,0.0011716068837325977,0.003978191827206792,0.0008554570084166931,0.0007151810080116617,0.001536711287870317,0.0012000033985261963,0.0010746278113613786,0.0013981727228536457,0.0010746835126885337,0.0008286166020889922,0.0023010763189012257
16,0.005444571416481632,0.002346139324329982,0.008823965968021815,0.0028403712770773727,0.0018493177677100505,0.0038680364316715063,0.0012291297547335149,0.001033270322695508,0.0022211013041302176,0.0014450881635524556,0.0011193649628637318,0.013747405645179282,0.0010253891402651056,0.0009201850052088358,0.0013089326999576824
17,0.0038841775805578114,0.0010768667265445208,0.015344932558490385,0.0019514469424535491,0.0015429341958419186,0.0032158909303289106,0.0010709672861744326,0.0008749022018620015,0.0030139996578625906,0.0012611727534453457,0.0009761889361493733,0.0023260886342475156,0.0013321825007703814,0.0009571328668019863,0.002054523367103752
18,0.006326887941129328,0.0017097714931860832,0.01914434352981513,0.0013078917785696773,0.0008468188002448484,0.0017148100093508263,0.0009401144971725669,0.0007813725117289486,0.0013527754929506088,0.0011628383293159112,0.0009016246137124745,0.0013500518357322765,0.0014076427965242309,0.0009285549448997567,0.0019331393913893105
19,0.0032911849557802656,0.0008481595162287927,0.012391793043104924,0.001043577259425579,0.000783907482246226,0.0017008585175355233,0.0010176129246132265,0.0008328519534893681,0.0010787458263661399,0.0010762828736879384,0.0008288410443408887,0.0013775558907579183,0.0011724222917211644,0.0009543793678267842,0.0019365892611183156
20,0.0012485997912398063,0.00063015867379099,0.0044960843306795055,0.0022325741785117156,0.0012721336587873818,0.0027115133058361173,0.0011591696669092434,0.0009514349117766812,0.0016363136398976105,0.0012254938244164095,0.0009400980850257487,0.002044054545726265,0.0012232038096838035,0.0008276974934353673,0.0018635263310796965
21,0.00213289098363318,0.0010790235536369383,0.005915196053701006,0.0020731824828031575,0.0011393541447979982,0.0044177268668709425,0.0010340611034476118,0.0008472666904647279,0.0012237216087803324,0.000884134634398965,0.0006996874605938034,0.0018927175756742098,0.0009898378924887896,0.0007815625429141338,0.0014704922108009267
22,0.003142971091642235,0.001306500024146603,0.006280531915089484,0.001124124143243094,0.0007802220890402117,0.0013342226830596112,0.001110405741264985,0.0008683774777708215,0.001400834330325944,0.0013605377348127818,0.0008717858735006803,0.0026445205048351668,0.001156582350908245,0.0010238327228088485,0.0020581094455830503
23,0.001470517957988685,0.0009678172480908344,0.005283477657239988,0.0011042174195687623,0.0009089533534821973,0.002502416682947331,0.0009292970366496472,0.0008099673588796924,0.001281217257140334,0.0013302837932506646,0.0009501139197520778,0.0015978915417830398,0.0013373903497995844,0.0008372870718947327,0.0019421132963853218
24,0.0024480691567708938,0.0007213766494464477,0.007460474704992247,0.0013519452822276907,0.0010513054265539384,0.0018293978997945034,0.0011808115108823368,0.0007681443160232537,0.001868279333460357,0.0007933794491973531,0.0007150278498402241,0.0009068558946739282,0.0012765035682380747,0.0008876512168578107,0.0014063234960593571
