,boston | subsample | sketch_size = m/4 = 3 | residual_norms (median),boston | subsample | sketch_size = m/4 = 3 | residual_norms (1st quartile),boston | subsample | sketch_size = m/4 = 3 | residual_norms (3rd quartile),boston | gaussian | sketch_size = m/4 = 3 | residual_norms (median),boston | gaussian | sketch_size = m/4 = 3 | residual_norms (1st quartile),boston | gaussian | sketch_size = m/4 = 3 | residual_norms (3rd quartile),boston | count | sketch_size = m/4 = 3 | residual_norms (median),boston | count | sketch_size = m/4 = 3 | residual_norms (1st quartile),boston | count | sketch_size = m/4 = 3 | residual_norms (3rd quartile),boston | subcount | sketch_size = m/4 = 3 | residual_norms (median),boston | subcount | sketch_size = m/4 = 3 | residual_norms (1st quartile),boston | subcount | sketch_size = m/4 = 3 | residual_norms (3rd quartile),boston | hadamard | sketch_size = m/4 = 3 | residual_norms (median),boston | hadamard | sketch_size = m/4 = 3 | residual_norms (1st quartile),boston | hadamard | sketch_size = m/4 = 3 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.037462085243418694,0.01605945514449803,0.04807516964596094,0.010935652329817816,0.009681390746041576,0.013829754671110615,0.00976938988314303,0.009025116245756535,0.012703626558548464,0.01597805206292547,0.013796961305053031,0.06757940702364558,0.01588707974625084,0.009167067872028672,0.05250177904842128
2,0.041682466864212064,0.014021294214239853,0.049106293928275355,0.006263469662589683,0.005431285954501493,0.007711772740760311,0.007064664205874222,0.005236288248790683,0.007861560121997777,0.00813647686039167,0.005488279752879337,0.010952925912990776,0.008345193509697823,0.006900346076227829,0.010590778142108122
3,0.015066813801248385,0.010208933375662279,0.02520124396296346,0.005529202182763267,0.00408333715630944,0.008830074641490191,0.0036923660846010743,0.003161821930158706,0.006086636953854042,0.005924501227025503,0.003662810008961771,0.007878275819377568,0.005358571797243753,0.003718444039780961,0.007807031820866919
4,0.011582976041591565,0.004943264773837732,0.023630852547665206,0.00486087228548676,0.003827209893568765,0.006344829719760579,0.0032472518284120976,0.0028085628440959578,0.003749505295378358,0.008110415850764822,0.005771412297412286,0.010833144548460693,0.004527134323652027,0.003527202462648633,0.006068124756682535
5,0.009721706615761773,0.006113718601038359,0.02829263404991682,0.004155498842330086,0.0030759226148939977,0.00603062221651062,0.005948625365502402,0.002536618197003724,0.007872985034929161,0.010234651670440225,0.007822755056788687,0.017744870095213687,0.0036147255122184665,0.003381499793700365,0.00373485882049836
6,0.008804855272035896,0.006026054427661809,0.018898106216483294,0.004411666857148836,0.0037283133338643173,0.005523795766612109,0.0034602613307052853,0.002628144444004005,0.0046121412829280345,0.003065097114736017,0.0025000709920574796,0.004974481309959328,0.00344504724762451,0.0026677258036071428,0.0037853858091664635
7,0.011761558462848121,0.004633056614070267,0.016107673688709384,0.004038986432581652,0.0030878001802918595,0.005299500749888292,0.0028040005445309313,0.0025598287784528518,0.006274660628436345,0.0042320332256588124,0.002776260901483332,0.006198742471850993,0.003582697641145205,0.0028838082125627763,0.004245331675609988
8,0.011657886119020498,0.006383534072116638,0.025637744523205358,0.003690784276798858,0.0029211184724641224,0.005683387624100752,0.002835897067690909,0.0022972108368499305,0.003937219178577566,0.00790795732755726,0.0036818167214247213,0.012396796121048298,0.0032112675786605117,0.0029131950684608762,0.004202387159917849
9,0.0056088755754591735,0.003337413796807018,0.01898234544380806,0.0045237616446502215,0.0038058210747912275,0.0057660344147527345,0.0031570415166355084,0.0020419121493272124,0.005438839884273961,0.0065759860729202625,0.003009154786823484,0.013811477484896544,0.0026710267527147217,0.0023709671087971634,0.0034044871850048494
10,0.005368370953525959,0.0024666305989873285,0.008239175909594177,0.002816083014656568,0.002457494205834368,0.003480155727294724,0.002154973118731584,0.0016650781604162167,0.0030788610970618443,0.004728675440165723,0.0024309883201752156,0.011335556478723148,0.002457697606876354,0.0017296652255501658,0.0033767466788718775
11,0.004571320910487628,0.002249714641378668,0.007298955264718156,0.003374508649120628,0.002579585779764261,0.006025647598183367,0.0019404123666059538,0.001297102819108359,0.003464105468702668,0.0029875627540726915,0.002239446719104428,0.00388658266674422,0.0027614299450377747,0.0024402365998696537,0.003075025575288597
12,0.0038283722278292117,0.0019033410190787024,0.005504545323784888,0.003978528622494258,0.0026881628861306324,0.0076263733395581885,0.002645734752397667,0.0015249052574459123,0.003398629753138329,0.003328116529710914,0.002053406956531816,0.00802754424015092,0.002176631403656873,0.001657993454043721,0.002682012169825032
13,0.0056556664822806375,0.003742531648030371,0.010966110535727895,0.003396487647990982,0.0026673285758804215,0.0051563775655819035,0.0013761841962819897,0.0009177390130946177,0.002058644533863144,0.002249297116542989,0.0016448338956421634,0.0028890411500060095,0.0031653817147866614,0.001787281404312368,0.004248289767113972
14,0.005227700985726122,0.0032963356156268005,0.009128730560160251,0.0023244593358894726,0.001817035482521994,0.0033397558486473865,0.0019363496616535895,0.0014899780284646565,0.003040185088690843,0.0016106305242981041,0.0012257809037069286,0.0036750085603813347,0.002695114628394947,0.0026007428323520107,0.0036066736851274347
15,0.004213075994099516,0.003473832367433438,0.004955847243811585,0.0034318662609993194,0.002106924689812815,0.004601450596845596,0.0024658583230012616,0.0010260343435878972,0.005535253591959546,0.0014049397883412944,0.0011775898796723388,0.002082356057221787,0.0021199277757045685,0.0018150602810119254,0.0025136152116592607
16,0.004309488816395664,0.002378476165197962,0.004992170742501664,0.002565061086874424,0.0018472805793730237,0.003958954777513348,0.0018015743816372077,0.0009302141415612572,0.002615216327338175,0.0018589636092651853,0.0014593075038054717,0.0041126029565423956,0.002633229147659388,0.002120499003190034,0.003979555446730934
17,0.0032294847203228763,0.0028495940126304856,0.005539585061379243,0.0022005712489530744,0.0020707799421705343,0.0027214996975575196,0.0014173440451770679,0.0010472557896308175,0.002153106577524316,0.002270787051463447,0.001543006003404364,0.002499183947958699,0.002480890696453693,0.0016642994951899964,0.003842766118050703
18,0.004139284487912841,0.002629723627118421,0.007553039006475338,0.0021490371983017053,0.001792886920961211,0.003411604144263008,0.0009715005082037189,0.000684438024772655,0.0015668880309851793,0.0020653297680992707,0.0017174768346250773,0.0032543047621712076,0.003100640465962123,0.002128589778290968,0.004195970860480692
