,no_mom | subsample | sketch_size = 10% = 2064 | residual_norms (median),no_mom | subsample | sketch_size = 10% = 2064 | residual_norms (1st quartile),no_mom | subsample | sketch_size = 10% = 2064 | residual_norms (3rd quartile),no_mom | subsample | sketch_size = 50% = 10320 | residual_norms (median),no_mom | subsample | sketch_size = 50% = 10320 | residual_norms (1st quartile),no_mom | subsample | sketch_size = 50% = 10320 | residual_norms (3rd quartile),no_mom | subsample | sketch_size = 90% = 18576 | residual_norms (median),no_mom | subsample | sketch_size = 90% = 18576 | residual_norms (1st quartile),no_mom | subsample | sketch_size = 90% = 18576 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = 10% = 2064 | residual_norms (median),cst_mom | subsample | sketch_size = 10% = 2064 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = 10% = 2064 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = 50% = 10320 | residual_norms (median),cst_mom | subsample | sketch_size = 50% = 10320 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = 50% = 10320 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = 90% = 18576 | residual_norms (median),cst_mom | subsample | sketch_size = 90% = 18576 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = 90% = 18576 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = 10% = 2064 | residual_norms (median),inc_mom | subsample | sketch_size = 10% = 2064 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = 10% = 2064 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = 50% = 10320 | residual_norms (median),inc_mom | subsample | sketch_size = 50% = 10320 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = 50% = 10320 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = 90% = 18576 | residual_norms (median),inc_mom | subsample | sketch_size = 90% = 18576 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = 90% = 18576 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.9254503620706167,0.924567225599422,0.9260850272389429,0.6371093347872383,0.6359171132598923,0.6393045484509705,0.267457599032597,0.26560317435774095,0.26867655281645125,0.9254503620706167,0.924567225599422,0.9260850272389429,0.6371093347872383,0.6359171132598923,0.6393045484509705,0.267457599032597,0.26560317435774095,0.26867655281645125,0.9254503620706167,0.924567225599422,0.9260850272389429,0.6371093347872383,0.6359171132598923,0.6393045484509705,0.267457599032597,0.26560317435774095,0.26867655281645125
2,0.8611360952528844,0.8580732024872102,0.8627884754250921,0.4327178725030624,0.4311661945561392,0.43826396375922916,0.08348744532679757,0.08213562208359,0.08469804845889403,0.8716616124544495,0.86891713016561,0.873208818145425,0.5627192866191557,0.5623465879196772,0.5659459718515761,0.48544333348112245,0.4847716219499589,0.48578103152962315,0.8610774957819624,0.8580158579361211,0.8627287970159322,0.43266734784024596,0.431124398656757,0.43821112523133054,0.08362225086043007,0.08227854521267938,0.08482566442035323
3,0.8017554735985566,0.8007911618676518,0.8050737978467992,0.30004750562941196,0.2976915768234882,0.3015711424675281,0.027314930141792378,0.02486680766146352,0.02775615884454763,0.8425803491921655,0.8403022835464512,0.8439985400542249,0.5470078456615401,0.5452917888716627,0.548652690450012,0.3315776785051759,0.3311506514041055,0.33237719706110597,0.801641975830194,0.8006549061864978,0.804949387996326,0.30010333571427394,0.297743598541501,0.3016424903979657,0.02747141747457462,0.025039503615225094,0.027912576474157937
4,0.7503500132075244,0.7473191197311209,0.7545900874488449,0.213032906558474,0.20995347167441383,0.2168215461906712,0.005452751705058314,0.004300872889845771,0.008275852217189987,0.8288189775918152,0.8245865408069759,0.8299576055330764,0.46988653568313354,0.4664668460236939,0.47358979047860245,0.16403935858157484,0.16210703619987732,0.16490218526355271,0.7501789142587205,0.7471422082795887,0.7544486794323988,0.2131534884303422,0.21010005352874292,0.21696276359596037,0.005666965751210345,0.004560290749515867,0.008389783175407957
5,0.7031797836065442,0.7006061870961033,0.7056562565045206,0.15158273058871297,0.14976239483547454,0.1527620113005745,0.00032565786092141806,0.00010134372943082559,0.0007991251353647593,0.8158288563079701,0.8139691620120351,0.8168609480041068,0.4053882099481825,0.4045293842619023,0.4071271023262295,0.20058345957424722,0.20022196539356232,0.20090016610840578,0.7029983696071935,0.7004201019445735,0.705476065373875,0.15175378626111607,0.14994609092159458,0.1529510817080642,0.0007960640583870343,0.0006877749243870286,0.00106050462921178
6,0.661121402534183,0.6581922534249665,0.664050400593815,0.10779296983505537,0.1066752044906889,0.10835069117588542,9.962876943384758e-06,5.930303520004835e-07,7.99209724362707e-05,0.80466348502549,0.8041953656931087,0.8071966226507241,0.3633560190297107,0.36245999327163714,0.36418237023079914,0.11503476819720372,0.11429058988950609,0.11529458563012263,0.6609366758067365,0.6580118483734738,0.6638717638591543,0.10798881880782418,0.10691098005398708,0.10854528029626936,0.00031639506962708277,0.0002547169658150014,0.00035482646276809515
7,0.6219239200250086,0.6206720635166257,0.6260759352015913,0.07717802017376288,0.0730039434987281,0.08092882534486662,0.0,0.0,0.0,0.7960404226302016,0.7945922161058439,0.7966777195296153,0.3228193265977628,0.32197387386307746,0.3239069055278436,0.08422459474087032,0.0840891957961389,0.08484639752982447,0.6217581429314939,0.620592795526802,0.6259248659902468,0.07738012797779219,0.07324702638504713,0.08112262913950272,7.793280289880233e-05,4.970922257121724e-05,0.00016463004177946547
8,0.5875052025206345,0.5847171026077889,0.5885664718392862,0.05310324936459457,0.05138423688269008,0.05888925659940729,0.0,0.0,0.0,0.7873751061542728,0.7855941041391125,0.7896062492734055,0.2857383055314086,0.284343142359163,0.287255912381919,0.07732939565436886,0.0769586602483873,0.07772076397870897,0.5874664568207442,0.584665698323773,0.5884860685707849,0.05333563671704734,0.05160097511080432,0.059093232906655524,0.0,0.0,9.95518462880652e-06
9,0.5533818405523285,0.5528913761769144,0.5556773776437154,0.037834572747763584,0.0353552478930524,0.04370707502069693,0.0,0.0,0.0,0.7792681735456715,0.7778494166456502,0.7798668725305617,0.2536522844609206,0.25319301343423045,0.25521533702693455,0.043630200434282104,0.04349298879687008,0.04436208281064301,0.5534287244419516,0.5528994648618076,0.5556629570131849,0.038061246596989035,0.03555991706914297,0.04385534302767684,0.0,0.0,0.0
