,boston | direct | sketch_size = m/4 = 126 | residual_norms (median),boston | direct | sketch_size = m/4 = 126 | residual_norms (1st quartile),boston | direct | sketch_size = m/4 = 126 | residual_norms (3rd quartile),boston | cg | sketch_size = m/4 = 126 | residual_norms (median),boston | cg | sketch_size = m/4 = 126 | residual_norms (1st quartile),boston | cg | sketch_size = m/4 = 126 | residual_norms (3rd quartile),boston | subsample | sketch_size = m/4 = 126 | residual_norms (median),boston | subsample | sketch_size = m/4 = 126 | residual_norms (1st quartile),boston | subsample | sketch_size = m/4 = 126 | residual_norms (3rd quartile),boston | count | sketch_size = m/4 = 126 | residual_norms (median),boston | count | sketch_size = m/4 = 126 | residual_norms (1st quartile),boston | count | sketch_size = m/4 = 126 | residual_norms (3rd quartile)
20,,,,,,,0.053926830547272306,0.02199947928153111,0.07075041188355793,0.054216821424927536,0.05206641143715017,0.056060472745985225
21,,,,,,,0.03229353238878916,0.018854743216944882,0.06317556496504394,0.04750260502524012,0.04547740194889072,0.04858004394706501
22,,,,,,,0.03221587462173399,0.018768632005253225,0.043762525010021314,0.04098512808364349,0.04001629491447668,0.042297381726610545
23,,,,,,,0.03201414992820599,0.01753559172563751,0.04377476995777531,0.035691087398798504,0.034184984146196466,0.03667754439882162
24,,,,,,,0.008600660222845006,0.0062943063313479096,0.030989850446070777,0.031334885432761875,0.02999370961131169,0.03221915983740442
25,,,,,,,0.010622753273245016,0.0071948698473503735,0.030665733051351004,0.02726702523015139,0.02631998761751437,0.028678378483027518
26,,,,,,,0.008449316942058988,0.005768860215093104,0.011026406811885507,0.024204005851772244,0.02287922931792172,0.02499558793169332
27,,,,,,,0.00728980754987862,0.004362482450565647,0.01115190062215148,0.021003088967510783,0.01995038693378167,0.022224476508582447
28,,,,,,,0.003961943160341788,0.0033979551105479252,0.005170453285021421,0.018567006750679474,0.017419435728963414,0.01939836712267406
29,,,,,,,0.004424274677695719,0.0034200473914281736,0.007009275058961854,0.016134738714816913,0.015214651378732381,0.016590931303881253
30,,,,,,,0.0035250405645662103,0.0014133528104064137,0.007179934434014204,0.013839672960854348,0.013234602905858093,0.01444330562615316
31,,,,,,,0.0026087562441662986,0.0012810807809480284,0.005466395028729991,0.011958038587829838,0.011493235851150585,0.012896161808361423
32,,,,,,,0.0025479818637475027,0.0013110072917271898,0.005042468793034229,0.010667767932979046,0.009991968857951098,0.011516906651337814
33,,,,,,,0.0021049465047321674,0.0010259192116389838,0.0041540850807417215,0.009458751749738502,0.008979348880476443,0.010025816734918019
34,,,,,,,0.0011211297007533661,0.0009525243480545082,0.0032506904840653196,0.008354997645772848,0.007853069149212404,0.008906374984622427
35,,,,,,,0.0011002370245942077,0.0006789784044910589,0.0030939073872056264,0.007448102645076407,0.006899968311907966,0.007995153943548773
36,,,,,,,0.0010750995702604668,0.0006698864233844926,0.002526350986888074,0.006546661851619104,0.006143351842293942,0.007160910025168753
37,,,,,,,0.001001966821287796,0.00048175678670049957,0.0025019927248640813,0.005827661332168586,0.005327418238646183,0.006376061401255054
38,,,,,,,0.001056890814766773,0.0003691753532533916,0.0015718507462749876,0.005129483625437036,0.004743164783498745,0.005625311187840273
39,,,,,,,0.0006527157390048164,0.0002526169418455281,0.0018057250973125757,0.0046325056142726305,0.004208377925675871,0.004919886881794749
40,,,,,,,0.000426363556804419,0.0002998018714497102,0.0009523270456286869,0.004187790343046559,0.0038417215511875854,0.004476846177668952
41,,,,,,,0.00043914655708577477,0.00024349210580593397,0.0009914598093028085,0.0037855734399182377,0.003394154159709484,0.004116138990939386
42,,,,,,,0.000378549871770636,0.00018326729259845066,0.0010056089061577628,0.0034565380349463634,0.0030979765824158375,0.0037202378767522194
43,,,,,,,0.00038616269272072584,0.00017862970125098098,0.0008530248566182878,0.0031959077954358895,0.002794918639229751,0.003412323499781197
44,,,,,,,0.000387255175215337,0.00020325239149164424,0.000808398774595495,0.0028878499728429144,0.002519355865979136,0.0031319608250739263
45,,,,,,,0.0003847756472645427,0.00016449157701442404,0.0008220670751338306,0.002579944392826293,0.0023176573097106927,0.0029059253480016507
46,,,,,,,0.00038490375289073486,0.0001538049403478154,0.0005141844531124602,0.0023824477271369724,0.002143860747336777,0.002700309080362354
47,,,,,,,0.0002730784635240992,0.00015987414927133342,0.00048350591634799565,0.002252535872733454,0.0019927143805709346,0.0025299683740040895
48,,,,,,,0.00020157303117849493,7.722130525625076e-05,0.00034436301288810224,0.002074720477697313,0.0018337839297556295,0.0024099968750059234
49,,,,,,,0.00025808292349073205,3.428750933007855e-05,0.0003906769563664204,0.0019338467954421526,0.0017192622583349787,0.002307087746705094
50,,,,,,,0.00023068688389535507,4.2844188635536565e-05,0.0003125056523326199,0.0018093818299674959,0.0016650207648679113,0.0022272241070701217
51,,,,,,,0.0001897348163747033,2.213468436737888e-05,0.0002493397384774976,0.001744496548985753,0.0015838695852888132,0.0021676703510286233
52,,,,,,,0.00018719229030217776,0.0,0.00021976270906418383,0.0016792808244450582,0.0014885349516429954,0.0021155854566704086
53,,,,,,,0.0001818308522224548,0.0,0.00020321396271775523,0.001615630059822131,0.0014356775258484438,0.0020704383487532346
54,,,,,,,0.00011781197060167523,0.0,0.00018117298975203145,0.001556873496621813,0.0013595570486644904,0.002025590974754413
55,,,,,,,7.50023388065332e-05,0.0,0.00018084312451945622,0.0015163117146869804,0.0013090223427034535,0.0019956030460574897
56,,,,,,,7.06553417951643e-05,0.0,0.00018119389948070095,0.0014924842441926677,0.0012734154797624656,0.0019697200716718628
57,,,,,,,7.88966693135228e-05,0.0,0.0001920018553814591,0.0014562862739413132,0.0012427144567373114,0.0019563705736356917
58,,,,,,,7.500885340511193e-05,0.0,0.00019479373527466685,0.0014211188479049145,0.0012163137680199169,0.0019204564354364877
59,,,,,,,7.370330313298899e-05,0.0,0.00018159856589506938,0.0013998227098112603,0.0011968448128288742,0.0019151621730901965
60,,,,,,,5.5178821469036666e-05,0.0,0.00019295921437204416,0.0013936502951778424,0.0011787329726614482,0.0019195956234109004
61,,,,,,,6.522395834829952e-05,0.0,0.0002012394159089142,0.001383516197202068,0.0011303280366302322,0.0019025703400301778
62,,,,,,,6.804124686568385e-05,0.0,0.00018270126342552468,0.0013736137249985678,0.001109004708005523,0.0018846328777488012
63,,,,,,,6.772949920064512e-05,0.0,0.00014597626586552821,0.001362239618409469,0.0011111449591176552,0.001901461463871781
64,,,,,,,6.997175237479196e-05,0.0,0.00016681030026396336,0.0013022264219793693,0.0010911764037109823,0.0018925295245855694
65,,,,,,,7.0281248687702e-05,0.0,0.000174604210176462,0.0012999007272175142,0.0010585481946767995,0.0019355327509202856
66,,,,,,,6.98797307272932e-05,0.0,0.0001789906250485663,0.0013045000678618885,0.0010445791305812233,0.0019072630254614103
67,,,,,,,2.9365246195156117e-05,0.0,0.00017544921382475924,0.0012965255726102441,0.0010536663215591538,0.0019033983001565625
68,,,,,,,0.0,0.0,0.00017556414425656014,0.0012880519645967496,0.001052475554823157,0.0018967936000726018
69,,,,,,,0.0,0.0,0.00017558926557806494,0.001289018363548725,0.0010547760605184855,0.001856943689190945
70,,,,,,,0.0,0.0,0.00017561974897560662,0.0012987148984283075,0.00105812226832484,0.0018622787743581715
71,,,,,,,0.0,0.0,0.00017563035429687428,0.001301772668630999,0.0010366953919202948,0.0018423514279417318
72,,,,,,,0.0,0.0,0.00013855486203841053,0.001293225764500245,0.001036015201145987,0.0018074450203866676
73,,,,,,,0.0,0.0,0.00013222772719586473,0.0013027661457385422,0.0010431046564314454,0.0018228852199747136
74,,,,,,,0.0,0.0,0.0001155019446500338,0.0013051265376007588,0.0010404448352664655,0.0018406200530119044
75,,,,,,,0.0,0.0,5.5257489870680136e-05,0.0012961408039949577,0.001042182421155357,0.00183408725964883
76,,,,,,,0.0,0.0,0.0,0.0012981471324756554,0.0010426772370634911,0.0018099497183190535
77,,,,,,,0.0,0.0,0.0,0.0012984536468922713,0.0010394005759128185,0.0018083437652184641
78,,,,,,,0.0,0.0,0.0,0.0012975295204235963,0.0010168016049289896,0.0018025406200262498
79,,,,,,,0.0,0.0,0.0,0.0012840536554645295,0.0009877348732329403,0.001838041060697505
80,,,,,,,0.0,0.0,0.0,0.0012788867673226595,0.0009864792403345497,0.0018068461391289813
81,,,,,,,0.0,0.0,0.0,0.0012728850234749248,0.0010033855196536436,0.001814802627600131
82,,,,,,,0.0,0.0,0.0,0.0012517651840280482,0.0010190606490714117,0.0018444698253941363
83,,,,,,,0.0,0.0,0.0,0.0012553415996495684,0.0010230288260689622,0.0018565669956964043
84,,,,,,,0.0,0.0,0.0,0.001270527976622244,0.0010207102911240194,0.0018384009171072055
85,,,,,,,0.0,0.0,0.0,0.0012828501485574462,0.0010155870737096214,0.0017724604679000492
86,,,,,,,0.0,0.0,0.0,0.001296510885228445,0.0010056507234401314,0.001761348378312976
87,,,,,,,0.0,0.0,0.0,0.0013043934055607348,0.0010138184367919911,0.0017950050757174543
88,,,,,,,0.0,0.0,0.0,0.001294406639629693,0.0010119106140636712,0.0018130625620703211
89,,,,,,,0.0,0.0,0.0,0.001293961245755786,0.0010150819150581475,0.0018328508697825958
90,,,,,,,0.0,0.0,0.0,0.001270016203285028,0.0010081399897810955,0.0018212202839271664
91,,,,,,,0.0,0.0,0.0,0.001259202898710972,0.001014791031270801,0.0017890988386764554
92,,,,,,,0.0,0.0,0.0,0.0012600073163217384,0.001027961351621864,0.0017959881867311307
93,,,,,,,0.0,0.0,0.0,0.001264139447778223,0.001009647399170845,0.0017987896149713094
94,,,,,,,0.0,0.0,0.0,0.0012561787829467454,0.0010097666350016897,0.001768193384923197
95,,,,,,,0.0,0.0,0.0,0.0012473558272127088,0.0010198336638058954,0.0017854590437696356
96,,,,,,,0.0,0.0,0.0,0.0012434265138401934,0.0010213571183833499,0.0017910812966081809
97,,,,,,,0.0,0.0,0.0,0.0012422630591420042,0.0010133573857377452,0.0017961052028703274
98,,,,,,,0.0,0.0,0.0,0.0012632762076550575,0.0010192379014373413,0.0018200789333881252
99,,,,,,,0.0,0.0,0.0,0.00127151950320047,0.001020937869360998,0.0018129727738592947
100,,,,,,,0.0,0.0,0.0,0.001275389344803768,0.0009924386518384838,0.0018184564694244385
101,,,,,,,0.0,0.0,0.0,0.0012547541378458817,0.00099493800618712,0.001811427045461495
102,,,,,,,0.0,0.0,0.0,0.0012645636421093817,0.00100791049310763,0.0017950934348765434
103,,,,,,,0.0,0.0,0.0,0.0012811054452917263,0.0010121741445652422,0.0017906003073400478
104,,,,,,,0.0,0.0,0.0,0.0012814369124996886,0.0010104634571891432,0.0018012609771206115
105,,,,,,,0.0,0.0,0.0,0.0012658948545975087,0.001006017929130304,0.0018242183527150155
106,,,,,,,0.0,0.0,0.0,0.0012562928346623026,0.001011128821711506,0.0018304335695426678
107,,,,,,,0.0,0.0,0.0,0.0012802209405145205,0.0010075448926269597,0.0018293185820733918
108,,,,,,,0.0,0.0,0.0,0.001256567631477913,0.000995008491078417,0.0018509798401141993
109,,,,,,,0.0,0.0,0.0,0.0012486271061106168,0.0009745419026699921,0.0018764121573399744
110,,,,,,,0.0,0.0,0.0,0.001262847566368251,0.0009809879884713052,0.0018837276741788644
111,,,,,,,0.0,0.0,0.0,0.0012537538616178715,0.001001126933201908,0.0018559972528375372
112,,,,,,,0.0,0.0,0.0,0.0012653631603066159,0.0010099160012862858,0.0018395956352836654
113,,,,,,,0.0,0.0,0.0,0.0012539322386881263,0.0009995102684175366,0.0018348950880959494
114,,,,,,,0.0,0.0,0.0,0.0012464933745778741,0.001001208618795898,0.0018114519983517428
115,,,,,,,0.0,0.0,0.0,0.001258988373835825,0.0010004354910519082,0.0018321303624059646
116,,,,,,,0.0,0.0,0.0,0.0012436178432915584,0.0010073907613236974,0.001820719252562818
117,,,,,,,0.0,0.0,0.0,0.0012443313736680748,0.0009880908760684923,0.00183676373323433
118,,,,,,,0.0,0.0,0.0,0.0012513049561644761,0.0009899607457349948,0.0018133745188506237
119,,,,,,,,,,0.0012786460124182147,0.0009886498649148596,0.0017861506746781075
120,,,,,,,,,,0.0012833616241681844,0.0009717279632258996,0.0018074028837835624
121,,,,,,,,,,0.0012812602168390925,0.0009729529416002782,0.0018021119978315942
122,,,,,,,,,,0.001293722857619781,0.0009824913334320884,0.0017691742516352331
123,,,,,,,,,,0.0012899369471615508,0.0009759448283777517,0.0017717797009753268
124,,,,,,,,,,0.0012826355284845507,0.0009806947124913461,0.00175357528841893
125,,,,,,,,,,0.0012562474220638468,0.0009678075799857813,0.0017268164143146173
126,,,,,,,,,,0.0012653420857822667,0.0009752011098962413,0.0017472578727294448
127,,,,,,,,,,0.0012549519045361418,0.000991120612494296,0.0017844516960672605
128,,,,,,,,,,0.001263727811868507,0.000982448784009654,0.0017940570238361344
129,,,,,,,,,,0.0012733360752903156,0.0009786623502049054,0.0017707164863433474
130,,,,,,,,,,0.0012757246186881205,0.0009627250256231603,0.0017806579361285791
131,,,,,,,,,,0.0012903989707244955,0.0009849106882102194,0.0018067300159149337
132,,,,,,,,,,0.0013082813901465493,0.0010126035509411741,0.0018417643593737123
133,,,,,,,,,,0.0013103142761546499,0.0010048441659064964,0.0017989314339149534
134,,,,,,,,,,0.0013028674537255524,0.001005583534354383,0.001876769632908951
135,,,,,,,,,,0.0012743899923520579,0.0010001109215921145,0.0018998346592538125
136,,,,,,,,,,0.0012652399702363425,0.0009988723764692191,0.0019019857655988247
137,,,,,,,,,,0.0012669348815000773,0.0009973731443319012,0.0018575697239120066
138,,,,,,,,,,0.001276220040513654,0.0010054193943583698,0.00185566342543819
139,,,,,,,,,,0.0012664048284406833,0.0010107834966991895,0.001857583053317513
140,,,,,,,,,,0.001250549369367378,0.001005374874025071,0.0018405816084871587
141,,,,,,,,,,0.0012560511381556343,0.0010108784704160453,0.0018359869926479321
142,,,,,,,,,,0.001251311915808839,0.0010113109754143514,0.0018538601938946876
143,,,,,,,,,,0.0012479258377299917,0.0009853929845130744,0.0018559028198812401
144,,,,,,,,,,0.0012589227561879955,0.000990322665689518,0.0018205603063187292
145,,,,,,,,,,0.0012526081164551109,0.0009981143685087724,0.0018143916054371482
146,,,,,,,,,,0.0012391695146872646,0.0009962857791775905,0.0018243101996185543
147,,,,,,,,,,0.0012395667358875801,0.0009893780508489851,0.001786160325503148
148,,,,,,,,,,0.0012127587283164638,0.0009914056787511986,0.0017983273520346893
149,,,,,,,,,,0.0012179902076326138,0.00097880358748521,0.0017974681182203332
150,,,,,,,,,,0.0012082488113516155,0.0009886199093538128,0.0017828377078544463
151,,,,,,,,,,0.0012538483599157455,0.0009909776916339214,0.001808453860577731
152,,,,,,,,,,0.0012711647049824287,0.0010129361952327647,0.0018062779327546433
153,,,,,,,,,,0.0012725850799937693,0.0010143806955012647,0.0017958567048501084
154,,,,,,,,,,0.0012849781508470217,0.0010183939821177836,0.0018153866303818062
155,,,,,,,,,,0.0012837454235284543,0.0009843495605555003,0.0017917517606163083
156,,,,,,,,,,0.0012760921513488845,0.0009735906388794837,0.0017340675377587643
157,,,,,,,,,,0.0012468356113443397,0.0009606390154497707,0.0016931811569519633
158,,,,,,,,,,0.001245487199049054,0.0009581938073049414,0.0017107082805432952
159,,,,,,,,,,0.001273094370722596,0.0009770433880338506,0.0017253242233562392
160,,,,,,,,,,0.0012813682561627921,0.0009782712090743565,0.0017398918810017812
161,,,,,,,,,,0.0012804517347295241,0.0009610928062836206,0.0017354171778995147
162,,,,,,,,,,0.0012882947820147786,0.0009717429940484517,0.0017344480701362817
163,,,,,,,,,,0.0012632987572217887,0.0009654987903326297,0.0017526272499312002
164,,,,,,,,,,0.0012595078132014996,0.0009570203294596714,0.0017004659180626905
165,,,,,,,,,,0.0012350594143132065,0.0009798737362442644,0.001686878910764366
166,,,,,,,,,,0.0012365563260058033,0.0009923191163923296,0.0017104975946135234
167,,,,,,,,,,0.0012392798447285636,0.0009959440849386073,0.0017257515238434612
168,,,,,,,,,,0.0012108285265332891,0.0009955220240320832,0.0017661457652645676
169,,,,,,,,,,0.0011938431298685877,0.0009855325176156243,0.001775246736299779
170,,,,,,,,,,0.0012180579150409153,0.0009725458803876506,0.0017672351224078924
171,,,,,,,,,,0.0012645057766440511,0.0009887799252932027,0.001760123046686781
172,,,,,,,,,,0.0012827920904706887,0.001002775794847949,0.0017551158663598244
173,,,,,,,,,,0.0012973617289431265,0.001018837349047767,0.0017756738164719126
174,,,,,,,,,,0.0012772586773348888,0.0010079242512635693,0.0017647854250738824
175,,,,,,,,,,0.0012745240708425549,0.0009950721321627539,0.0017952111040370094
176,,,,,,,,,,0.0012850373968008766,0.0009966533355802293,0.0018289109400395722
177,,,,,,,,,,0.0012845462102556494,0.0010004704024663936,0.0017718792766550117
178,,,,,,,,,,0.0012811651070416805,0.0010092129742903823,0.0017792767813624036
179,,,,,,,,,,0.0012858688119958953,0.0010080137516959525,0.0017790047659590482
180,,,,,,,,,,0.0012892143402020665,0.0010168696902128072,0.001782273547400909
181,,,,,,,,,,0.0012843048507831835,0.0010048513842773933,0.0017856200312696803
182,,,,,,,,,,0.0012894864674354552,0.0010206186917154204,0.001770998303746272
183,,,,,,,,,,0.0013053336707506843,0.001049312064268186,0.0018011397627011366
184,,,,,,,,,,0.0013165802251267505,0.0010262558874255493,0.0018309970036744854
185,,,,,,,,,,0.0012894193249042612,0.0010146813995091236,0.0017884521145256052
186,,,,,,,,,,0.0013070384531323675,0.0010123954569837576,0.0016997835719052051
187,,,,,,,,,,0.0012840395338798534,0.0010124333252467719,0.001721179394645837
188,,,,,,,,,,0.0012965789220111552,0.001004447598672175,0.0017276054763459433
189,,,,,,,,,,0.0012967956680723135,0.0009934255595672279,0.0017944000413002762
190,,,,,,,,,,0.001294121063681351,0.0010118905309531804,0.0017910329760645338
191,,,,,,,,,,0.001290924662523335,0.0009868754364854393,0.0017984679179488237
192,,,,,,,,,,0.0012767053016846303,0.0009818796926702265,0.0017728518190744825
193,,,,,,,,,,0.0012516011747420643,0.000984345308325507,0.0017601452132833043
194,,,,,,,,,,0.0012740882577317605,0.0009726242906751969,0.0017638798996612386
195,,,,,,,,,,0.0012590901152704783,0.0009746954658599454,0.0017644610682565993
196,,,,,,,,,,0.0012450171161816643,0.0009785086142555738,0.0017445482189209697
197,,,,,,,,,,0.0012673656314827714,0.0009821018206123315,0.0017510881144305254
198,,,,,,,,,,0.001252025688806869,0.0009963561316304434,0.0017429105058310937
199,,,,,,,,,,0.0012419018387958864,0.0010251645531839872,0.0017511560248603605
200,,,,,,,,,,0.0012563639503777447,0.0010053785230154436,0.0017709505541379943
201,,,,,,,,,,0.0012641407747280998,0.0010130466243457338,0.0017410976535804294
202,,,,,,,,,,0.0012639949794623088,0.0010002206944122662,0.0017373932870903591
203,,,,,,,,,,0.0012578742357494612,0.0009780728174124675,0.0017157892327187385
204,,,,,,,,,,0.0012798686313914534,0.00098283835224648,0.0017286754214883239
205,,,,,,,,,,0.0012611782972154488,0.001002958776920837,0.0017242835015072058
206,,,,,,,,,,0.001258578123342445,0.0010035928182878038,0.0017522744151626977
207,,,,,,,,,,0.0012760792931444894,0.0010090213887776393,0.0017534352624007578
208,,,,,,,,,,0.0012723100130556642,0.001025182522181956,0.001746562713176831
209,,,,,,,,,,0.001282522253440663,0.0010063500839120488,0.001744328910840722
210,,,,,,,,,,0.0012802606618107066,0.0010092856735997209,0.0017425376297254371
211,,,,,,,,,,0.0012514680467033018,0.0009928736639038937,0.0017743726027367054
212,,,,,,,,,,0.0012375624978640774,0.0009861796136951132,0.0017914593086922415
213,,,,,,,,,,0.0012527320598369235,0.0009750545662209226,0.0018069904655251786
214,,,,,,,,,,0.0012610310586751818,0.000977297653731657,0.0017991427888041948
215,,,,,,,,,,0.0012503336324811067,0.0009820070400808625,0.001783417244409947
216,,,,,,,,,,0.0012403873106188873,0.000972646248170531,0.0017476296171815811
217,,,,,,,,,,0.0012270339551233287,0.0009759908772047178,0.0017238993796511773
218,,,,,,,,,,0.0012503518129981903,0.00098676570737765,0.001709937602078604
219,,,,,,,,,,0.0012185713359570602,0.0009967378808049372,0.0016772745928017765
220,,,,,,,,,,0.001221692636454399,0.000979999642141609,0.0016596264504501672
221,,,,,,,,,,0.0012148929407263325,0.0009608742368218822,0.0016455707925323005
222,,,,,,,,,,0.0012366207743918388,0.000954732044482637,0.001662377567648095
223,,,,,,,,,,0.0012339030450384295,0.0009695088593610483,0.0016422564447879451
224,,,,,,,,,,0.0012098869541077224,0.0009749685533718896,0.0016636680753964643
225,,,,,,,,,,0.0011779823514928177,0.000980921382564706,0.0016525881103602548
226,,,,,,,,,,0.0011880603736871172,0.0009829505378904835,0.0016486417656609528
227,,,,,,,,,,0.001173163430839693,0.0009823340410498014,0.0016468011823758564
228,,,,,,,,,,0.0011723731189088385,0.0009693451825090923,0.001650029279593966
229,,,,,,,,,,0.001176133258725372,0.000944833275248171,0.0016516182645798256
230,,,,,,,,,,0.0011763413705324615,0.0009492387205900287,0.001632868843466215
231,,,,,,,,,,0.0011414627981014857,0.0009507131943551801,0.0016841688143435778
232,,,,,,,,,,0.001150956826427645,0.0009436484902135465,0.0016617598679509796
233,,,,,,,,,,0.0011429274410796365,0.000935857877030378,0.0016401408805545587
234,,,,,,,,,,0.0011362218905870494,0.0009414671127244984,0.001611386897515001
235,,,,,,,,,,0.0011336418770171107,0.0009445614042963908,0.0016073561627310286
236,,,,,,,,,,0.0011350045552780876,0.0009255839733859856,0.001565829042940891
237,,,,,,,,,,0.0011499548911075167,0.0009190513631909432,0.0016164325235737804
238,,,,,,,,,,0.0011375014062812473,0.000912136991369665,0.0016153109410361164
239,,,,,,,,,,0.0011297991454657947,0.0009100562788511667,0.0016128463421828687
240,,,,,,,,,,0.001113973120482101,0.0009227459987905139,0.0016290388467991427
241,,,,,,,,,,0.001095837125133394,0.000914265625379585,0.001624592364603616
242,,,,,,,,,,0.001086031601513234,0.0009271673740560497,0.0016258502981779852
243,,,,,,,,,,0.001074803192654651,0.0009146063041577981,0.0015440352597658996
244,,,,,,,,,,0.0010907969976304789,0.0009193973513078886,0.0015254836236855591
245,,,,,,,,,,0.0010954407941020667,0.0009066028959065333,0.0015349369615906255
246,,,,,,,,,,0.0010808694452284408,0.0008911703717665951,0.0015587141589077109
247,,,,,,,,,,0.001080183949866152,0.0008918938883370089,0.0015590443669978111
248,,,,,,,,,,0.0010846846591297042,0.0008958194229137195,0.0015508529983233087
249,,,,,,,,,,0.0010737341750263745,0.0008825739754246149,0.0015243620172944138
250,,,,,,,,,,0.001064516137042153,0.0008663916274137352,0.0015245891718469876
251,,,,,,,,,,0.0010626286887549991,0.0008493658963717288,0.0015152826158630031
252,,,,,,,,,,0.0010447656353460059,0.0008709956084998432,0.0014660526967839862
253,,,,,,,,,,0.001039006450634766,0.0008695629290375415,0.001445990475351871
254,,,,,,,,,,0.0010428150169359343,0.0008523516796665584,0.0014607918530820754
255,,,,,,,,,,0.0010511744199201002,0.00085222062402139,0.001466452606749895
256,,,,,,,,,,0.0010363967551815642,0.000847736689881852,0.0014553533951835854
257,,,,,,,,,,0.0010145456926944146,0.0008514978460581699,0.0014269079325688805
258,,,,,,,,,,0.0010103294150637012,0.0008336909998196579,0.0014200258987336354
259,,,,,,,,,,0.001013964956118755,0.0008254268268661565,0.001438499375500296
260,,,,,,,,,,0.0009962030224021149,0.0008202953677992959,0.0014458428735812867
261,,,,,,,,,,0.0009936768682630563,0.0008047271357799423,0.0014354185199033829
262,,,,,,,,,,0.000994537045166546,0.0008121312495106088,0.0014098470574781638
263,,,,,,,,,,0.0010005617857876813,0.0008152808802548228,0.0014162979351231176
