,run_name,solver,sketch_size_formula,sketch_size,time (median),time (1st quartile),time (3rd quartile)
0,no_mom,subsample,10%,51,0.16415902052540332,0.129394060728373,0.22375442952034064
1,no_mom,subsample,50%,253,0.11293634149478748,0.09818848522263579,0.12520349404076114
2,no_mom,subsample,90%,455,0.10329155455110595,0.09044284949777648,0.10726892622187734
3,cst_mom,subsample,10%,51,0.8964039629790932,0.7453270965197589,1.1321561875229236
4,cst_mom,subsample,50%,253,0.4649811710114591,0.43997178724384867,0.503680558031192
5,cst_mom,subsample,90%,455,0.5399436049629003,0.5244413694890682,0.5715938714565709
6,inc_mom,subsample,10%,51,0.4066222365363501,0.3073861902812496,0.6876847482053563
7,inc_mom,subsample,50%,253,0.15919512492837384,0.14618013697327115,0.17939359822776169
8,inc_mom,subsample,90%,455,0.1393828805303201,0.13408171845367178,0.1488181036838796
