,no_mom | subsample | sketch_size = 10% = 51 | residual_norms (median),no_mom | subsample | sketch_size = 10% = 51 | residual_norms (1st quartile),no_mom | subsample | sketch_size = 10% = 51 | residual_norms (3rd quartile),no_mom | subsample | sketch_size = 50% = 253 | residual_norms (median),no_mom | subsample | sketch_size = 50% = 253 | residual_norms (1st quartile),no_mom | subsample | sketch_size = 50% = 253 | residual_norms (3rd quartile),no_mom | subsample | sketch_size = 90% = 455 | residual_norms (median),no_mom | subsample | sketch_size = 90% = 455 | residual_norms (1st quartile),no_mom | subsample | sketch_size = 90% = 455 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = 10% = 51 | residual_norms (median),cst_mom | subsample | sketch_size = 10% = 51 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = 10% = 51 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = 50% = 253 | residual_norms (median),cst_mom | subsample | sketch_size = 50% = 253 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = 50% = 253 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = 90% = 455 | residual_norms (median),cst_mom | subsample | sketch_size = 90% = 455 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = 90% = 455 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = 10% = 51 | residual_norms (median),inc_mom | subsample | sketch_size = 10% = 51 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = 10% = 51 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = 50% = 253 | residual_norms (median),inc_mom | subsample | sketch_size = 50% = 253 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = 50% = 253 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = 90% = 455 | residual_norms (median),inc_mom | subsample | sketch_size = 90% = 455 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = 90% = 455 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.946071357978327,0.9419276349231902,0.9509497062069929,0.6951405443590485,0.6847339446687003,0.7079825697408286,0.30403485759203813,0.29351698828694733,0.31924450713082997,0.946071357978327,0.9419276349231902,0.9509497062069928,0.6951405443590486,0.6847339446687003,0.7079825697408286,0.30403485759203813,0.29351698828694733,0.31924450713082997,0.946071357978327,0.9419276349231902,0.9509497062069929,0.6951405443590485,0.6847339446687003,0.7079825697408286,0.30403485759203813,0.29351698828694733,0.31924450713082997
2,0.8956490606689322,0.887789626730473,0.9026578512116146,0.4856013650467977,0.4723814620564724,0.502735328283902,0.08939996927340799,0.06988574935838728,0.1129252599069451,0.9097304631691565,0.902065218949861,0.915170108530212,0.6025280028551554,0.5945954549707793,0.6142418912933335,0.48422504160534396,0.48049222808755265,0.48888014470100394,0.8956487289227335,0.8877851162179963,0.9026553294435854,0.48561781793253256,0.4723881747932639,0.5027476633643461,0.08951418331700889,0.07006946508337711,0.11301947683138812
3,0.8490597105932158,0.8396743091451897,0.8555933865315333,0.3430980169742712,0.32547376350349533,0.35575630676317893,0.00030318161791290614,2.2979627940236365e-08,0.031137474224905336,0.8897126898011776,0.8835018397404473,0.895345581245327,0.5762989534915495,0.5681905504717986,0.5855913352380858,0.35076648147556827,0.3430151722534018,0.35513866926016735,0.8490615678228053,0.8396551999623183,0.855574268621162,0.34314304486738134,0.3254951321930139,0.35579993760059747,0.003497681879878073,0.003230180807095236,0.03129354288272699
4,0.8038030685928279,0.7894595199183442,0.8135353517644826,0.23540787923159862,0.22101959199448018,0.2562230967696938,4.764899732401852e-18,0.0,3.5158899319117364e-11,0.8782860130376079,0.8705203184472163,0.8845071512724907,0.5118661968872537,0.5023238499088345,0.52389834612157,0.17709515194771752,0.1668789208335737,0.18576457747340983,0.8038102832390438,0.7894455647276309,0.8135371264742216,0.23547444039774915,0.22112263414540864,0.2562827378253154,0.0016344070929680532,0.001453517173291912,0.0019579016644167046
5,0.7553602714456781,0.7472212515516385,0.7716748234129823,0.16951952936586867,0.15313902940085106,0.18737863448059816,0.0,0.0,0.0,0.867356213306772,0.8598088679028784,0.8750632557395008,0.45060439127649504,0.4367513883058788,0.463616368078008,0.20331718636919874,0.20002651046891504,0.20744206914200145,0.7553770757823106,0.747206629010012,0.7716746280101825,0.16967451898482622,0.15328956424644227,0.187507464374584,0.0006238214495536881,0.00022403812028382627,0.0009268862038750751
6,0.7160477830445481,0.7036256761908568,0.7309429995794662,0.11457736292200835,0.09761759593454986,0.1347650065988743,,,,0.8591740178514908,0.8524202945963885,0.8644078318364274,0.39500337830469334,0.38669394876716406,0.4083006833556353,0.1283984727133911,0.12330993288288308,0.1326695001595172,0.7160531957750929,0.703684012539459,0.730934837756517,0.11484392309642939,0.09789403989377107,0.1349740157355939,4.200029388404731e-05,3.5457430380729986e-05,5.7833294705185785e-05
7,0.6795574608108534,0.6647989450228928,0.6898243451926982,0.07959251595107589,0.05734794447318201,0.1030241318067073,,,,0.8508185691313531,0.8427270407222431,0.8567581458046016,0.3548196808559012,0.3458199699661757,0.363735214761953,0.0880709772164383,0.08392666005432049,0.09337231580796111,0.6796430397593842,0.6648551678931196,0.6899398699804249,0.07983246835654782,0.057652724397809434,0.10320097690251186,0.0,0.0,0.0
8,0.6417366198444954,0.6306254669265395,0.6535603022673467,0.05169548824106414,0.03662907145419573,0.07343488398394428,,,,0.8431433168139724,0.8371838969797155,0.8492014486877058,0.3170167414640364,0.30581149140853564,0.3253680066320584,0.0801248358552375,0.07849737250522024,0.08281358013139942,0.6418329171614339,0.6307220405475508,0.6536379294265916,0.051905691709162836,0.03690400478454243,0.07361156294378876,0.0,0.0,0.0
9,0.6078378992196871,0.5952996243768287,0.6184095595619524,0.03382046115276652,0.005785207656832769,0.051506958132227686,,,,0.834699745355354,0.8256689801185568,0.8435803380287265,0.2779009021410399,0.2675705177470781,0.2903177360480951,0.05066589796133301,0.04858611247220483,0.05254009930372536,0.6079914697365161,0.595441622409008,0.6186336872943409,0.03408485323068891,0.006970362085383729,0.05171136856979103,,,
