,run_name,solver,sketch_size_formula,sketch_size,time (median),time (1st quartile),time (3rd quartile)
0,no_mom,count,10%,4724,67.87248866748996,67.70582282496616,68.11482977555715
1,no_mom,count,50%,23618,100.78689725248842,99.39594272224349,104.31687415621127
2,no_mom,count,90%,42512,200.57428770052502,189.04289431500365,205.68355213775067
3,cst_mom,count,10%,4724,119.22101411549374,119.0320988187741,120.46619399677729
4,cst_mom,count,50%,23618,101.44676129403524,96.996465313714,103.52325138723245
5,cst_mom,count,90%,42512,200.47377198201139,195.06281606576522,208.455784670281
6,inc_mom,count,10%,4724,71.16436918999534,71.14309478044743,71.20600490743527
7,inc_mom,count,50%,23618,101.25384324544575,97.91720758896554,102.79946741546155
8,inc_mom,count,90%,42512,199.57303781056544,188.97299895371543,203.32745178125333
