,no_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (median),no_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (1st quartile),no_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (3rd quartile),no_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (median),no_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (1st quartile),no_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (3rd quartile),no_mom | count | sketch_size = m/4 = 11809 | residual_norms (median),no_mom | count | sketch_size = m/4 = 11809 | residual_norms (1st quartile),no_mom | count | sketch_size = m/4 = 11809 | residual_norms (3rd quartile),no_mom | count | sketch_size = m/2 = 23618 | residual_norms (median),no_mom | count | sketch_size = m/2 = 23618 | residual_norms (1st quartile),no_mom | count | sketch_size = m/2 = 23618 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (median),cst_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (median),cst_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m/4 = 11809 | residual_norms (median),cst_mom | count | sketch_size = m/4 = 11809 | residual_norms (1st quartile),cst_mom | count | sketch_size = m/4 = 11809 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m/2 = 23618 | residual_norms (median),cst_mom | count | sketch_size = m/2 = 23618 | residual_norms (1st quartile),cst_mom | count | sketch_size = m/2 = 23618 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (median),inc_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (median),inc_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m/4 = 11809 | residual_norms (median),inc_mom | count | sketch_size = m/4 = 11809 | residual_norms (1st quartile),inc_mom | count | sketch_size = m/4 = 11809 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m/2 = 23618 | residual_norms (median),inc_mom | count | sketch_size = m/2 = 23618 | residual_norms (1st quartile),inc_mom | count | sketch_size = m/2 = 23618 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.08178861759361827,0.08178861759361827,0.08178861759361827,0.0017638277004553107,0.0017638277004553107,0.0017638277004553107,0.0004895063857999647,0.0004895063857999647,0.0004895063857999647,0.00025581850625802606,0.00025581850625802606,0.00025581850625802606,0.08178861759361827,0.08178861759361827,0.08178861759361827,0.0017638277004553102,0.0017638277004553102,0.0017638277004553102,0.0004895063857999654,0.0004895063857999654,0.0004895063857999654,0.000255818506258027,0.000255818506258027,0.000255818506258027,0.08178861759361827,0.08178861759361827,0.08178861759361827,0.0017638277004553107,0.0017638277004553107,0.0017638277004553107,0.0004895063857999647,0.0004895063857999647,0.0004895063857999647,0.00025581850625802606,0.00025581850625802606,0.00025581850625802606
2,0.03856749954170422,0.03856749954170422,0.03856749954170422,0.000987480880749194,0.000987480880749194,0.000987480880749194,0.00023413127211820522,0.00023413127211820522,0.00023413127211820522,8.470205808372273e-05,8.470205808372273e-05,8.470205808372273e-05,0.4213832101356754,0.4213832101356754,0.4213832101356754,0.49998788931204524,0.49998788931204524,0.49998788931204524,0.49996018723332764,0.49996018723332764,0.49996018723332764,0.49999674760568263,0.49999674760568263,0.49999674760568263,0.034091564930774566,0.034091564930774566,0.034091564930774566,0.005043421662627283,0.005043421662627283,0.005043421662627283,0.004951289694423576,0.004951289694423576,0.004951289694423576,0.004950980975424966,0.004950980975424966,0.004950980975424966
3,0.03106881225714063,0.03106881225714063,0.03106881225714063,0.0006223925847222972,0.0006223925847222972,0.0006223925847222972,0.0001550264904218651,0.0001550264904218651,0.0001550264904218651,,,,0.2436693244688343,0.2436693244688343,0.2436693244688343,0.25002332784591985,0.25002332784591985,0.25002332784591985,0.25004028426118724,0.25004028426118724,0.25004028426118724,0.2500057978711456,0.2500057978711456,0.2500057978711456,0.030377657083268166,0.030377657083268166,0.030377657083268166,0.0006258456363972681,0.0006258456363972681,0.0006258456363972681,0.0001632977523225201,0.0001632977523225201,0.0001632977523225201,6.880792983241246e-05,6.880792983241246e-05,6.880792983241246e-05
4,0.02879534535581796,0.02879534535581796,0.02879534535581796,0.0004699679999849649,0.0004699679999849649,0.0004699679999849649,0.00011954119025129638,0.00011954119025129638,0.00011954119025129638,,,,0.09857111656143969,0.09857111656143969,0.09857111656143969,0.11500787712055502,0.11500787712055502,0.11500787712055502,0.12495809743966492,0.12495809743966492,0.12495809743966492,0.12499426412402195,0.12499426412402195,0.12499426412402195,0.028631479702603817,0.028631479702603817,0.028631479702603817,0.0005002413279116286,0.0005002413279116286,0.0005002413279116286,0.00014030905090253517,0.00014030905090253517,0.00014030905090253517,,,
5,0.003356400469783385,0.003356400469783385,0.003356400469783385,0.000294824407063189,0.000294824407063189,0.000294824407063189,9.598263847579718e-05,9.598263847579718e-05,9.598263847579718e-05,,,,0.17092840985106444,0.17092840985106444,0.17092840985106444,0.1825488872048485,0.1825488872048485,0.1825488872048485,0.18750356816131022,0.18750356816131022,0.18750356816131022,0.18750008773885585,0.18750008773885585,0.18750008773885585,0.003356360029139048,0.003356360029139048,0.003356360029139048,0.00029528018574496957,0.00029528018574496957,0.00029528018574496957,9.636644339678537e-05,9.636644339678537e-05,9.636644339678537e-05,,,
6,0.012510919293042714,0.012510919293042714,0.012510919293042714,0.000214300999527323,0.000214300999527323,0.000214300999527323,,,,,,,0.05072482137623591,0.05072482137623591,0.05072482137623591,0.03702310516604277,0.03702310516604277,0.03702310516604277,0.031278289385831055,0.031278289385831055,0.031278289385831055,0.03125420868047181,0.03125420868047181,0.03125420868047181,0.011781868585688707,0.011781868585688707,0.011781868585688707,0.00021284494447390434,0.00021284494447390434,0.00021284494447390434,,,,,,
7,0.015090001608394858,0.015090001608394858,0.015090001608394858,0.00016444454318403242,0.00016444454318403242,0.00016444454318403242,,,,,,,0.05044230207208575,0.05044230207208575,0.05044230207208575,0.07277796192331304,0.07277796192331304,0.07277796192331304,0.07811413139232685,0.07811413139232685,0.07811413139232685,0.07812245288630007,0.07812245288630007,0.07812245288630007,0.015106645686096605,0.015106645686096605,0.015106645686096605,0.00016378604207951025,0.00016378604207951025,0.00016378604207951025,,,,,,
8,0.01436751851086088,0.01436751851086088,0.01436751851086088,0.00012669517822937247,0.00012669517822937247,0.00012669517822937247,,,,,,,0.044529711226599294,0.044529711226599294,0.044529711226599294,0.05489359650091379,0.05489359650091379,0.05489359650091379,0.05469622187499486,0.05469622187499486,0.05469622187499486,0.0546884725051598,0.0546884725051598,0.0546884725051598,0.014281838564021758,0.014281838564021758,0.014281838564021758,0.0001258198082188309,0.0001258198082188309,0.0001258198082188309,,,,,,
9,0.015083336239262446,0.015083336239262446,0.015083336239262446,9.247868147952036e-05,9.247868147952036e-05,9.247868147952036e-05,,,,,,,0.009932012208374214,0.009932012208374214,0.009932012208374214,0.00897527956557629,0.00897527956557629,0.00897527956557629,0.011710805608001376,0.011710805608001376,0.011710805608001376,0.011716942402705283,0.011716942402705283,0.011716942402705283,0.014821996027816283,0.014821996027816283,0.014821996027816283,9.142235240876221e-05,9.142235240876221e-05,9.142235240876221e-05,,,,,,
