,no_mom | subsample | sketch_size = 10% = 4724 | residual_norms (median),no_mom | subsample | sketch_size = 10% = 4724 | residual_norms (1st quartile),no_mom | subsample | sketch_size = 10% = 4724 | residual_norms (3rd quartile),no_mom | subsample | sketch_size = 50% = 23618 | residual_norms (median),no_mom | subsample | sketch_size = 50% = 23618 | residual_norms (1st quartile),no_mom | subsample | sketch_size = 50% = 23618 | residual_norms (3rd quartile),no_mom | subsample | sketch_size = 90% = 42512 | residual_norms (median),no_mom | subsample | sketch_size = 90% = 42512 | residual_norms (1st quartile),no_mom | subsample | sketch_size = 90% = 42512 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = 10% = 4724 | residual_norms (median),cst_mom | subsample | sketch_size = 10% = 4724 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = 10% = 4724 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = 50% = 23618 | residual_norms (median),cst_mom | subsample | sketch_size = 50% = 23618 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = 50% = 23618 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = 90% = 42512 | residual_norms (median),cst_mom | subsample | sketch_size = 90% = 42512 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = 90% = 42512 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = 10% = 4724 | residual_norms (median),inc_mom | subsample | sketch_size = 10% = 4724 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = 10% = 4724 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = 50% = 23618 | residual_norms (median),inc_mom | subsample | sketch_size = 50% = 23618 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = 50% = 23618 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = 90% = 42512 | residual_norms (median),inc_mom | subsample | sketch_size = 90% = 42512 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = 90% = 42512 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.16239566609152173,0.1544440144105861,0.17525898033538612,0.02170030066928696,0.0018805954127170026,0.04250514860965884,0.0004598335971051351,0.000423486052653537,0.0005444710365103526,0.16239566609152173,0.1544440144105861,0.17525898033538612,0.021700300669286958,0.0018805954127170024,0.04250514860965884,0.0004598335971051357,0.0004234860526535376,0.0005444710365103519,0.16239566609152173,0.1544440144105861,0.17525898033538612,0.02170030066928696,0.0018805954127170026,0.04250514860965884,0.0004598335971051351,0.000423486052653537,0.0005444710365103526
2,0.06511409897970624,0.061328050041506404,0.06715424762046808,0.0015214298369586885,0.0010670879456053436,0.018341403042661297,0.0,0.0,0.0,0.35597142136002113,0.34655147447578327,0.35970333704565377,0.4897853279483611,0.4615567745445286,0.5000249349739985,0.0,0.0,0.0,0.06100314552263296,0.057301479194495825,0.06305773274019563,0.005347960784440553,0.005108412951196907,0.01574059709047972,0.0,0.0,0.0
3,0.048006175113446056,0.04495496417509614,0.053156756155194204,0.0010988763041153114,0.000622810303660909,0.0017962477187113118,0.0,0.0,0.0,0.26225873491421514,0.2540439775091955,0.26660576604277375,0.25017952474874106,0.24922204882331123,0.26242071801658773,0.0,0.0,0.0,0.04654195772602695,0.04342217394354789,0.0515964782592393,0.0011749192753072934,0.0007507631524624283,0.0018286892447636383,0.0,0.0,0.0
4,0.03598030603152809,0.006652611119333794,0.0391562927431596,0.00048304196874741017,0.0,0.006027629093463115,,,,0.042354160911056475,0.03983814228986827,0.04914016858585798,0.1097609003302071,0.10202131426310165,0.12146993195261913,0.0,0.0,0.0,0.03559051007800901,0.006661661836728675,0.03859027910890382,0.0004860784841117442,0.0,0.006023582100701098,,,
5,0.030435660841820297,0.01768760592516275,0.032931410699682195,0.0,0.0,0.005859338685374595,,,,0.17112146604852296,0.1683447875325968,0.18071203725582885,0.18514830844510682,0.17879295338787532,0.18873574898534906,0.0,0.0,0.0,0.03006843108842703,0.016692948581385186,0.03258884794847322,0.0,0.0,0.0057527113865849635,,,
6,0.03006333564136686,0.01698779160063189,0.03196784418960962,0.0,0.0,0.0005827918197380651,,,,0.09941873951917754,0.09218593388904264,0.1029526943970093,0.03896239248118939,0.036684966547204316,0.04033652227899326,0.0,0.0,0.0,0.029696214150176342,0.016869909435537567,0.03158462396212172,0.0,0.0,0.0005802662866736302,,,
7,0.02754314141188711,0.016279198493129653,0.02903272147946742,0.0,0.0,0.0,,,,0.012463146171336589,0.01178295469256303,0.015275811972716297,0.06996996203679454,0.06901070578952709,0.0725244717034497,0.0,0.0,0.0,0.027188845531099667,0.016129332844803727,0.028917245696246957,0.0,0.0,0.0,,,
8,0.02715745366784888,0.01689101481033565,0.029427128809302396,0.0,0.0,0.0,,,,0.03715945772009342,0.03070142590016159,0.04722615334039373,0.056761158285903966,0.053594180322252036,0.05887708148520002,0.0,0.0,0.0,0.02686411138370772,0.016689138819292612,0.029228933230713947,0.0,0.0,0.0,,,
9,0.019932025288429037,0.012221359189165141,0.02701530492016832,0.0,0.0,0.0,,,,0.013464780205673849,0.010008828166464038,0.015604668065375554,0.006853521738108766,0.006237246695547531,0.008609485894159528,0.0,0.0,0.0,0.019663699416031438,0.011812413207761108,0.026786576150774993,0.0,0.0,0.0,,,
