,run_name,solver,sketch_size_formula,sketch_size,time (median),time (1st quartile),time (3rd quartile)
0,rcv1,direct,m^(2/3),1307,159.2788593879668,158.5023041589884,161.12779826205224
1,rcv1,cg,m^(2/3),1307,61.908728214970324,61.90728140901774,61.93984655599343
2,rcv1,subsample,m^(2/3),1307,475.5121483610128,428.0575823780382,486.1077268709778
3,rcv1,count,m^(2/3),1307,69.43850545602618,69.25338277203264,69.6044345459668
