,rcv1 | direct | sketch_size = m^(2/3) = 1307 | residual_norms (median),rcv1 | direct | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),rcv1 | direct | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),rcv1 | cg | sketch_size = m^(2/3) = 1307 | residual_norms (median),rcv1 | cg | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),rcv1 | cg | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),rcv1 | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (median),rcv1 | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),rcv1 | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),rcv1 | count | sketch_size = m^(2/3) = 1307 | residual_norms (median),rcv1 | count | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),rcv1 | count | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile)
0,2.674508882779634e-16,2.674508882779634e-16,2.674508882779634e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,,,,0.02350006936032603,0.02350006936032603,0.02350006936032603,0.3867654733377513,0.35963648425151595,0.38820893820891833,0.003322485589371873,0.003301236746070544,0.0033879159516748995
2,,,,0.011336401606704617,0.011336401606704617,0.011336401606704617,0.16338925713793057,0.1578197461154955,0.1776407738062899,0.0051666819833723525,0.0051537593059279635,0.005189863153519012
3,,,,0.0039628314653972286,0.0039628314653972286,0.0039628314653972286,0.1014805379917171,0.09982621703771795,0.10948749976578931,0.001237075950814639,0.001230175836368342,0.0012445796647051796
4,,,,0.0035875566837629195,0.0035875566837629195,0.0035875566837629195,0.07372220006236298,0.06500452959034492,0.08720303927004633,0.0010599043582021816,0.0010586188802987554,0.0010641257596863303
5,,,,0.002475116870224164,0.002475116870224164,0.002475116870224164,0.06597728329311063,0.0607087184500121,0.0731756293110738,0.0009337805898235475,0.0009296327586222236,0.0009383247399392642
6,,,,0.002068900816918298,0.002068900816918298,0.002068900816918298,0.058196851657860045,0.049118858687406994,0.06815921920496977,,,
7,,,,0.020419261442744443,0.020419261442744443,0.020419261442744443,0.05322142203554706,0.04299939314137779,0.0558698318304771,,,
8,,,,0.001460434432921895,0.001460434432921895,0.001460434432921895,0.05291066160850252,0.03964064672440914,0.05731006079499331,,,
9,,,,0.0013147221215370276,0.0013147221215370276,0.0013147221215370276,0.052416205896164796,0.04145890390250907,0.05420649733256608,,,
10,,,,0.0011215285284613043,0.0011215285284613043,0.0011215285284613043,0.049217501647678,0.04868422955453387,0.052469717467476654,,,
11,,,,0.0010129372710675748,0.0010129372710675748,0.0010129372710675748,0.04637522854656655,0.04593896137095866,0.05452227766533856,,,
12,,,,0.000833701427481124,0.000833701427481124,0.000833701427481124,0.04350108865517311,0.03794119007224689,0.04391083869190236,,,
13,,,,,,,0.04004180587632714,0.03291598857965297,0.04294472106284967,,,
14,,,,,,,0.03845448538491056,0.031778805965948474,0.04069576341097396,,,
15,,,,,,,0.04226674777825393,0.03646129636370501,0.047128483273069434,,,
16,,,,,,,0.03906346358657527,0.036658872553828624,0.043477026952697624,,,
17,,,,,,,0.039252061053489815,0.037034325785893454,0.04008418416032835,,,
18,,,,,,,0.03556350524727886,0.03090051604498141,0.0411625999465117,,,
19,,,,,,,0.03226785379304645,0.028257774286655768,0.03567259250487692,,,
20,,,,,,,0.02912295603176638,0.028808518897872892,0.03185272014570651,,,
21,,,,,,,0.03577872136907896,0.02663312381079019,0.03910508208186273,,,
22,,,,,,,0.03558596923659465,0.029569039428543477,0.03640366332383169,,,
23,,,,,,,0.034035720249692356,0.028951970235782408,0.03447720245078495,,,
24,,,,,,,0.028858397384654785,0.027802633217471562,0.03412171249864101,,,
25,,,,,,,0.03400058419864632,0.0333692348975977,0.03486669755976549,,,
26,,,,,,,0.032858012384447556,0.031146348487636828,0.033367641811300634,,,
27,,,,,,,0.03136354202568554,0.03001423784017492,0.032394980099334836,,,
28,,,,,,,0.02795754480711414,0.02645315132961709,0.032582148776842824,,,
29,,,,,,,0.0284294700505982,0.028338689593596582,0.035285189951263514,,,
30,,,,,,,0.028332044163598233,0.026992110295256923,0.030241846617054046,,,
31,,,,,,,0.027037596890802474,0.02604843275595683,0.027074933585343023,,,
32,,,,,,,0.028094066851874707,0.027042839846760564,0.02886661588143926,,,
33,,,,,,,0.027070886015633663,0.02615837611452465,0.03085272891249624,,,
34,,,,,,,0.029568996018526264,0.025787016686256974,0.03023519068426999,,,
35,,,,,,,0.028605445145800153,0.027603586032704804,0.030227466091001784,,,
36,,,,,,,0.027920473424004572,0.02683440287535564,0.028188199923421624,,,
37,,,,,,,0.027563986411895877,0.027334271355824103,0.028389141269881735,,,
38,,,,,,,0.030955405040295335,0.02704275174398153,0.038042288335970745,,,
39,,,,,,,0.026214121780260922,0.019962934413549883,0.03454009605727453,,,
40,,,,,,,0.02705529229162028,0.018971049053607584,0.02811345468759681,,,
41,,,,,,,0.024303803725392023,0.018139942360758114,0.025616749861312627,,,
42,,,,,,,0.02542368682511597,0.022689833546142592,0.0265433773425467,,,
43,,,,,,,0.024724086050412503,0.02308530238899887,0.026821478204127273,,,
44,,,,,,,0.027291331518803842,0.024372779086166665,0.02805775551654743,,,
45,,,,,,,0.02736469264133079,0.024459862438229067,0.027514685979171248,,,
46,,,,,,,0.025559950276312606,0.025038361641133645,0.02619993068511835,,,
47,,,,,,,0.024121724516655764,0.0236006613149508,0.025784213661149354,,,
48,,,,,,,0.02392626700592317,0.022080864430957085,0.024599841874678178,,,
49,,,,,,,0.020554710246528194,0.018036358796001753,0.024670326531489446,,,
50,,,,,,,0.022486374094164114,0.019931452053156783,0.025961657337406654,,,
51,,,,,,,0.02059005619714771,0.020386312106014017,0.025088705049828835,,,
52,,,,,,,0.023023177837823545,0.022727229368161118,0.027214414645716993,,,
53,,,,,,,0.022365381345629664,0.019859963002349667,0.024658816540483776,,,
54,,,,,,,0.02163455731219597,0.01972422124429193,0.022869489381140373,,,
55,,,,,,,0.02399930789358728,0.023618517506902057,0.0243527448121409,,,
56,,,,,,,0.025365424071065637,0.023820705626200554,0.02545246068559779,,,
57,,,,,,,0.023928822117781738,0.023237193460449813,0.026725573221164197,,,
58,,,,,,,0.021294328976001992,0.021110637333024724,0.02389063320829591,,,
59,,,,,,,0.021125186182284376,0.018753906631212257,0.022743762637443283,,,
60,,,,,,,0.020430553389251913,0.018564219411418136,0.021967291773294872,,,
