,california_housing | direct | sketch_size = m/4 = 5160 | residual_norms (median),california_housing | direct | sketch_size = m/4 = 5160 | residual_norms (1st quartile),california_housing | direct | sketch_size = m/4 = 5160 | residual_norms (3rd quartile),california_housing | cg | sketch_size = m/4 = 5160 | residual_norms (median),california_housing | cg | sketch_size = m/4 = 5160 | residual_norms (1st quartile),california_housing | cg | sketch_size = m/4 = 5160 | residual_norms (3rd quartile),california_housing | subsample | sketch_size = m/4 = 5160 | residual_norms (median),california_housing | subsample | sketch_size = m/4 = 5160 | residual_norms (1st quartile),california_housing | subsample | sketch_size = m/4 = 5160 | residual_norms (3rd quartile),california_housing | count | sketch_size = m/4 = 5160 | residual_norms (median),california_housing | count | sketch_size = m/4 = 5160 | residual_norms (1st quartile),california_housing | count | sketch_size = m/4 = 5160 | residual_norms (3rd quartile)
0,3.490994892463635e-16,3.490994892463635e-16,3.490994892463635e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,,,,0.6357439604250492,0.6357439604250492,0.6357439604250492,0.8202637079162958,0.8202637079162958,0.8202637079162958,0.8027927259201263,0.8027927259201263,0.8027927259201263
2,,,,0.2849688153508205,0.2849688153508205,0.2849688153508205,0.685058919732742,0.685058919732742,0.685058919732742,0.6716384206572804,0.6716384206572804,0.6716384206572804
3,,,,0.12124374943683738,0.12124374943683738,0.12124374943683738,0.5767311624362043,0.5767311624362043,0.5767311624362043,0.5708042783726025,0.5708042783726025,0.5708042783726025
4,,,,0.054918048295967935,0.054918048295967935,0.054918048295967935,0.4931502864813044,0.4931502864813044,0.4931502864813044,0.49022779162934094,0.49022779162934094,0.49022779162934094
5,,,,0.029486946909511664,0.029486946909511664,0.029486946909511664,0.4193337557419222,0.4193337557419222,0.4193337557419222,0.4208586350032953,0.4208586350032953,0.4208586350032953
6,,,,0.01967411542472507,0.01967411542472507,0.01967411542472507,0.36518210680060315,0.36518210680060315,0.36518210680060315,0.3645309425058893,0.3645309425058893,0.3645309425058893
7,,,,0.016205671113023866,0.016205671113023866,0.016205671113023866,0.31430723065853433,0.31430723065853433,0.31430723065853433,0.3152821066649972,0.3152821066649972,0.3152821066649972
8,,,,0.01327765445216904,0.01327765445216904,0.01327765445216904,0.27195096828574905,0.27195096828574905,0.27195096828574905,0.27341827951867315,0.27341827951867315,0.27341827951867315
9,,,,0.00984242945134083,0.00984242945134083,0.00984242945134083,0.2322055893118029,0.2322055893118029,0.2322055893118029,0.2352951262189308,0.2352951262189308,0.2352951262189308
10,,,,0.007561593406706659,0.007561593406706659,0.007561593406706659,0.20002170945671385,0.20002170945671385,0.20002170945671385,0.20450029696032124,0.20450029696032124,0.20450029696032124
11,,,,0.006677666914752103,0.006677666914752103,0.006677666914752103,0.17469511920201566,0.17469511920201566,0.17469511920201566,0.177755252764239,0.177755252764239,0.177755252764239
12,,,,0.005833065969763327,0.005833065969763327,0.005833065969763327,0.1506157219389901,0.1506157219389901,0.1506157219389901,0.15468727158842344,0.15468727158842344,0.15468727158842344
13,,,,0.004628708629109862,0.004628708629109862,0.004628708629109862,0.12630542049694313,0.12630542049694313,0.12630542049694313,0.1335161497062069,0.1335161497062069,0.1335161497062069
14,,,,0.0038234883403771135,0.0038234883403771135,0.0038234883403771135,0.11323171807620504,0.11323171807620504,0.11323171807620504,0.11664565463106326,0.11664565463106326,0.11664565463106326
15,,,,0.0035930881625876442,0.0035930881625876442,0.0035930881625876442,0.09386412592365043,0.09386412592365043,0.09386412592365043,0.1013784670951788,0.1013784670951788,0.1013784670951788
16,,,,0.003350093056604637,0.003350093056604637,0.003350093056604637,0.07753556309281254,0.07753556309281254,0.07753556309281254,0.08828267611396859,0.08828267611396859,0.08828267611396859
17,,,,0.002983956497906639,0.002983956497906639,0.002983956497906639,0.06749073345148818,0.06749073345148818,0.06749073345148818,0.07696079148710222,0.07696079148710222,0.07696079148710222
18,,,,0.0025735107723010367,0.0025735107723010367,0.0025735107723010367,0.06074005245106126,0.06074005245106126,0.06074005245106126,0.06723600781924136,0.06723600781924136,0.06723600781924136
19,,,,0.002321747645665499,0.002321747645665499,0.002321747645665499,0.05551976670239478,0.05551976670239478,0.05551976670239478,0.05852719559908503,0.05852719559908503,0.05852719559908503
20,,,,0.0021954278063265826,0.0021954278063265826,0.0021954278063265826,0.047274723873252926,0.047274723873252926,0.047274723873252926,0.051447047599157365,0.051447047599157365,0.051447047599157365
21,,,,0.002067528428635331,0.002067528428635331,0.002067528428635331,0.041474570204899676,0.041474570204899676,0.041474570204899676,0.04513883240017477,0.04513883240017477,0.04513883240017477
22,,,,0.001996638296786362,0.001996638296786362,0.001996638296786362,0.03861736590790509,0.03861736590790509,0.03861736590790509,0.03966116822085599,0.03966116822085599,0.03966116822085599
23,,,,0.002010192338307704,0.002010192338307704,0.002010192338307704,0.030029613489177823,0.030029613489177823,0.030029613489177823,0.03484017296293283,0.03484017296293283,0.03484017296293283
24,,,,0.0020273984490723177,0.0020273984490723177,0.0020273984490723177,0.02763992698709669,0.02763992698709669,0.02763992698709669,0.030840791270687517,0.030840791270687517,0.030840791270687517
