,boston | subsample | sketch_size = m/4 = 126 | residual_norms (median),boston | subsample | sketch_size = m/4 = 126 | residual_norms (1st quartile),boston | subsample | sketch_size = m/4 = 126 | residual_norms (3rd quartile),boston | gaussian | sketch_size = m/4 = 126 | residual_norms (median),boston | gaussian | sketch_size = m/4 = 126 | residual_norms (1st quartile),boston | gaussian | sketch_size = m/4 = 126 | residual_norms (3rd quartile),boston | count | sketch_size = m/4 = 126 | residual_norms (median),boston | count | sketch_size = m/4 = 126 | residual_norms (1st quartile),boston | count | sketch_size = m/4 = 126 | residual_norms (3rd quartile),boston | subcount | sketch_size = m/4 = 126 | residual_norms (median),boston | subcount | sketch_size = m/4 = 126 | residual_norms (1st quartile),boston | subcount | sketch_size = m/4 = 126 | residual_norms (3rd quartile),boston | hadamard | sketch_size = m/4 = 126 | residual_norms (median),boston | hadamard | sketch_size = m/4 = 126 | residual_norms (1st quartile),boston | hadamard | sketch_size = m/4 = 126 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.8616321558006892,0.846117232414625,0.8653781679237037,0.8605889131340421,0.8439128922588817,0.8698749961818748,0.8601232497275926,0.857744456375111,0.8674344361215779,0.8567730192466754,0.8482549182573756,0.8644922405106946,0.8577479534119976,0.8470151707785158,0.8732159066854395
2,0.7380140083374946,0.733511382780337,0.7482022673934912,0.7282009888735517,0.7099390647431745,0.7586872487194577,0.752489924379663,0.7387173166279758,0.7612711745526655,0.733176184533575,0.7120378842477222,0.7511714659389801,0.7520438223124217,0.730584884764714,0.7608886505380055
3,0.6438100210550011,0.6395918148524302,0.6464439458339414,0.625720071542444,0.6070521893068017,0.6481406211808277,0.6526648789597099,0.6374295349101711,0.6634652671547965,0.629606777175063,0.6156380965580139,0.646129350496722,0.642470454738995,0.6307156382698904,0.6533886491894959
4,0.5448876538861838,0.5359903815469186,0.5619977496002466,0.5441032968692074,0.5292703376566561,0.5645306751987804,0.557852667085381,0.5465293317881719,0.5659989267834977,0.5569644763963346,0.5355922435678322,0.5701508611999575,0.559403329567021,0.5475507038663161,0.5630964157519263
5,0.47028985080622265,0.46020256701025686,0.4805439888144887,0.4663500115854472,0.45196776876205597,0.4913770091356149,0.4826687886289004,0.46727949477995334,0.4955716093843713,0.48092472881675463,0.4626400818169761,0.4982650145430705,0.48524807309220264,0.4743295749514974,0.49549160462530134
6,0.40882786360713286,0.3893539927600964,0.4113677115645569,0.3995091709558034,0.38802234672979863,0.4271551308842386,0.41626911680418377,0.4045791707110667,0.42116869530229284,0.4226727774233079,0.4001157515248064,0.427446797969553,0.41818864129641065,0.4119555646167287,0.42239464122577075
7,0.34131002900486146,0.3357107380748364,0.35130841421953607,0.3436368643089627,0.3299579800863785,0.3716827936491509,0.3597167603152075,0.34806152998260464,0.36544738113953035,0.356063413233651,0.33744765865576987,0.36299790646974983,0.3602688829636931,0.35635060215569747,0.36538255247946794
8,0.29008799635755,0.2785500569226665,0.3115888377579168,0.2978559519296334,0.2897388727398615,0.31664196723709026,0.30862265292419605,0.30187352696831093,0.3098004148495252,0.31123132006139653,0.2953872992016364,0.31661609168933896,0.3154239079192236,0.3042444372269707,0.31910536370000475
9,0.26010072331354117,0.24425674785791704,0.2674248708034028,0.25733646299630897,0.2494344691562066,0.27263418419524316,0.2656268563994113,0.26177453647742593,0.2705710344918809,0.2704134878561223,0.2570855176996194,0.273476152094253,0.26936171365825784,0.2636939336931383,0.2743552701842776
