,no_mom | count | sketch_size = m/4 = 126 | residual_norms (median),no_mom | count | sketch_size = m/4 = 126 | residual_norms (1st quartile),no_mom | count | sketch_size = m/4 = 126 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m/4 = 126 | residual_norms (median),cst_mom | count | sketch_size = m/4 = 126 | residual_norms (1st quartile),cst_mom | count | sketch_size = m/4 = 126 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m/4 = 126 | residual_norms (median),inc_mom | count | sketch_size = m/4 = 126 | residual_norms (1st quartile),inc_mom | count | sketch_size = m/4 = 126 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.8601232468163187,0.8577444555056433,0.8674344335105229,0.8601232468163187,0.8577444555056433,0.8674344335105229,0.8601232468163187,0.8577444555056433,0.8674344335105229
2,0.7525020501005679,0.7386860886307205,0.7612721831805634,0.7879193118995016,0.7852624780629978,0.7982890894579509,0.7524899210593325,0.7387173161501697,0.7612711707637553
3,0.6526562749408744,0.6375273622795705,0.6634899954310367,0.7447653243458559,0.7422791500870168,0.7618440457440052,0.6526648768706568,0.6374295335272206,0.6634652630163284
4,0.5576096110438054,0.546486390432537,0.5660858893608018,0.7241651594693526,0.6983351073495302,0.7333303098644345,0.557852664843597,0.5465293299010965,0.5659989239230355
5,0.48245860891754133,0.46715586311213053,0.4955491266554932,0.6906795731538754,0.6691739689522598,0.7103528095875042,0.4826687870569453,0.467279492039101,0.4955716055412568
6,0.41606947725971866,0.4048465728031669,0.4213605954777602,0.6584982332423688,0.6438357015663583,0.6753448572153898,0.4162691148971769,0.40457916985340814,0.42116869405111773
7,0.359288869846389,0.3483610257833435,0.3653132878096557,0.639342264340468,0.6192902047103277,0.6562340693780278,0.359716757872799,0.3480615292959134,0.36544737902035396
8,0.308583867826388,0.30136852824679966,0.30949638463866325,0.6079111413885281,0.5989882300714549,0.6361738805239552,0.30862265016864243,0.30187352473959,0.3098004136602295
9,0.26517593109124915,0.26157831649099755,0.270468981859101,0.5831302325711487,0.5655559707559024,0.6021780208353935,0.26562685475792536,0.26177453489960084,0.27057103268816746
