,no_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (median),no_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),no_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),no_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (median),no_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),no_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (median),cst_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (median),cst_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),cst_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (median),inc_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (median),inc_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),inc_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile)
10,0.049346423727612304,0.049346423727612304,0.049346423727612304,0.000637515518326859,0.000637515518326859,0.000637515518326859,0.02085877726103253,0.02085877726103253,0.02085877726103253,0.03315923676180818,0.03315923676180818,0.03315923676180818,0.04921750656778559,0.04921750656778559,0.04921750656778559,0.0006397398070287042,0.0006397398070287042,0.0006397398070287042
11,0.05505664240311942,0.05505664240311942,0.05505664240311942,0.0006055995252175216,0.0006055995252175216,0.0006055995252175216,0.04622263014081258,0.04622263014081258,0.04622263014081258,0.010984229648909966,0.010984229648909966,0.010984229648909966,0.05452228339055599,0.05452228339055599,0.05452228339055599,0.0006076440606591185,0.0006076440606591185,0.0006076440606591185
12,0.037544977706871235,0.037544977706871235,0.037544977706871235,0.0005720698009328538,0.0005720698009328538,0.0005720698009328538,0.049716259246124,0.049716259246124,0.049716259246124,0.01115075838972268,0.01115075838972268,0.01115075838972268,0.03747228328567455,0.03747228328567455,0.03747228328567455,0.0005748412016852468,0.0005748412016852468,0.0005748412016852468
13,0.0335679871030784,0.0335679871030784,0.0335679871030784,0.0005452456142717461,0.0005452456142717461,0.0005452456142717461,0.03377951152160816,0.03377951152160816,0.03377951152160816,0.011026798125610124,0.011026798125610124,0.011026798125610124,0.03250360747282039,0.03250360747282039,0.03250360747282039,0.0005480619166654246,0.0005480619166654246,0.0005480619166654246
14,0.033215053427247405,0.033215053427247405,0.033215053427247405,0.0005268100018714061,0.0005268100018714061,0.0005268100018714061,0.01895641445998096,0.01895641445998096,0.01895641445998096,0.0013776831381122703,0.0013776831381122703,0.0013776831381122703,0.031778810116930206,0.031778810116930206,0.031778810116930206,0.0005290889581555235,0.0005290889581555235,0.0005290889581555235
15,0.03054388076821592,0.03054388076821592,0.03054388076821592,0.0005084843309389747,0.0005084843309389747,0.0005084843309389747,0.015406133271559121,0.015406133271559121,0.015406133271559121,0.005669793612356602,0.005669793612356602,0.005669793612356602,0.029721366554393613,0.029721366554393613,0.029721366554393613,0.0005115485685354618,0.0005115485685354618,0.0005115485685354618
16,0.05396087497803474,0.05396087497803474,0.05396087497803474,0.0004902408886868216,0.0004902408886868216,0.0004902408886868216,0.06614156558077212,0.06614156558077212,0.06614156558077212,0.002985844725804306,0.002985844725804306,0.002985844725804306,0.05326801621998734,0.05326801621998734,0.05326801621998734,0.0004940193860554259,0.0004940193860554259,0.0004940193860554259
17,0.04050244553519764,0.04050244553519764,0.04050244553519764,0.00046824327609754193,0.00046824327609754193,0.00046824327609754193,0.08411418328319965,0.08411418328319965,0.08411418328319965,0.0019341409861032184,0.0019341409861032184,0.0019341409861032184,0.04169876023110941,0.04169876023110941,0.04169876023110941,0.00047132423130591975,0.00047132423130591975,0.00047132423130591975
18,0.03652292358041216,0.03652292358041216,0.03652292358041216,0.0004548187147857291,0.0004548187147857291,0.0004548187147857291,0.061834075614680586,0.061834075614680586,0.061834075614680586,0.0024031155671320335,0.0024031155671320335,0.0024031155671320335,0.03556351172099431,0.03556351172099431,0.03556351172099431,0.00045866831237566984,0.00045866831237566984,0.00045866831237566984
19,0.044035733590062937,0.044035733590062937,0.044035733590062937,0.00043592851720362176,0.00043592851720362176,0.00043592851720362176,0.04977327915510671,0.04977327915510671,0.04977327915510671,0.0012880473658670477,0.0012880473658670477,0.0012880473658670477,0.04321931065772004,0.04321931065772004,0.04321931065772004,0.0004394658104417217,0.0004394658104417217,0.0004394658104417217
20,0.031948819342620755,0.031948819342620755,0.031948819342620755,0.0004242218829853886,0.0004242218829853886,0.0004242218829853886,0.02295783158315462,0.02295783158315462,0.02295783158315462,0.0015180483941661517,0.0015180483941661517,0.0015180483941661517,0.031852725669362224,0.031852725669362224,0.031852725669362224,0.000429079832892476,0.000429079832892476,0.000429079832892476
21,0.04058399237120558,0.04058399237120558,0.04058399237120558,0.0004134749427983809,0.0004134749427983809,0.0004134749427983809,0.019214448351311354,0.019214448351311354,0.019214448351311354,0.0013489030045856537,0.0013489030045856537,0.0013489030045856537,0.03910508877460106,0.03910508877460106,0.03910508877460106,0.00041758747524180313,0.00041758747524180313,0.00041758747524180313
22,0.03669121475240062,0.03669121475240062,0.03669121475240062,0.00039907862656357075,0.00039907862656357075,0.00039907862656357075,0.026033742488100062,0.026033742488100062,0.026033742488100062,0.0012194598155320896,0.0012194598155320896,0.0012194598155320896,0.03640366991923485,0.03640366991923485,0.03640366991923485,0.0004043853956016471,0.0004043853956016471,0.0004043853956016471
23,0.03532651508414975,0.03532651508414975,0.03532651508414975,0.0003846116169355014,0.0003846116169355014,0.0003846116169355014,0.02898784228772511,0.02898784228772511,0.02898784228772511,0.0012493155867587835,0.0012493155867587835,0.0012493155867587835,0.0344772080510644,0.0344772080510644,0.0344772080510644,0.0003895048858775456,0.0003895048858775456,0.0003895048858775456
24,0.034545678325549264,0.034545678325549264,0.034545678325549264,0.0003719042907890043,0.0003719042907890043,0.0003719042907890043,0.043664505460698236,0.043664505460698236,0.043664505460698236,0.001159668723062887,0.001159668723062887,0.001159668723062887,0.034121717997736944,0.034121717997736944,0.034121717997736944,0.0003768069458821678,0.0003768069458821678,0.0003768069458821678
25,0.03512665561656041,0.03512665561656041,0.03512665561656041,0.0003603559540751607,0.0003603559540751607,0.0003603559540751607,0.046413220771492736,0.046413220771492736,0.046413220771492736,0.00114685858309421,0.00114685858309421,0.00114685858309421,0.03486670525385105,0.03486670525385105,0.03486670525385105,0.0003655957676013496,0.0003655957676013496,0.0003655957676013496
26,0.033270247905902335,0.033270247905902335,0.033270247905902335,0.00035177152316532835,0.00035177152316532835,0.00035177152316532835,0.03187950718214664,0.03187950718214664,0.03187950718214664,0.0011261216090749679,0.0011261216090749679,0.0011261216090749679,0.03285801934093636,0.03285801934093636,0.03285801934093636,0.000356641711730633,0.000356641711730633,0.000356641711730633
27,0.032647211410190016,0.032647211410190016,0.032647211410190016,0.00034484185227160683,0.00034484185227160683,0.00034484185227160683,0.03280912489585051,0.03280912489585051,0.03280912489585051,0.001107324692450786,0.001107324692450786,0.001107324692450786,0.03239498615365902,0.03239498615365902,0.03239498615365902,0.0003501888621627342,0.0003501888621627342,0.0003501888621627342
28,0.028545995242402176,0.028545995242402176,0.028545995242402176,0.00033346391379540717,0.00033346391379540717,0.00033346391379540717,0.02837479755012023,0.02837479755012023,0.02837479755012023,0.0010956484346193803,0.0010956484346193803,0.0010956484346193803,0.027957550134137196,0.027957550134137196,0.027957550134137196,0.0003388886989451495,0.0003388886989451495,0.0003388886989451495
29,0.029492967273331856,0.029492967273331856,0.029492967273331856,0.0003280486203874525,0.0003280486203874525,0.0003280486203874525,0.030962346735694268,0.030962346735694268,0.030962346735694268,0.0010832661657403661,0.0010832661657403661,0.0010832661657403661,0.028429474713406334,0.028429474713406334,0.028429474713406334,0.00033356043479649877,0.00033356043479649877,0.00033356043479649877
30,0.02913893085882859,0.02913893085882859,0.02913893085882859,0.0003212373765556973,0.0003212373765556973,0.0003212373765556973,0.03507759541302234,0.03507759541302234,0.03507759541302234,0.0010595421388488924,0.0010595421388488924,0.0010595421388488924,0.028332048394530445,0.028332048394530445,0.028332048394530445,0.0003275205787497174,0.0003275205787497174,0.0003275205787497174
31,0.02577415840424567,0.02577415840424567,0.02577415840424567,0.00031065015189534617,0.00031065015189534617,0.00031065015189534617,0.03280476688582806,0.03280476688582806,0.03280476688582806,0.0010369495802489408,0.0010369495802489408,0.0010369495802489408,0.025232359435016054,0.025232359435016054,0.025232359435016054,0.0003160782837116069,0.0003160782837116069,0.0003160782837116069
32,0.028973980314288904,0.028973980314288904,0.028973980314288904,0.00030181665417171734,0.00030181665417171734,0.00030181665417171734,0.036137630154350925,0.036137630154350925,0.036137630154350925,0.0010343166472184028,0.0010343166472184028,0.0010343166472184028,0.028094072309613805,0.028094072309613805,0.028094072309613805,0.00030857669523459154,0.00030857669523459154,0.00030857669523459154
33,0.03157010970282736,0.03157010970282736,0.03157010970282736,0.00029798884343592023,0.00029798884343592023,0.00029798884343592023,0.03162694847002102,0.03162694847002102,0.03162694847002102,0.0010262462199747502,0.0010262462199747502,0.0010262462199747502,0.031120083419997863,0.031120083419997863,0.031120083419997863,0.00030405626147046543,0.00030405626147046543,0.00030405626147046543
34,0.029503343169467965,0.029503343169467965,0.029503343169467965,0.00029241833453422575,0.00029241833453422575,0.00029241833453422575,0.03457223602585119,0.03457223602585119,0.03457223602585119,0.0010213659092909693,0.0010213659092909693,0.0010213659092909693,0.029569002099651395,0.029569002099651395,0.029569002099651395,0.0002984802882619157,0.0002984802882619157,0.0002984802882619157
35,0.028015934248602367,0.028015934248602367,0.028015934248602367,0.00028894522094235613,0.00028894522094235613,0.00028894522094235613,0.026265486357667036,0.026265486357667036,0.026265486357667036,0.0010126235761298515,0.0010126235761298515,0.0010126235761298515,0.02760359153268214,0.02760359153268214,0.02760359153268214,0.000295839112297978,0.000295839112297978,0.000295839112297978
36,0.02860917018737766,0.02860917018737766,0.02860917018737766,0.00028466482252522833,0.00028466482252522833,0.00028466482252522833,0.022737620209258534,0.022737620209258534,0.022737620209258534,0.001010134090694904,0.001010134090694904,0.001010134090694904,0.02792047929944445,0.02792047929944445,0.02792047929944445,0.0002922540682560439,0.0002922540682560439,0.0002922540682560439
37,0.0276963433513902,0.0276963433513902,0.0276963433513902,0.0002760766514177983,0.0002760766514177983,0.0002760766514177983,0.02671982681428127,0.02671982681428127,0.02671982681428127,0.00100292972373581,0.00100292972373581,0.00100292972373581,0.027334276385362923,0.027334276385362923,0.027334276385362923,0.00028394129274962083,0.00028394129274962083,0.00028394129274962083
38,0.04382771963566854,0.04382771963566854,0.04382771963566854,0.0002708876940568983,0.0002708876940568983,0.0002708876940568983,0.05789995201091931,0.05789995201091931,0.05789995201091931,0.0009795614792721852,0.0009795614792721852,0.0009795614792721852,0.0430523184517125,0.0430523184517125,0.0430523184517125,0.00027803693701838216,0.00027803693701838216,0.00027803693701838216
39,0.03252759459144773,0.03252759459144773,0.03252759459144773,0.00026709755066659744,0.00026709755066659744,0.00026709755066659744,0.056641946824059694,0.056641946824059694,0.056641946824059694,0.0009636030354370454,0.0009636030354370454,0.0009636030354370454,0.0345401021127487,0.0345401021127487,0.0345401021127487,0.0002739748653692109,0.0002739748653692109,0.0002739748653692109
40,0.029263420838760976,0.029263420838760976,0.029263420838760976,0.00026071181084402935,0.00026071181084402935,0.00026071181084402935,0.03550629917726324,0.03550629917726324,0.03550629917726324,0.0009600905800417071,0.0009600905800417071,0.0009600905800417071,0.028113459666521345,0.028113459666521345,0.028113459666521345,0.00026730046957577284,0.00026730046957577284,0.00026730046957577284
41,0.02730448969746634,0.02730448969746634,0.02730448969746634,0.00025614637990819015,0.00025614637990819015,0.00025614637990819015,0.020950027135364906,0.020950027135364906,0.020950027135364906,0.0009540867946603084,0.0009540867946603084,0.0009540867946603084,0.025616755358332865,0.025616755358332865,0.025616755358332865,0.00026376835458403287,0.00026376835458403287,0.00026376835458403287
42,0.02780636949762646,0.02780636949762646,0.02780636949762646,0.0002502797961970334,0.0002502797961970334,0.0002502797961970334,0.01965382904797299,0.01965382904797299,0.01965382904797299,0.0009326745509748746,0.0009326745509748746,0.0009326745509748746,0.02654338222867325,0.02654338222867325,0.02654338222867325,0.00025866658232123074,0.00025866658232123074,0.00025866658232123074
43,0.027295044483300033,0.027295044483300033,0.027295044483300033,0.00024746393900977864,0.00024746393900977864,0.00024746393900977864,0.017873819166183715,0.017873819166183715,0.017873819166183715,0.0009228187886461536,0.0009228187886461536,0.0009228187886461536,0.02682148263231253,0.02682148263231253,0.02682148263231253,0.00025546676250933734,0.00025546676250933734,0.00025546676250933734
44,0.02883858949098206,0.02883858949098206,0.02883858949098206,0.00024203535699437163,0.00024203535699437163,0.00024203535699437163,0.026873634439660003,0.026873634439660003,0.026873634439660003,0.0009246321987792759,0.0009246321987792759,0.0009246321987792759,0.028259591218588103,0.028259591218588103,0.028259591218588103,0.00024973341367025113,0.00024973341367025113,0.00024973341367025113
45,0.02476223727444983,0.02476223727444983,0.02476223727444983,0.00023830137489653963,0.00023830137489653963,0.00023830137489653963,0.0311690273477519,0.0311690273477519,0.0311690273477519,0.0009060226163559998,0.0009060226163559998,0.0009060226163559998,0.02445986805627029,0.02445986805627029,0.02445986805627029,0.0002456240086517205,0.0002456240086517205,0.0002456240086517205
46,0.0264953137284944,0.0264953137284944,0.0264953137284944,0.00023429247156372913,0.00023429247156372913,0.00023429247156372913,0.0327630867388037,0.0327630867388037,0.0327630867388037,0.0009035173985594764,0.0009035173985594764,0.0009035173985594764,0.02555995569272705,0.02555995569272705,0.02555995569272705,0.0002425745177522845,0.0002425745177522845,0.0002425745177522845
47,0.03102756288207256,0.03102756288207256,0.03102756288207256,0.0002302610140743965,0.0002302610140743965,0.0002302610140743965,0.03372269965359054,0.03372269965359054,0.03372269965359054,0.0008937641623637435,0.0008937641623637435,0.0008937641623637435,0.029920209757292985,0.029920209757292985,0.029920209757292985,0.0002384407830665417,0.0002384407830665417,0.0002384407830665417
48,0.024882651843400726,0.024882651843400726,0.024882651843400726,0.0002277740053110796,0.0002277740053110796,0.0002277740053110796,0.01872677459095798,0.01872677459095798,0.01872677459095798,0.0008842553761006787,0.0008842553761006787,0.0008842553761006787,0.02459984892704883,0.02459984892704883,0.02459984892704883,0.00023591783347881633,0.00023591783347881633,0.00023591783347881633
49,0.025950523965388914,0.025950523965388914,0.025950523965388914,0.00022464215180080751,0.00022464215180080751,0.00022464215180080751,0.015636968882522004,0.015636968882522004,0.015636968882522004,0.0008732168587870488,0.0008732168587870488,0.0008732168587870488,0.024670334264157705,0.024670334264157705,0.024670334264157705,0.00023385072963892517,0.00023385072963892517,0.00023385072963892517
50,0.02699180895684813,0.02699180895684813,0.02699180895684813,0.00022062897007276807,0.00022062897007276807,0.00022062897007276807,0.024084848798860713,0.024084848798860713,0.024084848798860713,0.0008749378012322205,0.0008749378012322205,0.0008749378012322205,0.025961666076144696,0.025961666076144696,0.025961666076144696,0.00022966424975974392,0.00022966424975974392,0.00022966424975974392
51,0.021115204964366724,0.021115204964366724,0.021115204964366724,0.0002186850036715823,0.0002186850036715823,0.0002186850036715823,0.020324285967373994,0.020324285967373994,0.020324285967373994,0.0008704175389470381,0.0008704175389470381,0.0008704175389470381,0.020590063796983006,0.020590063796983006,0.020590063796983006,0.0002274701810681995,0.0002274701810681995,0.0002274701810681995
52,0.028821798783837494,0.028821798783837494,0.028821798783837494,0.00021403764790888695,0.00021403764790888695,0.00021403764790888695,0.03918659315140755,0.03918659315140755,0.03918659315140755,0.0008587673980269996,0.0008587673980269996,0.0008587673980269996,0.02721442217891253,0.02721442217891253,0.02721442217891253,0.0002231023337411326,0.0002231023337411326,0.0002231023337411326
53,0.02630375724679686,0.02630375724679686,0.02630375724679686,0.00021295860881741075,0.00021295860881741075,0.00021295860881741075,0.05350765368242447,0.05350765368242447,0.05350765368242447,0.0008607639155932931,0.0008607639155932931,0.0008607639155932931,0.027356929166589286,0.027356929166589286,0.027356929166589286,0.000222950478920452,0.000222950478920452,0.000222950478920452
54,0.02294056616126196,0.02294056616126196,0.02294056616126196,0.00020903887686794323,0.00020903887686794323,0.00020903887686794323,0.03961157541920293,0.03961157541920293,0.03961157541920293,0.0008523489366236416,0.0008523489366236416,0.0008523489366236416,0.022869499200168286,0.022869499200168286,0.022869499200168286,0.00021841266009209014,0.00021841266009209014,0.00021841266009209014
55,0.024454948769394254,0.024454948769394254,0.024454948769394254,0.0002064388723125698,0.0002064388723125698,0.0002064388723125698,0.03664382119095556,0.03664382119095556,0.03664382119095556,0.0008598217721233229,0.0008598217721233229,0.0008598217721233229,0.023618528191039354,0.023618528191039354,0.023618528191039354,0.00021705654351603755,0.00021705654351603755,0.00021705654351603755
56,0.02588285783271427,0.02588285783271427,0.02588285783271427,0.00020207835870460133,0.00020207835870460133,0.00020207835870460133,0.033092671523357695,0.033092671523357695,0.033092671523357695,0.0008430992379279038,0.0008430992379279038,0.0008430992379279038,0.02545247039810565,0.02545247039810565,0.02545247039810565,0.00021178309844401715,0.00021178309844401715,0.00021178309844401715
57,0.026398002252716046,0.026398002252716046,0.026398002252716046,0.00019911916612475373,0.00019911916612475373,0.00019911916612475373,0.037437247042473545,0.037437247042473545,0.037437247042473545,0.0008294732374305359,0.0008294732374305359,0.0008294732374305359,0.026725584313474004,0.026725584313474004,0.026725584313474004,0.00020900087476193976,0.00020900087476193976,0.00020900087476193976
58,0.021577699352277335,0.021577699352277335,0.021577699352277335,0.00019659972640454553,0.00019659972640454553,0.00019659972640454553,0.02407404029328706,0.02407404029328706,0.02407404029328706,0.0008193709248146172,0.0008193709248146172,0.0008193709248146172,0.021294337819382607,0.021294337819382607,0.021294337819382607,0.00020685891773920796,0.00020685891773920796,0.00020685891773920796
59,0.022457305652677985,0.022457305652677985,0.022457305652677985,0.0001945572641501409,0.0001945572641501409,0.0001945572641501409,0.023961592887436035,0.023961592887436035,0.023961592887436035,0.000815746601910705,0.000815746601910705,0.000815746601910705,0.02112519393088662,0.02112519393088662,0.02112519393088662,0.00020468737259422506,0.00020468737259422506,0.00020468737259422506
60,0.02240269172039996,0.02240269172039996,0.02240269172039996,0.00019089748398084651,0.00019089748398084651,0.00019089748398084651,0.040969254156348854,0.040969254156348854,0.040969254156348854,0.0008104427084132289,0.0008104427084132289,0.0008104427084132289,0.0219672972182197,0.0219672972182197,0.0219672972182197,0.00020121097846734207,0.00020121097846734207,0.00020121097846734207
61,0.022678826929169112,0.022678826929169112,0.022678826929169112,0.00018823942708296989,0.00018823942708296989,0.00018823942708296989,0.03171044634387732,0.03171044634387732,0.03171044634387732,0.0008080424879610796,0.0008080424879610796,0.0008080424879610796,0.02209369182025825,0.02209369182025825,0.02209369182025825,0.00019800248404619637,0.00019800248404619637,0.00019800248404619637
62,0.02424420284675892,0.02424420284675892,0.02424420284675892,0.00018726561848536152,0.00018726561848536152,0.00018726561848536152,0.020666296344419334,0.020666296344419334,0.020666296344419334,0.0008013801727854928,0.0008013801727854928,0.0008013801727854928,0.023200955948034698,0.023200955948034698,0.023200955948034698,0.00019769871837445753,0.00019769871837445753,0.00019769871837445753
63,0.024142698242104466,0.024142698242104466,0.024142698242104466,0.00018651821012333875,0.00018651821012333875,0.00018651821012333875,0.020155778537727206,0.020155778537727206,0.020155778537727206,0.0007875986832470002,0.0007875986832470002,0.0007875986832470002,0.0234296983259378,0.0234296983259378,0.0234296983259378,0.00019744256451594653,0.00019744256451594653,0.00019744256451594653
64,0.021288754230708442,0.021288754230708442,0.021288754230708442,0.0001821086635130932,0.0001821086635130932,0.0001821086635130932,0.02310922162363297,0.02310922162363297,0.02310922162363297,0.000776561871457588,0.000776561871457588,0.000776561871457588,0.020771554566383757,0.020771554566383757,0.020771554566383757,0.00019283587178266765,0.00019283587178266765,0.00019283587178266765
65,0.030475344099532606,0.030475344099532606,0.030475344099532606,0.00018015651084415927,0.00018015651084415927,0.00018015651084415927,0.0176560453543047,0.0176560453543047,0.0176560453543047,0.0007785727449966197,0.0007785727449966197,0.0007785727449966197,0.028396637932889306,0.028396637932889306,0.028396637932889306,0.0001905838157215623,0.0001905838157215623,0.0001905838157215623
66,0.026438890473217617,0.026438890473217617,0.026438890473217617,0.00017806155775019618,0.00017806155775019618,0.00017806155775019618,0.016405245904852313,0.016405245904852313,0.016405245904852313,0.0007774814622524446,0.0007774814622524446,0.0007774814622524446,0.026564041171572038,0.026564041171572038,0.026564041171572038,0.00018850582643691052,0.00018850582643691052,0.00018850582643691052
67,0.02475779438101293,0.02475779438101293,0.02475779438101293,0.000176183774574729,0.000176183774574729,0.000176183774574729,0.02490807458569007,0.02490807458569007,0.02490807458569007,0.0007770000767676091,0.0007770000767676091,0.0007770000767676091,0.02427991873706033,0.02427991873706033,0.02427991873706033,0.0001878196392985288,0.0001878196392985288,0.0001878196392985288
68,0.02664785155191787,0.02664785155191787,0.02664785155191787,0.00017478048931305782,0.00017478048931305782,0.00017478048931305782,0.030313543306652382,0.030313543306652382,0.030313543306652382,0.0007563125448304371,0.0007563125448304371,0.0007563125448304371,0.026073380698630647,0.026073380698630647,0.026073380698630647,0.00018557713246121642,0.00018557713246121642,0.00018557713246121642
69,0.024832544840688295,0.024832544840688295,0.024832544840688295,0.00017121893020673502,0.00017121893020673502,0.00017121893020673502,0.02855594898196193,0.02855594898196193,0.02855594898196193,0.0007568625972425387,0.0007568625972425387,0.0007568625972425387,0.0250589556668455,0.0250589556668455,0.0250589556668455,0.0001818621965001276,0.0001818621965001276,0.0001818621965001276
70,0.024493792111218087,0.024493792111218087,0.024493792111218087,0.00016955882889359484,0.00016955882889359484,0.00016955882889359484,0.023530622078471605,0.023530622078471605,0.023530622078471605,0.0007589357059447843,0.0007589357059447843,0.0007589357059447843,0.024185255415986158,0.024185255415986158,0.024185255415986158,0.00018089792906792908,0.00018089792906792908,0.00018089792906792908
71,0.02382686413209009,0.02382686413209009,0.02382686413209009,0.00016809856337491016,0.00016809856337491016,0.00016809856337491016,0.017579118250053212,0.017579118250053212,0.017579118250053212,0.0007528874469926321,0.0007528874469926321,0.0007528874469926321,0.023318355334905304,0.023318355334905304,0.023318355334905304,0.0001786632940921881,0.0001786632940921881,0.0001786632940921881
72,0.025473842192348516,0.025473842192348516,0.025473842192348516,0.00016463910060643253,0.00016463910060643253,0.00016463910060643253,0.020523300449088788,0.020523300449088788,0.020523300449088788,0.0007439061198901373,0.0007439061198901373,0.0007439061198901373,0.022983474577268025,0.022983474577268025,0.022983474577268025,0.00017616766820935088,0.00017616766820935088,0.00017616766820935088
73,0.023352932978459674,0.023352932978459674,0.023352932978459674,0.00016368295940585463,0.00016368295940585463,0.00016368295940585463,0.018455269419584256,0.018455269419584256,0.018455269419584256,0.0007329285038736874,0.0007329285038736874,0.0007329285038736874,0.02174502623079231,0.02174502623079231,0.02174502623079231,0.00017549971756894181,0.00017549971756894181,0.00017549971756894181
