,no_mom | subsample | sketch_size = m^(2/3) = 63 | residual_norms (median),no_mom | subsample | sketch_size = m^(2/3) = 63 | residual_norms (1st quartile),no_mom | subsample | sketch_size = m^(2/3) = 63 | residual_norms (3rd quartile),no_mom | subsample | sketch_size = m/4 = 126 | residual_norms (median),no_mom | subsample | sketch_size = m/4 = 126 | residual_norms (1st quartile),no_mom | subsample | sketch_size = m/4 = 126 | residual_norms (3rd quartile),no_mom | subsample | sketch_size = m/2 = 253 | residual_norms (median),no_mom | subsample | sketch_size = m/2 = 253 | residual_norms (1st quartile),no_mom | subsample | sketch_size = m/2 = 253 | residual_norms (3rd quartile),no_mom | count | sketch_size = m^(2/3) = 63 | residual_norms (median),no_mom | count | sketch_size = m^(2/3) = 63 | residual_norms (1st quartile),no_mom | count | sketch_size = m^(2/3) = 63 | residual_norms (3rd quartile),no_mom | count | sketch_size = m/4 = 126 | residual_norms (median),no_mom | count | sketch_size = m/4 = 126 | residual_norms (1st quartile),no_mom | count | sketch_size = m/4 = 126 | residual_norms (3rd quartile),no_mom | count | sketch_size = m/2 = 253 | residual_norms (median),no_mom | count | sketch_size = m/2 = 253 | residual_norms (1st quartile),no_mom | count | sketch_size = m/2 = 253 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = m^(2/3) = 63 | residual_norms (median),cst_mom | subsample | sketch_size = m^(2/3) = 63 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = m^(2/3) = 63 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = m/4 = 126 | residual_norms (median),cst_mom | subsample | sketch_size = m/4 = 126 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = m/4 = 126 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = m/2 = 253 | residual_norms (median),cst_mom | subsample | sketch_size = m/2 = 253 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = m/2 = 253 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m^(2/3) = 63 | residual_norms (median),cst_mom | count | sketch_size = m^(2/3) = 63 | residual_norms (1st quartile),cst_mom | count | sketch_size = m^(2/3) = 63 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m/4 = 126 | residual_norms (median),cst_mom | count | sketch_size = m/4 = 126 | residual_norms (1st quartile),cst_mom | count | sketch_size = m/4 = 126 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m/2 = 253 | residual_norms (median),cst_mom | count | sketch_size = m/2 = 253 | residual_norms (1st quartile),cst_mom | count | sketch_size = m/2 = 253 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = m^(2/3) = 63 | residual_norms (median),inc_mom | subsample | sketch_size = m^(2/3) = 63 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = m^(2/3) = 63 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = m/4 = 126 | residual_norms (median),inc_mom | subsample | sketch_size = m/4 = 126 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = m/4 = 126 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = m/2 = 253 | residual_norms (median),inc_mom | subsample | sketch_size = m/2 = 253 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = m/2 = 253 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m^(2/3) = 63 | residual_norms (median),inc_mom | count | sketch_size = m^(2/3) = 63 | residual_norms (1st quartile),inc_mom | count | sketch_size = m^(2/3) = 63 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m/4 = 126 | residual_norms (median),inc_mom | count | sketch_size = m/4 = 126 | residual_norms (1st quartile),inc_mom | count | sketch_size = m/4 = 126 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m/2 = 253 | residual_norms (median),inc_mom | count | sketch_size = m/2 = 253 | residual_norms (1st quartile),inc_mom | count | sketch_size = m/2 = 253 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.932493022001442,0.9293565449196536,0.9371861180486525,0.8616321558006892,0.846117232414625,0.8653781679237037,0.6885439303774359,0.6797396600892576,0.69549866815403,0.929793600042822,0.9224732621869729,0.9384911993285926,0.8601232497275926,0.857744456375111,0.8674344361215779,0.6895125999702766,0.6817282313898734,0.7001584784974675,0.932493022001442,0.9293565449196536,0.9371861180486525,0.8616321558006892,0.846117232414625,0.8653781679237037,0.6885439303774359,0.6797396600892576,0.69549866815403,0.929793600042822,0.9224732621869729,0.9384911993285926,0.8601232497275926,0.857744456375111,0.8674344361215779,0.6895125999702765,0.6817282313898734,0.7001584784974675,0.9325216566397699,0.929384708491038,0.9372065617964412,0.8616863875077885,0.8461780819047489,0.8654264615961245,0.6886434485522175,0.6798370627931343,0.6955866059259649,0.9298323290155007,0.9225404522031891,0.9385640412745605,0.8602050939626025,0.8577819139319646,0.8675107415919416,0.6896536802609405,0.6818178345684562,0.7003052550589245
2,0.8686523937924819,0.8614293441171024,0.8768761813572791,0.7380245201433321,0.7335202635103506,0.7482064346615651,0.4812571133042446,0.4716550484826215,0.48264875483800096,0.8686331700398549,0.86441845884357,0.8824415457210582,0.7525020534250877,0.738686089134089,0.7612721869764838,0.4850548455994145,0.46714185215034276,0.5007616396254491,0.8860277375800041,0.8784411008806969,0.8933146783469265,0.7802659478908458,0.7764965337266994,0.7898074071094638,0.5986341521505885,0.5942976307526865,0.6016199481777859,0.8856658996058613,0.8800292505228527,0.8936220180953037,0.7879193155076368,0.785262479208801,0.798289092287102,0.5965498315512789,0.5895320584862074,0.6131973517159395,0.8687033345997418,0.8614690860303748,0.8769203808126474,0.7381023979980594,0.7335761486769478,0.7482705107821273,0.4813270075487327,0.4717399040543294,0.4827456650389444,0.8687236458525077,0.8644870977599204,0.8824860811850865,0.7526232407878375,0.7387178084036942,0.7613800597816709,0.48502139998338656,0.46719432022923313,0.5007904789975082
3,0.8131899234417626,0.7994055366330322,0.8261317187127722,0.6438018233343535,0.6396004215197573,0.6464367273381746,0.3413617381559543,0.3221406981627951,0.3502295294345114,0.811633575919285,0.8070482900025698,0.8233501230665615,0.6526562770438206,0.6375273636357665,0.6634899995533682,0.34343838939462024,0.33696563530159357,0.3523194084443535,0.8663920326162418,0.8553765667851585,0.8734558610880615,0.7518865571139361,0.7461462761783816,0.7566462311380577,0.5738330055291228,0.5591633993828184,0.5818356157378841,0.8571148899975026,0.8520906407565132,0.8680072146519155,0.7447653271429902,0.7422791517687943,0.7618440461257032,0.5752520248787478,0.5657630563790181,0.5881728422260695,0.8132357916369457,0.7994832415841038,0.8261720847371786,0.6438513992121035,0.639665057396148,0.6465201698306927,0.3414454237491877,0.3222588217015593,0.35029780001327465,0.8115996473734024,0.8071410717999593,0.823369594632255,0.6527363141425395,0.6375079726708396,0.6635493664433205,0.34339798389655796,0.3368135090351925,0.3524054101801696
4,0.757527944343483,0.7466847896432922,0.7731616776761816,0.5448803118676642,0.5359706209959668,0.5619663370312877,0.2234036684476216,0.21023430356452838,0.24574216644373317,0.7524456981161651,0.7473000516833936,0.7693267122948824,0.5576096133181436,0.5464863923669622,0.566085892215598,0.2399748970943974,0.2366717839549497,0.257410724365685,0.8545924194887042,0.8435639876568262,0.8602299741415935,0.7262183785649456,0.7086090491081086,0.729366456084436,0.503414047165662,0.47428899363218563,0.5093286796183831,0.845104129996574,0.8364856778736318,0.8493219486430263,0.7241651636197732,0.6983351087751306,0.7333303138242986,0.5065579187271123,0.5038483569586749,0.5291424767352872,0.7575514988947809,0.7467577814587785,0.7731942963216472,0.544973687340373,0.5360498970956935,0.5620274011899866,0.22352395117234475,0.21034281223128612,0.24584124190792533,0.7525662211268791,0.7472886641973883,0.7694189344855331,0.5576143722396063,0.5466386904000999,0.5662769197872675,0.24007458087171346,0.2365936372058255,0.2574316554618691
5,0.7006450955395751,0.6941925910807601,0.7169169340926311,0.4702309088271268,0.4601307871158141,0.4805022880719404,0.15971744316562714,0.14060704700505053,0.16867094852483683,0.7088039833328497,0.6949016359097839,0.7168806173195001,0.4824586105271039,0.4671558658622025,0.4955491304908416,0.17015490090705426,0.16197990583899763,0.1790852708523175,0.8402543868594725,0.82828498640844,0.848278867865791,0.7019100459556915,0.6766419815122253,0.7074931672314256,0.4324143917178208,0.41857231176340975,0.44145978549649706,0.837518534150964,0.8234217294281295,0.8532916560497895,0.6906795769232241,0.6691739727002018,0.7103528085983053,0.43996058389939513,0.4313062995524503,0.4576128187007088,0.7007106722593079,0.6942763917405622,0.7170052795987573,0.47031672474213226,0.46024153020002234,0.48059126975733785,0.1598224313442343,0.14074875614363852,0.16879446069977921,0.7088471872867977,0.6950619452534673,0.7169782548837631,0.48249909087765464,0.46735057884461295,0.49550128746272004,0.1700104716198761,0.1619903361838938,0.1795525818766438
6,0.6456092572926853,0.6421241423826993,0.6733428129109051,0.4087140276000987,0.3892173464100514,0.411256261643995,0.10895804826850611,0.10147809325079604,0.12750992681908555,0.6609376403124843,0.6489315110222392,0.6764722152525716,0.4160694791593462,0.4048465736899517,0.4213605973739268,0.11971441732819521,0.11456042841500855,0.12391772881341694,0.8251913304619898,0.8131724211073458,0.8367606726042196,0.6652624204979338,0.6508295268412949,0.6734712852189124,0.3838062538280869,0.3773376032841436,0.39211773899253255,0.8330889599337605,0.8292704611183576,0.8398627374028562,0.6584982417921843,0.6438357037023466,0.6753448591258913,0.3933027506225484,0.37985145228011474,0.412231575003215,0.6457215699661375,0.6422531083643875,0.6733960711268356,0.4088550319655584,0.3893566674737538,0.41138089332015504,0.10908082326919669,0.10156857282994704,0.12762007365855496,0.6609820435847366,0.6491371934757374,0.6764299977268822,0.41603410064230184,0.4048586291298139,0.42161794346799225,0.11965717258972428,0.11475940283785895,0.1240843506457131
7,0.6025669438437453,0.5963650567458411,0.6194698206791881,0.34112110402573365,0.33549700601323773,0.35116827046578586,0.08300346506501638,0.0544535080647543,0.11091245159967617,0.6139493951290443,0.609253081118341,0.625694052921705,0.35928887228074574,0.3483610264430293,0.365313289842023,0.0843220393128895,0.08119797943775706,0.08632395082250799,0.8148332586674008,0.805923574268277,0.8210312003025819,0.6359266368781796,0.6286292699632146,0.6506008155868743,0.3459144554691197,0.3331980499578941,0.3562052175410728,0.826831415856454,0.8230660462718897,0.8332671034990142,0.6393422695370192,0.619290209721763,0.6562340687135451,0.35512404169667855,0.34581806290036887,0.3613451914516562,0.6026732477880735,0.5964982862486778,0.6195579544547158,0.34127716274692543,0.3356283809880042,0.3513065233975708,0.0831362018841646,0.05463723657126465,0.1110306188947997,0.6139566843562232,0.6094086586690926,0.6257907142951716,0.35923789576937226,0.3482167533108035,0.36550986181777845,0.08459191395645327,0.08121355587822214,0.0863385782052512
8,0.5655146005861544,0.5472362079197685,0.5748676904591059,0.2897786535698524,0.2782812918905699,0.31133328865733956,0.04367709520086742,0.03322658721537455,0.062014040586730323,0.5778924511594146,0.5649634902281427,0.5826793555672588,0.30858387050106306,0.30136853045678935,0.30949638538004026,0.05904206176799791,0.05771577418338202,0.06304647570883617,0.8068632483363811,0.7924922603469814,0.8146028731377308,0.618916236095657,0.5975927659287411,0.6256824539883585,0.3040577837233224,0.28994231187595093,0.3136394619355995,0.8147701794955585,0.804573022977683,0.8229745928226637,0.6079111443053336,0.5989882364095392,0.6361738846017129,0.31400359923476096,0.3067514616084236,0.32099601184778936,0.5656581298886971,0.5474137378760757,0.574951140588833,0.2899233704610425,0.27852972905470263,0.31139067116150765,0.04393308573362699,0.0334057588721581,0.06219123242256921,0.5778953751727756,0.5650449522859193,0.582758600093337,0.30881674587110497,0.30131209993765995,0.30966606740580915,0.059105893216654645,0.05805362330544732,0.0630071570622898
9,0.5285307836346019,0.5107407602452374,0.5449541610361154,0.2597996336600501,0.24393462921689923,0.2670348406989065,0.03963647777778133,0.012370795041426725,0.047818901505790115,0.5382509942741709,0.5301734827951705,0.5463452444538105,0.2651759327255668,0.26157831803034853,0.2704689835992791,0.04226638316601136,0.041035969438487,0.045085615882669364,0.7962990822923629,0.7842058401979705,0.8085031530142928,0.5924462423791554,0.5787986598902434,0.60888019008259,0.2635063352667891,0.2590538148301367,0.28646813024200524,0.8067889273802291,0.7874820280031357,0.8265402480582932,0.5831302365820343,0.5655559787107127,0.6021780276623017,0.282810679053781,0.268760695857155,0.2850652325453544,0.5286854887363232,0.5108752748636949,0.5450674554400897,0.25996520285901004,0.24410744523121472,0.26716989582559475,0.03978412783692358,0.012454864904337299,0.04797995243337728,0.5383602420754007,0.5302269952742531,0.5466397524441019,0.2652359116835193,0.26163591478901815,0.27064378410218454,0.042596009098484114,0.04101447639865409,0.04501039872356849
