,california_housing | subsample | sketch_size = m/4 = 5160 | residual_norms (median),california_housing | subsample | sketch_size = m/4 = 5160 | residual_norms (1st quartile),california_housing | subsample | sketch_size = m/4 = 5160 | residual_norms (3rd quartile),california_housing | gaussian | sketch_size = m/4 = 5160 | residual_norms (median),california_housing | gaussian | sketch_size = m/4 = 5160 | residual_norms (1st quartile),california_housing | gaussian | sketch_size = m/4 = 5160 | residual_norms (3rd quartile),california_housing | count | sketch_size = m/4 = 5160 | residual_norms (median),california_housing | count | sketch_size = m/4 = 5160 | residual_norms (1st quartile),california_housing | count | sketch_size = m/4 = 5160 | residual_norms (3rd quartile),california_housing | subcount | sketch_size = m/4 = 5160 | residual_norms (median),california_housing | subcount | sketch_size = m/4 = 5160 | residual_norms (1st quartile),california_housing | subcount | sketch_size = m/4 = 5160 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.8160248552008944,0.8137349385686217,0.8187915717231627,0.8094019096253562,0.8072133785372027,0.8116409925650929,0.8076484333827068,0.8048264641704925,0.8087702443480138,0.8101672270759681,0.8089894125052945,0.8108713187177893
2,0.6825127761755725,0.679633411121,0.6857567802676081,0.6783230617931786,0.6740072317929406,0.6808098098413183,0.6753808093801432,0.6728632191147148,0.6782830113300014,0.6778816208297158,0.6760300936551369,0.6805712937853687
3,0.5766112390803402,0.5759846573739618,0.5796375071892396,0.5761007892775802,0.5743504341639847,0.5789792997683072,0.5740623937303699,0.5717455481835788,0.5756915351999734,0.5763362093963285,0.5732595414317636,0.5773764777521302
4,0.493693524681303,0.4914276388561561,0.4949231594296464,0.4923582783618112,0.4903453995333939,0.4936159399392708,0.4925870034172798,0.49046295162653264,0.4929510565970201,0.4929153649521658,0.49047583893082086,0.4949306103184926
5,0.4218576028716291,0.4193719375958812,0.42401570303052805,0.423834429057775,0.4231933549975816,0.42531443578902106,0.42213613784606074,0.42170110385257054,0.4241181422005279,0.42408022949745394,0.42315879767479425,0.42498903550431594
6,0.3650086585797603,0.36092679071037886,0.3677161896308633,0.3663715411765691,0.3657972034373118,0.36688212301805345,0.3644253751509028,0.3635921596029703,0.36667614673958493,0.3654238116698912,0.3645981517954833,0.3659664236504673
7,0.31468525776325784,0.31383838470096415,0.3178065261468137,0.3165253961213033,0.31594171927686054,0.3168658103183861,0.31471605081518994,0.3138029822016637,0.3164320830834263,0.31534871368527195,0.31434871920377583,0.3160144897697055
8,0.2727242814675226,0.27089293599682335,0.276943237834732,0.27467465690147275,0.27346592941272846,0.2751790345292163,0.27230324137089446,0.27037099885677884,0.27432070672585374,0.2734723523294894,0.2724303224763158,0.2741864009654049
9,0.2356652066598534,0.23238196575555597,0.2413534315472019,0.23807792628240954,0.23662964558622074,0.23837798020613682,0.23532821526427244,0.2345529394716175,0.2367976394348338,0.23680375538447168,0.2363738571632939,0.23762626501288908
10,0.20260108401808946,0.2004137998641029,0.21056788145250865,0.20661287703398173,0.20529621169523993,0.20691187719465576,0.20438602004529144,0.20371861228978727,0.20471101949458959,0.2059127705618555,0.20548816753031388,0.20678869710219838
11,0.17633265240147739,0.1720921395267367,0.18231812839992706,0.17902058810814325,0.178505427783099,0.1798884962542971,0.17751020333262407,0.17689964505160974,0.1780206113565324,0.17906734556887982,0.17856930073318103,0.17976387584270986
12,0.15362093274664135,0.1498969731180675,0.1576297693405868,0.15571854006885044,0.15536719299996954,0.15622066965312015,0.1547922746886268,0.15361247289717575,0.1554902993926414,0.15583029243875007,0.15542146312665084,0.15646378376614795
13,0.1339675802145159,0.12774936859075148,0.13854539822239711,0.1359596457670148,0.13532656737450993,0.13629600915565937,0.13433569764869835,0.13344284323217287,0.13539719170109837,0.13576676004172467,0.13529750888088932,0.13600401789050784
14,0.11744275773031956,0.11075430198060765,0.1219985957885138,0.11834306268353101,0.11796743974737625,0.1187066593274809,0.11706933927841978,0.11630065553510194,0.11805103644000074,0.11798441567199655,0.1177630869003001,0.11860636674324895
15,0.10148832445767267,0.09673946537471813,0.10720386147576938,0.10312468578789075,0.10295743286324513,0.10347246554152877,0.10207955365462093,0.10156033935650863,0.10302261809169543,0.10298888797544711,0.10250383459597688,0.10315678096795511
16,0.08888389729520345,0.0838884471288485,0.09145701420606799,0.09003064344602218,0.08984195944399605,0.09037428282048642,0.08905282302866979,0.08852788662000009,0.08959101416132724,0.08966587098069738,0.08942594705920807,0.09012573930239438
17,0.07653701731767104,0.07246566833307791,0.08163587765927989,0.07856662283808324,0.07846962235028451,0.07865254221043262,0.0778647782651132,0.07718904706856883,0.07854461766199583,0.07843484153950894,0.07813381132632635,0.07872766961034078
18,0.06749110890292315,0.06217984505888495,0.0726246419681002,0.0687840979156756,0.06858348840304992,0.06901993752317576,0.06823375087572497,0.06760088246596697,0.06877507450924955,0.06855790912623515,0.0684369360333711,0.06870758398926842
19,0.05915030436464895,0.05557140468576861,0.06457468108540698,0.06025882596326692,0.06002871523700685,0.06036572598981993,0.05986571817014844,0.05926567727838358,0.060276124743843716,0.060048256862663296,0.05987242900860365,0.06022653543484918
20,0.05071052358265438,0.047679654898161214,0.055546987230514384,0.052896800635910464,0.05274618219779951,0.05303929594041416,0.05253997892838695,0.05207036990276431,0.052999489764375886,0.05260283293109963,0.052498091915274894,0.05278788639157724
21,0.04441939658792565,0.04151122873845349,0.04944338601660264,0.04647303745303173,0.0462845737506605,0.04675433884002264,0.046243964319315496,0.04581883886302043,0.04654965105218449,0.04623618124224886,0.0460714090697755,0.046450322222842615
22,0.039382454935581,0.037699793465200464,0.0433912297756524,0.040915599416969956,0.04052980915900081,0.041217470503577255,0.04072543553169402,0.04030298762432092,0.04104848708755106,0.040669288819726174,0.04065699380908591,0.040801980936593416
23,0.0329126291114451,0.030166194431666134,0.03587434366826919,0.03599169143601335,0.0357272142685381,0.036263421070372524,0.035906718814466505,0.035621877559295065,0.036262874302187775,0.03601556672506835,0.03586096402791704,0.036086251213999
24,0.02795103971484785,0.02714921111833641,0.029944130222913944,0.031816143005005446,0.03152937934403334,0.03209725001879517,0.03176728440636314,0.03153423712832197,0.03202070232720107,0.031860828619828,0.03164755228091577,0.03195358047286434
25,0.024742439396525776,0.021480931003016346,0.02627414322259675,0.028117991546917513,0.027858392488605232,0.028380257980844432,0.028161980590574835,0.027851147843707725,0.028335970330587747,0.028205284295020963,0.028009352033991776,0.02833263039188654
26,0.02018271790635568,0.017586684972077566,0.02288965423427983,0.024924456138243928,0.024725680280683542,0.025240396763324142,0.02495686478235657,0.02470945047371251,0.025122020567217324,0.024983350837152987,0.024895149341005417,0.02507125911435241
27,0.015446257941940678,0.014216121038642041,0.019518271153530584,0.022142487982459623,0.02203427904393586,0.022429362551603993,0.022160663988600775,0.021963273552573985,0.022328555933880785,0.022217737907366975,0.02217674458683472,0.02227637019883831
28,0.013403795097088708,0.012607134105240829,0.014884184539163643,0.019764305390888325,0.019556689887618602,0.019968540230653586,0.019827654201993214,0.01954721550091525,0.02001635627710778,0.01984656409358817,0.019752016636985188,0.01989123537904741
29,0.012042719988832221,0.01132644184354084,0.014050341672802898,0.01762831992592715,0.017497053181079286,0.01779722692242444,0.0177364703414482,0.017435722018608442,0.017915987656163958,0.017677814034271135,0.01761391001781107,0.017715585581819286
