,rcv1 | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (median),rcv1 | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),rcv1 | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),rcv1 | gaussian | sketch_size = m^(2/3) = 1307 | residual_norms (median),rcv1 | gaussian | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),rcv1 | gaussian | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),rcv1 | count | sketch_size = m^(2/3) = 1307 | residual_norms (median),rcv1 | count | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),rcv1 | count | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),rcv1 | subcount | sketch_size = m^(2/3) = 1307 | residual_norms (median),rcv1 | subcount | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),rcv1 | subcount | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.31825677731728835,0.31825677731728835,0.31825677731728835,0.003303638198886795,0.003303638198886795,0.003303638198886795,0.0033012369209978764,0.0033012369209978764,0.0033012369209978764,0.12284957886137199,0.12284957886137199,0.12284957886137199
2,0.13144176070146235,0.13144176070146235,0.13144176070146235,0.005243027035384593,0.005243027035384593,0.005243027035384593,0.005207573689924716,0.005207573689924716,0.005207573689924716,0.050635054266848424,0.050635054266848424,0.050635054266848424
3,0.08622631546288524,0.08622631546288524,0.08622631546288524,0.0012015700354018825,0.0012015700354018825,0.0012015700354018825,0.0012301758701539782,0.0012301758701539782,0.0012301758701539782,0.042431615985375204,0.042431615985375204,0.042431615985375204
4,0.05902608376114289,0.05902608376114289,0.05902608376114289,0.0010204228803193565,0.0010204228803193565,0.0010204228803193565,0.0010599043829162625,0.0010599043829162625,0.0010599043829162625,0.040267047218932484,0.040267047218932484,0.040267047218932484
5,0.06070872224705076,0.06070872224705076,0.06070872224705076,0.0009059135739690767,0.0009059135739690767,0.0009059135739690767,0.0009337806104062412,0.0009337806104062412,0.0009337806104062412,0.034760701893020156,0.034760701893020156,0.034760701893020156
6,0.04911886259359736,0.04911886259359736,0.04911886259359736,0.0008247069980688643,0.0008247069980688643,0.0008247069980688643,0.0008415222732251256,0.0008415222732251256,0.0008415222732251256,0.031638544643453746,0.031638544643453746,0.031638544643453746
7,0.042999396075908955,0.042999396075908955,0.042999396075908955,0.0007666839073236777,0.0007666839073236777,0.0007666839073236777,0.0007759302201204348,0.0007759302201204348,0.0007759302201204348,0.0033401092298427147,0.0033401092298427147,0.0033401092298427147
8,0.05291066605329597,0.05291066605329597,0.05291066605329597,0.0007126021623037047,0.0007126021623037047,0.0007126021623037047,0.0007197633489961012,0.0007197633489961012,0.0007197633489961012,0.003053143517589441,0.003053143517589441,0.003053143517589441
9,0.05472672392706078,0.05472672392706078,0.05472672392706078,0.0006698301814223338,0.0006698301814223338,0.0006698301814223338,0.0006794108477991426,0.0006794108477991426,0.0006794108477991426,0.010210925551225986,0.010210925551225986,0.010210925551225986
