,rcv1 | direct | sketch_size = m^(2/3) = 1307 | residual_norms (median),rcv1 | direct | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),rcv1 | direct | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),rcv1 | cg | sketch_size = m^(2/3) = 1307 | residual_norms (median),rcv1 | cg | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),rcv1 | cg | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),rcv1 | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (median),rcv1 | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),rcv1 | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),rcv1 | count | sketch_size = m^(2/3) = 1307 | residual_norms (median),rcv1 | count | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),rcv1 | count | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile)
0,4.926257484440879e-16,4.926257484440879e-16,4.926257484440879e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,,,,0.02350006936029743,0.02350006936029743,0.02350006936029743,0.3182567773172884,0.3182567773172884,0.3182567773172884,0.0033012369209978773,0.0033012369209978773,0.0033012369209978773
2,,,,0.011336401604773024,0.011336401604773024,0.011336401604773024,0.13144176070146238,0.13144176070146238,0.13144176070146238,0.005207573689924711,0.005207573689924711,0.005207573689924711
3,,,,0.003962831463287162,0.003962831463287162,0.003962831463287162,0.08622631546288526,0.08622631546288526,0.08622631546288526,0.0012301758701539793,0.0012301758701539793,0.0012301758701539793
4,,,,0.003587556680087102,0.003587556680087102,0.003587556680087102,0.059026083761142906,0.059026083761142906,0.059026083761142906,0.0010599043829162596,0.0010599043829162596,0.0010599043829162596
5,,,,0.002475116956748434,0.002475116956748434,0.002475116956748434,0.06070872224705077,0.06070872224705077,0.06070872224705077,0.0009337806104062408,0.0009337806104062408,0.0009337806104062408
6,,,,0.002080470465222157,0.002080470465222157,0.002080470465222157,0.04911886259359736,0.04911886259359736,0.04911886259359736,0.0008415222732251257,0.0008415222732251257,0.0008415222732251257
7,,,,0.0162100704325168,0.0162100704325168,0.0162100704325168,0.04299939607590898,0.04299939607590898,0.04299939607590898,0.0007759302201204349,0.0007759302201204349,0.0007759302201204349
8,,,,0.0014585939840374368,0.0014585939840374368,0.0014585939840374368,0.05291066605329599,0.05291066605329599,0.05291066605329599,0.0007197633489961013,0.0007197633489961013,0.0007197633489961013
9,,,,0.0013147221111033632,0.0013147221111033632,0.0013147221111033632,0.0547267239270608,0.0547267239270608,0.0547267239270608,0.0006794108477991429,0.0006794108477991429,0.0006794108477991429
10,,,,0.001121528519092639,0.001121528519092639,0.001121528519092639,0.0492175065677856,0.0492175065677856,0.0492175065677856,0.0006397398070287041,0.0006397398070287041,0.0006397398070287041
11,,,,0.0010129372599718424,0.0010129372599718424,0.0010129372599718424,0.054522283390555995,0.054522283390555995,0.054522283390555995,0.0006076440606591182,0.0006076440606591182,0.0006076440606591182
12,,,,0.0008336903778858622,0.0008336903778858622,0.0008336903778858622,0.03747228328567455,0.03747228328567455,0.03747228328567455,0.0005748412016852466,0.0005748412016852466,0.0005748412016852466
13,,,,0.001272366369975724,0.001272366369975724,0.001272366369975724,0.03250360747282039,0.03250360747282039,0.03250360747282039,0.0005480619166654245,0.0005480619166654245,0.0005480619166654245
14,,,,0.0010864992294357498,0.0010864992294357498,0.0010864992294357498,0.031778810116930206,0.031778810116930206,0.031778810116930206,0.0005290889581555233,0.0005290889581555233,0.0005290889581555233
15,,,,0.0007001000684847297,0.0007001000684847297,0.0007001000684847297,0.0297213665543936,0.0297213665543936,0.0297213665543936,0.0005115485685354619,0.0005115485685354619,0.0005115485685354619
16,,,,0.0006734041944401604,0.0006734041944401604,0.0006734041944401604,0.05326801621998732,0.05326801621998732,0.05326801621998732,0.0004940193860554259,0.0004940193860554259,0.0004940193860554259
17,,,,0.000586589583217319,0.000586589583217319,0.000586589583217319,0.0416987602311094,0.0416987602311094,0.0416987602311094,0.00047132423130591985,0.00047132423130591985,0.00047132423130591985
18,,,,0.000530813435614511,0.000530813435614511,0.000530813435614511,0.03556351172099429,0.03556351172099429,0.03556351172099429,0.0004586683123756697,0.0004586683123756697,0.0004586683123756697
19,,,,0.0005185578251669542,0.0005185578251669542,0.0005185578251669542,0.04321931065772004,0.04321931065772004,0.04321931065772004,0.00043946581044172165,0.00043946581044172165,0.00043946581044172165
20,,,,0.003584755786586749,0.003584755786586749,0.003584755786586749,0.03185272566936224,0.03185272566936224,0.03185272566936224,0.00042907983289247587,0.00042907983289247587,0.00042907983289247587
21,,,,0.00046526178270546784,0.00046526178270546784,0.00046526178270546784,0.03910508877460108,0.03910508877460108,0.03910508877460108,0.00041758747524180297,0.00041758747524180297,0.00041758747524180297
22,,,,0.00042309173862526735,0.00042309173862526735,0.00042309173862526735,0.036403669919234855,0.036403669919234855,0.036403669919234855,0.000404385395601647,0.000404385395601647,0.000404385395601647
23,,,,0.0004011937364184439,0.0004011937364184439,0.0004011937364184439,0.0344772080510644,0.0344772080510644,0.0344772080510644,0.0003895048858775454,0.0003895048858775454,0.0003895048858775454
24,,,,0.0005041370092522355,0.0005041370092522355,0.0005041370092522355,0.03412171799773694,0.03412171799773694,0.03412171799773694,0.0003768069458821677,0.0003768069458821677,0.0003768069458821677
25,,,,0.0004817660929185125,0.0004817660929185125,0.0004817660929185125,0.03486670525385104,0.03486670525385104,0.03486670525385104,0.00036559576760134937,0.00036559576760134937,0.00036559576760134937
26,,,,0.0012941614367040723,0.0012941614367040723,0.0012941614367040723,0.03285801934093635,0.03285801934093635,0.03285801934093635,0.0003566417117306328,0.0003566417117306328,0.0003566417117306328
27,,,,0.00035810268384008943,0.00035810268384008943,0.00035810268384008943,0.032394986153659,0.032394986153659,0.032394986153659,0.00035018886216273403,0.00035018886216273403,0.00035018886216273403
28,,,,0.00033003748103669543,0.00033003748103669543,0.00033003748103669543,0.027957550134137185,0.027957550134137185,0.027957550134137185,0.0003388886989451493,0.0003388886989451493,0.0003388886989451493
