,no_mom | subsample | sketch_size = m/4 = 5160 | residual_norms (median),no_mom | subsample | sketch_size = m/4 = 5160 | residual_norms (1st quartile),no_mom | subsample | sketch_size = m/4 = 5160 | residual_norms (3rd quartile),no_mom | count | sketch_size = m/4 = 5160 | residual_norms (median),no_mom | count | sketch_size = m/4 = 5160 | residual_norms (1st quartile),no_mom | count | sketch_size = m/4 = 5160 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = m/4 = 5160 | residual_norms (median),cst_mom | subsample | sketch_size = m/4 = 5160 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = m/4 = 5160 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m/4 = 5160 | residual_norms (median),cst_mom | count | sketch_size = m/4 = 5160 | residual_norms (1st quartile),cst_mom | count | sketch_size = m/4 = 5160 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = m/4 = 5160 | residual_norms (median),inc_mom | subsample | sketch_size = m/4 = 5160 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = m/4 = 5160 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m/4 = 5160 | residual_norms (median),inc_mom | count | sketch_size = m/4 = 5160 | residual_norms (1st quartile),inc_mom | count | sketch_size = m/4 = 5160 | residual_norms (3rd quartile)
10,0.19953676607119963,0.19953676607119963,0.19953676607119963,0.20407255500871463,0.20407255500871463,0.20407255500871463,0.524043763635683,0.524043763635683,0.524043763635683,0.5265296705401921,0.5265296705401921,0.5265296705401921,0.20002170945671383,0.20002170945671383,0.20002170945671383,0.2045002969603212,0.2045002969603212,0.2045002969603212
11,0.17415501431051164,0.17415501431051164,0.17415501431051164,0.17721726872475035,0.17721726872475035,0.17721726872475035,0.5030794223347611,0.5030794223347611,0.5030794223347611,0.5069887715461422,0.5069887715461422,0.5069887715461422,0.17469511920201564,0.17469511920201564,0.17469511920201564,0.17775525276423898,0.17775525276423898,0.17775525276423898
12,0.15003498756732633,0.15003498756732633,0.15003498756732633,0.1541767353896761,0.1541767353896761,0.1541767353896761,0.48444039703620945,0.48444039703620945,0.48444039703620945,0.48761373122879004,0.48761373122879004,0.48761373122879004,0.15061572193899006,0.15061572193899006,0.15061572193899006,0.15468727158842344,0.15468727158842344,0.15468727158842344
13,0.12567512033100484,0.12567512033100484,0.12567512033100484,0.13307633444486874,0.13307633444486874,0.13307633444486874,0.46182480071902693,0.46182480071902693,0.46182480071902693,0.4657236485959416,0.4657236485959416,0.4657236485959416,0.1263054204969431,0.1263054204969431,0.1263054204969431,0.1335161497062069,0.1335161497062069,0.1335161497062069
14,0.11256976830346456,0.11256976830346456,0.11256976830346456,0.11616027583959516,0.11616027583959516,0.11616027583959516,0.4457186197022262,0.4457186197022262,0.4457186197022262,0.44770552584018686,0.44770552584018686,0.44770552584018686,0.11323171807620504,0.11323171807620504,0.11323171807620504,0.11664565463106326,0.11664565463106326,0.11664565463106326
15,0.09316479522807278,0.09316479522807278,0.09316479522807278,0.10091727168573526,0.10091727168573526,0.10091727168573526,0.4263989209076519,0.4263989209076519,0.4263989209076519,0.42908491106933916,0.42908491106933916,0.42908491106933916,0.09386412592365044,0.09386412592365044,0.09386412592365044,0.10137846709517878,0.10137846709517878,0.10137846709517878
16,0.07681457978659141,0.07681457978659141,0.07681457978659141,0.08782281818743314,0.08782281818743314,0.08782281818743314,0.40818538095358753,0.40818538095358753,0.40818538095358753,0.41146653972000724,0.41146653972000724,0.41146653972000724,0.07753556309281254,0.07753556309281254,0.07753556309281254,0.08828267611396858,0.08828267611396858,0.08828267611396858
17,0.06678234448748523,0.06678234448748523,0.06678234448748523,0.07648193584875075,0.07648193584875075,0.07648193584875075,0.3924543266391365,0.3924543266391365,0.3924543266391365,0.39363932255227113,0.39363932255227113,0.39363932255227113,0.06749073345148816,0.06749073345148816,0.06749073345148816,0.07696079148710222,0.07696079148710222,0.07696079148710222
18,0.06007233657521106,0.06007233657521106,0.06007233657521106,0.0666769527280574,0.0666769527280574,0.0666769527280574,0.37509474372169654,0.37509474372169654,0.37509474372169654,0.3757774921442985,0.3757774921442985,0.3757774921442985,0.06074005245106125,0.06074005245106125,0.06074005245106125,0.06723600781924133,0.06723600781924133,0.06723600781924133
19,0.054911329874306906,0.054911329874306906,0.054911329874306906,0.05795159227097519,0.05795159227097519,0.05795159227097519,0.3631690299641017,0.3631690299641017,0.3631690299641017,0.3623704223944064,0.3623704223944064,0.3623704223944064,0.055519766702394766,0.055519766702394766,0.055519766702394766,0.05852719559908501,0.05852719559908501,0.05852719559908501
20,0.046585834574140624,0.046585834574140624,0.046585834574140624,0.05086769908466881,0.05086769908466881,0.05086769908466881,0.34751263560831397,0.34751263560831397,0.34751263560831397,0.348311000328949,0.348311000328949,0.348311000328949,0.04727472387325292,0.04727472387325292,0.04727472387325292,0.05144704759915736,0.05144704759915736,0.05144704759915736
21,0.04076618129317295,0.04076618129317295,0.04076618129317295,0.04454796303996047,0.04454796303996047,0.04454796303996047,0.334232709974815,0.334232709974815,0.334232709974815,0.33432930172541636,0.33432930172541636,0.33432930172541636,0.041474570204899676,0.041474570204899676,0.041474570204899676,0.045138832400174765,0.045138832400174765,0.045138832400174765
22,0.03800667963197696,0.03800667963197696,0.03800667963197696,0.039128386338297266,0.039128386338297266,0.039128386338297266,0.3209076914859503,0.3209076914859503,0.3209076914859503,0.3216766944438963,0.3216766944438963,0.3216766944438963,0.038617365907905085,0.038617365907905085,0.038617365907905085,0.03966116822085598,0.03966116822085598,0.03966116822085598
23,0.029339738933874582,0.029339738933874582,0.029339738933874582,0.0343598155518352,0.0343598155518352,0.0343598155518352,0.3087701742794994,0.3087701742794994,0.3087701742794994,0.30846698752805135,0.30846698752805135,0.30846698752805135,0.030029613489177823,0.030029613489177823,0.030029613489177823,0.03484017296293284,0.03484017296293284,0.03484017296293284
24,0.027009761432455974,0.027009761432455974,0.027009761432455974,0.030387006817230718,0.030387006817230718,0.030387006817230718,0.29439725392598787,0.29439725392598787,0.29439725392598787,0.29590633116645115,0.29590633116645115,0.29590633116645115,0.02763992698709669,0.02763992698709669,0.02763992698709669,0.030840791270687513,0.030840791270687513,0.030840791270687513
25,0.023980638796579225,0.023980638796579225,0.023980638796579225,0.026809665603871203,0.026809665603871203,0.026809665603871203,0.2830254459771167,0.2830254459771167,0.2830254459771167,0.2838651360068579,0.2838651360068579,0.2838651360068579,0.024587644500178595,0.024587644500178595,0.024587644500178595,0.027286114833456433,0.027286114833456433,0.027286114833456433
26,0.02312591981675791,0.02312591981675791,0.02312591981675791,0.023686695183754415,0.023686695183754415,0.023686695183754415,0.2735771157909372,0.2735771157909372,0.2735771157909372,0.27156373206790124,0.27156373206790124,0.27156373206790124,0.02369289328046227,0.02369289328046227,0.02369289328046227,0.024115888462073264,0.024115888462073264,0.024115888462073264
27,0.018412708407251854,0.018412708407251854,0.018412708407251854,0.021018646164322405,0.021018646164322405,0.021018646164322405,0.26226234968994494,0.26226234968994494,0.26226234968994494,0.2608564670561809,0.2608564670561809,0.2608564670561809,0.01884498364707197,0.01884498364707197,0.01884498364707197,0.02141803682842339,0.02141803682842339,0.02141803682842339
28,0.014458494735094632,0.014458494735094632,0.014458494735094632,0.018724212653509046,0.018724212653509046,0.018724212653509046,0.2503279763912805,0.2503279763912805,0.2503279763912805,0.25087402405112946,0.25087402405112946,0.25087402405112946,0.014884530389630347,0.014884530389630347,0.014884530389630347,0.01907961684808597,0.01907961684808597,0.01907961684808597
29,0.013140749782846314,0.013140749782846314,0.013140749782846314,0.016734210599491595,0.016734210599491595,0.016734210599491595,0.23752375588129218,0.23752375588129218,0.23752375588129218,0.24028700847827583,0.24028700847827583,0.24028700847827583,0.013611298563578175,0.013611298563578175,0.013611298563578175,0.017062705805806263,0.017062705805806263,0.017062705805806263
30,0.009651644515111664,0.009651644515111664,0.009651644515111664,0.015009572339778758,0.015009572339778758,0.015009572339778758,0.22714423307689222,0.22714423307689222,0.22714423307689222,0.23007557943816134,0.23007557943816134,0.23007557943816134,0.01011154962666761,0.01011154962666761,0.01011154962666761,0.015302919986182668,0.015302919986182668,0.015302919986182668
31,0.00896234216852887,0.00896234216852887,0.00896234216852887,0.013474173683349886,0.013474173683349886,0.013474173683349886,0.2167152995214622,0.2167152995214622,0.2167152995214622,0.22017563434261414,0.22017563434261414,0.22017563434261414,0.00949679927794677,0.00949679927794677,0.00949679927794677,0.013705771661325675,0.013705771661325675,0.013705771661325675
32,0.007884509998568016,0.007884509998568016,0.007884509998568016,0.012161706356560885,0.012161706356560885,0.012161706356560885,0.20972752492170915,0.20972752492170915,0.20972752492170915,0.21280248981730243,0.21280248981730243,0.21280248981730243,0.00816809783603512,0.00816809783603512,0.00816809783603512,0.012368162422500193,0.012368162422500193,0.012368162422500193
33,0.006094896779214784,0.006094896779214784,0.006094896779214784,0.010982837267792282,0.010982837267792282,0.010982837267792282,0.197360484920253,0.197360484920253,0.197360484920253,0.20453044024019834,0.20453044024019834,0.20453044024019834,0.006328232311134844,0.006328232311134844,0.006328232311134844,0.011158411554370189,0.011158411554370189,0.011158411554370189
34,0.005797943829061371,0.005797943829061371,0.005797943829061371,0.00997531040227931,0.00997531040227931,0.00997531040227931,0.1871553828935559,0.1871553828935559,0.1871553828935559,0.19525325528808818,0.19525325528808818,0.19525325528808818,0.0060762908555267925,0.0060762908555267925,0.0060762908555267925,0.010136608018365243,0.010136608018365243,0.010136608018365243
35,0.005362192485171813,0.005362192485171813,0.005362192485171813,0.009124253410896722,0.009124253410896722,0.009124253410896722,0.18302204201556085,0.18302204201556085,0.18302204201556085,0.18601885441750632,0.18601885441750632,0.18601885441750632,0.005777870846188406,0.005777870846188406,0.005777870846188406,0.009253044972175578,0.009253044972175578,0.009253044972175578
36,0.005072567517554591,0.005072567517554591,0.005072567517554591,0.008394220316139435,0.008394220316139435,0.008394220316139435,0.17457780356720473,0.17457780356720473,0.17457780356720473,0.1783497523083907,0.1783497523083907,0.1783497523083907,0.0052634616221880915,0.0052634616221880915,0.0052634616221880915,0.008490023435355282,0.008490023435355282,0.008490023435355282
37,0.004277120859443572,0.004277120859443572,0.004277120859443572,0.007706406364201041,0.007706406364201041,0.007706406364201041,0.16569559866101097,0.16569559866101097,0.16569559866101097,0.1713960544029658,0.1713960544029658,0.1713960544029658,0.004323515791243246,0.004323515791243246,0.004323515791243246,0.007794459615140011,0.007794459615140011,0.007794459615140011
38,0.0040916660963094854,0.0040916660963094854,0.0040916660963094854,0.007107970868140828,0.007107970868140828,0.007107970868140828,0.16058359585167772,0.16058359585167772,0.16058359585167772,0.16474443513628745,0.16474443513628745,0.16474443513628745,0.004138921406846419,0.004138921406846419,0.004138921406846419,0.007171007160952372,0.007171007160952372,0.007171007160952372
39,0.0037427687502243996,0.0037427687502243996,0.0037427687502243996,0.00659204624175543,0.00659204624175543,0.00659204624175543,0.15303150133044433,0.15303150133044433,0.15303150133044433,0.1584282553436374,0.1584282553436374,0.1584282553436374,0.003509349714244189,0.003509349714244189,0.003509349714244189,0.006627968945513613,0.006627968945513613,0.006627968945513613
40,0.0033306472035350815,0.0033306472035350815,0.0033306472035350815,0.006144021339745878,0.006144021339745878,0.006144021339745878,0.14584783570739548,0.14584783570739548,0.14584783570739548,0.1522123897624073,0.1522123897624073,0.1522123897624073,0.00329385163602862,0.00329385163602862,0.00329385163602862,0.006173079079560226,0.006173079079560226,0.006173079079560226
41,0.003257384504611825,0.003257384504611825,0.003257384504611825,0.005715986523471488,0.005715986523471488,0.005715986523471488,0.1410804637984123,0.1410804637984123,0.1410804637984123,0.14548289783604,0.14548289783604,0.14548289783604,0.0032329111243347233,0.0032329111243347233,0.0032329111243347233,0.005733366078588095,0.005733366078588095,0.005733366078588095
42,0.003039266429540001,0.003039266429540001,0.003039266429540001,0.005371657285961796,0.005371657285961796,0.005371657285961796,0.1354678147438272,0.1354678147438272,0.1354678147438272,0.13934404383463295,0.13934404383463295,0.13934404383463295,0.0029424498366486824,0.0029424498366486824,0.0029424498366486824,0.005370156549035396,0.005370156549035396,0.005370156549035396
43,0.002826186784190888,0.002826186784190888,0.002826186784190888,0.005071154773518604,0.005071154773518604,0.005071154773518604,0.12974281271610943,0.12974281271610943,0.12974281271610943,0.1334510153779396,0.1334510153779396,0.1334510153779396,0.002761975438464722,0.002761975438464722,0.002761975438464722,0.005056923320525203,0.005056923320525203,0.005056923320525203
44,0.0024896931167400936,0.0024896931167400936,0.0024896931167400936,0.004810711635572166,0.004810711635572166,0.004810711635572166,0.12532605880823908,0.12532605880823908,0.12532605880823908,0.12837830271847384,0.12837830271847384,0.12837830271847384,0.0022769139945789736,0.0022769139945789736,0.0022769139945789736,0.00478844567418668,0.00478844567418668,0.00478844567418668
45,0.002353775347317052,0.002353775347317052,0.002353775347317052,0.004580287569318749,0.004580287569318749,0.004580287569318749,0.12043329781309647,0.12043329781309647,0.12043329781309647,0.12342064355843052,0.12342064355843052,0.12342064355843052,0.0021503756871691965,0.0021503756871691965,0.0021503756871691965,0.004543405777853556,0.004543405777853556,0.004543405777853556
46,0.0022512671162057372,0.0022512671162057372,0.0022512671162057372,0.00435250902838392,0.00435250902838392,0.00435250902838392,0.11496298157727705,0.11496298157727705,0.11496298157727705,0.117183478989327,0.117183478989327,0.117183478989327,0.0021296306905099526,0.0021296306905099526,0.0021296306905099526,0.0043110747047059046,0.0043110747047059046,0.0043110747047059046
47,0.0022015098911437464,0.0022015098911437464,0.0022015098911437464,0.004141363950981836,0.004141363950981836,0.004141363950981836,0.11060834029585591,0.11060834029585591,0.11060834029585591,0.11254905400402558,0.11254905400402558,0.11254905400402558,0.002057055297092425,0.002057055297092425,0.002057055297092425,0.004100865104866138,0.004100865104866138,0.004100865104866138
48,0.0021551536138686065,0.0021551536138686065,0.0021551536138686065,0.0039589558213055966,0.0039589558213055966,0.0039589558213055966,0.10760347622172034,0.10760347622172034,0.10760347622172034,0.10856068623189333,0.10856068623189333,0.10856068623189333,0.0019709947771876404,0.0019709947771876404,0.0019709947771876404,0.003916580335980807,0.003916580335980807,0.003916580335980807
49,0.002116764787583935,0.002116764787583935,0.002116764787583935,0.003803815475215638,0.003803815475215638,0.003803815475215638,0.10569270479894238,0.10569270479894238,0.10569270479894238,0.10399701406358963,0.10399701406358963,0.10399701406358963,0.001967175907984116,0.001967175907984116,0.001967175907984116,0.0037563627696651685,0.0037563627696651685,0.0037563627696651685
50,0.0019526172124173546,0.0019526172124173546,0.0019526172124173546,0.0036761222343916827,0.0036761222343916827,0.0036761222343916827,0.09971137236115453,0.09971137236115453,0.09971137236115453,0.09987311620806477,0.09987311620806477,0.09987311620806477,0.0018069488566388584,0.0018069488566388584,0.0018069488566388584,0.0036228042786483976,0.0036228042786483976,0.0036228042786483976
51,0.00185756051486939,0.00185756051486939,0.00185756051486939,0.0035552560882676615,0.0035552560882676615,0.0035552560882676615,0.09288823178919856,0.09288823178919856,0.09288823178919856,0.09615090530080231,0.09615090530080231,0.09615090530080231,0.001696321496532679,0.001696321496532679,0.001696321496532679,0.003505541416886211,0.003505541416886211,0.003505541416886211
52,0.0018382774340584202,0.0018382774340584202,0.0018382774340584202,0.0034290585201303,0.0034290585201303,0.0034290585201303,0.09064673831385928,0.09064673831385928,0.09064673831385928,0.0920290532162064,0.0920290532162064,0.0920290532162064,0.0016958314684760198,0.0016958314684760198,0.0016958314684760198,0.0033861945523034572,0.0033861945523034572,0.0033861945523034572
53,0.0017814181026501402,0.0017814181026501402,0.0017814181026501402,0.0032961166317241526,0.0032961166317241526,0.0032961166317241526,0.08736268829980566,0.08736268829980566,0.08736268829980566,0.08786254472360022,0.08786254472360022,0.08786254472360022,0.0016791316702528959,0.0016791316702528959,0.0016791316702528959,0.0032550565478321708,0.0032550565478321708,0.0032550565478321708
54,0.0016392494315837192,0.0016392494315837192,0.0016392494315837192,0.0031907727381725814,0.0031907727381725814,0.0031907727381725814,0.08174514000565032,0.08174514000565032,0.08174514000565032,0.08414971728722499,0.08414971728722499,0.08414971728722499,0.00160547104062611,0.00160547104062611,0.00160547104062611,0.003157271342949306,0.003157271342949306,0.003157271342949306
55,0.0015607340381935772,0.0015607340381935772,0.0015607340381935772,0.0030935711297036413,0.0030935711297036413,0.0030935711297036413,0.07827731964966315,0.07827731964966315,0.07827731964966315,0.08121731559782375,0.08121731559782375,0.08121731559782375,0.0015447816327658192,0.0015447816327658192,0.0015447816327658192,0.0030684390406485345,0.0030684390406485345,0.0030684390406485345
56,0.0015366826140282414,0.0015366826140282414,0.0015366826140282414,0.003004208457246316,0.003004208457246316,0.003004208457246316,0.07487816652622414,0.07487816652622414,0.07487816652622414,0.07780656231379432,0.07780656231379432,0.07780656231379432,0.001529049877281063,0.001529049877281063,0.001529049877281063,0.0029817656920369047,0.0029817656920369047,0.0029817656920369047
57,0.0014870330485460103,0.0014870330485460103,0.0014870330485460103,0.002916558076756905,0.002916558076756905,0.002916558076756905,0.07334285138172224,0.07334285138172224,0.07334285138172224,0.07462325003772144,0.07462325003772144,0.07462325003772144,0.0014850216343556565,0.0014850216343556565,0.0014850216343556565,0.002895933616841562,0.002895933616841562,0.002895933616841562
58,0.0015362880591898605,0.0015362880591898605,0.0015362880591898605,0.002839276974948371,0.002839276974948371,0.002839276974948371,0.07140708549775751,0.07140708549775751,0.07140708549775751,0.07164278596154654,0.07164278596154654,0.07164278596154654,0.0014548739132438679,0.0014548739132438679,0.0014548739132438679,0.0028178833361467517,0.0028178833361467517,0.0028178833361467517
59,0.0014804842359873282,0.0014804842359873282,0.0014804842359873282,0.002769188675340153,0.002769188675340153,0.002769188675340153,0.06824288646268316,0.06824288646268316,0.06824288646268316,0.06875752102950006,0.06875752102950006,0.06875752102950006,0.0014660079282492412,0.0014660079282492412,0.0014660079282492412,0.0027530805750610398,0.0027530805750610398,0.0027530805750610398
60,0.00145412039272119,0.00145412039272119,0.00145412039272119,0.002700166222589292,0.002700166222589292,0.002700166222589292,0.06378926393412925,0.06378926393412925,0.06378926393412925,0.06634120973642507,0.06634120973642507,0.06634120973642507,0.0014326705797578418,0.0014326705797578418,0.0014326705797578418,0.0026845219798400932,0.0026845219798400932,0.0026845219798400932
61,0.0014793547318345185,0.0014793547318345185,0.0014793547318345185,0.0026344202467684084,0.0026344202467684084,0.0026344202467684084,0.061420984596333765,0.061420984596333765,0.061420984596333765,0.0639031843788889,0.0639031843788889,0.0639031843788889,0.001470028479521556,0.001470028479521556,0.001470028479521556,0.0026229511909548506,0.0026229511909548506,0.0026229511909548506
62,0.0011425264762200777,0.0011425264762200777,0.0011425264762200777,0.0025738078239456786,0.0025738078239456786,0.0025738078239456786,0.0597419547526503,0.0597419547526503,0.0597419547526503,0.06126223981738897,0.06126223981738897,0.06126223981738897,0.0011953449152173102,0.0011953449152173102,0.0011953449152173102,0.002565488685626788,0.002565488685626788,0.002565488685626788
63,0.0011314632608740859,0.0011314632608740859,0.0011314632608740859,0.0025148012677124946,0.0025148012677124946,0.0025148012677124946,0.058859957601180984,0.058859957601180984,0.058859957601180984,0.058952829361984975,0.058952829361984975,0.058952829361984975,0.0012508450900613885,0.0012508450900613885,0.0012508450900613885,0.0025111466232288337,0.0025111466232288337,0.0025111466232288337
64,0.0010561523100111306,0.0010561523100111306,0.0010561523100111306,0.002456019761991251,0.002456019761991251,0.002456019761991251,0.05621622734442189,0.05621622734442189,0.05621622734442189,0.05661057264572851,0.05661057264572851,0.05661057264572851,0.0011349298423667775,0.0011349298423667775,0.0011349298423667775,0.00244887990212295,0.00244887990212295,0.00244887990212295
65,0.0009821995548174917,0.0009821995548174917,0.0009821995548174917,0.0024093247582241185,0.0024093247582241185,0.0024093247582241185,0.05254819350894833,0.05254819350894833,0.05254819350894833,0.05423878847702785,0.05423878847702785,0.05423878847702785,0.0010844124361466352,0.0010844124361466352,0.0010844124361466352,0.002410253577647668,0.002410253577647668,0.002410253577647668
66,,,,0.0023550936358321724,0.0023550936358321724,0.0023550936358321724,0.05036256433826798,0.05036256433826798,0.05036256433826798,0.05206572080981492,0.05206572080981492,0.05206572080981492,0.0008900611731047251,0.0008900611731047251,0.0008900611731047251,0.002365338573085867,0.002365338573085867,0.002365338573085867
67,,,,0.002307355650030005,0.002307355650030005,0.002307355650030005,0.04843010756707144,0.04843010756707144,0.04843010756707144,0.04983980586162962,0.04983980586162962,0.04983980586162962,,,,0.002312660299899519,0.002312660299899519,0.002312660299899519
68,,,,0.0022664880941019993,0.0022664880941019993,0.0022664880941019993,0.047313137304891735,0.047313137304891735,0.047313137304891735,0.047777248168760826,0.047777248168760826,0.047777248168760826,,,,0.0022774330328186533,0.0022774330328186533,0.0022774330328186533
69,,,,0.00221865377256078,0.00221865377256078,0.00221865377256078,0.04480059896344089,0.04480059896344089,0.04480059896344089,0.04577721761759904,0.04577721761759904,0.04577721761759904,,,,0.0022280362181079766,0.0022280362181079766,0.0022280362181079766
70,,,,0.0021899956211120734,0.0021899956211120734,0.0021899956211120734,0.042167314348176374,0.042167314348176374,0.042167314348176374,0.043772593711742996,0.043772593711742996,0.043772593711742996,,,,0.0022031434655923267,0.0022031434655923267,0.0022031434655923267
71,,,,0.002146026139140901,0.002146026139140901,0.002146026139140901,0.04255593484189503,0.04255593484189503,0.04255593484189503,0.04191517106520466,0.04191517106520466,0.04191517106520466,,,,0.002165090969942291,0.002165090969942291,0.002165090969942291
72,,,,0.002114046964942993,0.002114046964942993,0.002114046964942993,0.04018261617852063,0.04018261617852063,0.04018261617852063,0.04045382762259017,0.04045382762259017,0.04045382762259017,,,,0.00213530029935498,0.00213530029935498,0.00213530029935498
73,,,,0.002070944843078649,0.002070944843078649,0.002070944843078649,0.03613170056292861,0.03613170056292861,0.03613170056292861,0.038888290239361856,0.038888290239361856,0.038888290239361856,,,,0.0020925963626260567,0.0020925963626260567,0.0020925963626260567
74,,,,0.002032812005498759,0.002032812005498759,0.002032812005498759,0.03457889578237303,0.03457889578237303,0.03457889578237303,0.03738230253599297,0.03738230253599297,0.03738230253599297,,,,0.0020582953033879007,0.0020582953033879007,0.0020582953033879007
75,,,,0.002005403320845417,0.002005403320845417,0.002005403320845417,0.03429970354971771,0.03429970354971771,0.03429970354971771,0.03591109110622104,0.03591109110622104,0.03591109110622104,,,,0.0020351455348972492,0.0020351455348972492,0.0020351455348972492
76,,,,0.001973401763656077,0.001973401763656077,0.001973401763656077,0.03339844738169789,0.03339844738169789,0.03339844738169789,0.034539371834337335,0.034539371834337335,0.034539371834337335,,,,0.0020043296847540213,0.0020043296847540213,0.0020043296847540213
77,,,,0.001943263116968742,0.001943263116968742,0.001943263116968742,0.03241837870524123,0.03241837870524123,0.03241837870524123,0.03320314496737714,0.03320314496737714,0.03320314496737714,,,,0.00197609360803881,0.00197609360803881,0.00197609360803881
78,,,,0.0019190785512930302,0.0019190785512930302,0.0019190785512930302,0.03193054820332808,0.03193054820332808,0.03193054820332808,0.03193466802938288,0.03193466802938288,0.03193466802938288,,,,0.001955265267056379,0.001955265267056379,0.001955265267056379
79,,,,0.0018960867907540496,0.0018960867907540496,0.0018960867907540496,0.02905064565934371,0.02905064565934371,0.02905064565934371,0.030630845849393518,0.030630845849393518,0.030630845849393518,,,,0.001933118522855676,0.001933118522855676,0.001933118522855676
80,,,,0.0018704075888347667,0.0018704075888347667,0.0018704075888347667,0.028066451411613548,0.028066451411613548,0.028066451411613548,0.02961733854723952,0.02961733854723952,0.02961733854723952,,,,0.0019146126781868589,0.0019146126781868589,0.0019146126781868589
