,no_mom | count | sketch_size = m/4 = 3 | residual_norms (median),no_mom | count | sketch_size = m/4 = 3 | residual_norms (1st quartile),no_mom | count | sketch_size = m/4 = 3 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m/4 = 3 | residual_norms (median),cst_mom | count | sketch_size = m/4 = 3 | residual_norms (1st quartile),cst_mom | count | sketch_size = m/4 = 3 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m/4 = 3 | residual_norms (median),inc_mom | count | sketch_size = m/4 = 3 | residual_norms (1st quartile),inc_mom | count | sketch_size = m/4 = 3 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.0045952717089436075,0.003954621710760758,0.006941365246281481,0.0045952717089435685,0.003954621710760815,0.0069413652462815105,0.0045952717089436075,0.003954621710760758,0.006941365246281481
2,0.004884625234094971,0.003941626387072723,0.005377688793395539,0.4992009940662542,0.49704146344619576,0.5018586614301991,0.007132070245982812,0.00537788805724144,0.007889843996244152
3,0.0038045039766744044,0.0030510525072721213,0.005762327911194916,0.2515785678826621,0.2503621437710595,0.2525348439990691,0.0037644587549431428,0.003076686090861843,0.005942204308478071
4,0.0032834502919278697,0.0027661570372101616,0.0036689596252338827,0.1251618440121005,0.12346335252537254,0.12624964277301381,0.0033374713023310966,0.002768760999035895,0.0036775953017616205
5,0.005471657331849931,0.0026473195244297878,0.007941024480700795,0.19179174238093769,0.18801789843356848,0.20460300260202852,0.005406073400418172,0.002662832787622582,0.007840159712865918
6,0.0031936798519465095,0.002729569296967739,0.0046202946383139005,0.03787032581590861,0.03103380156815392,0.04663394083906524,0.0033815462006107485,0.0026864059807970328,0.0046817958517904055
7,0.003120750326253141,0.0024921740218848045,0.007058391946054163,0.07749801645805995,0.07523856263556195,0.0799142744583517,0.003193057062729321,0.0024966265830717064,0.00701212740952494
8,0.0024826144390063835,0.0020619758781839693,0.0033820395703393928,0.05979318559349946,0.05805140566983377,0.062074498855996994,0.0026999979007715736,0.002190541609820682,0.003298800533017717
9,0.0030278243618451824,0.0018142832445655114,0.00688921151947943,0.011263966650175039,0.008553277679232286,0.014839008516471214,0.00314511500016006,0.0017396711091446893,0.0064778395050771225
10,0.0019974829357133333,0.0014227043690184628,0.0025355602516047336,0.03459367410358731,0.03242528627671907,0.03637877692401408,0.0020501704213174107,0.0014696617943094111,0.002693413936314157
11,0.0018779552554640398,0.0014018251678535566,0.0033374218047935254,0.013268168631184301,0.012013653856685841,0.015227245318644368,0.002112163188286444,0.0013994324858396974,0.0033280281140295334
12,0.0024453620853680516,0.0016725311488310132,0.0029938611022636195,0.011723219612728146,0.010451606604787972,0.013946894442324937,0.002515409495260522,0.0016538212019391125,0.0031540561230995554
13,0.0014423235852411606,0.00092616258199413,0.0021880774192227243,0.01329506598707302,0.011379653337468928,0.014269050986540051,0.0013747056787854163,0.0009126696623786331,0.0021664688980458494
14,0.0021230077909400883,0.0015617557014730114,0.0026938437708733214,0.004086307780435554,0.0033914625154919955,0.005343861925204904,0.002153368384772477,0.0014497430981698623,0.003172525611508919
15,0.002387549047210184,0.0008887394527923494,0.005599187405889593,0.009251919343082924,0.0062134680211692874,0.01157921248316321,0.002587418131169717,0.0007974589235629063,0.0057087251616758684
16,0.0019534806464136913,0.0011063143308776898,0.002794643921108305,0.006239313465937705,0.005286185812228343,0.008538008326685219,0.0018474581996131756,0.0010261793733112767,0.0026274362156318257
17,0.0014595451470372821,0.001092929147419587,0.0017829408908410483,0.0041937387142983625,0.002978452687996632,0.0046739022596214395,0.001492756008099838,0.0010663646733465278,0.0021954505074467615
18,0.000983939018446077,0.0007447086636173274,0.001478023130696406,0.004631734995440521,0.003959872545376491,0.006733779328417805,0.001079128439430597,0.0007486195148944159,0.0015647714269209265
19,0.0010484618908671798,0.0008734595036002314,0.0014273501473204106,0.00302778037722122,0.0025408011488448367,0.004462500716053975,0.001053775494913992,0.0009104555934899583,0.0013833596926715597
20,0.0011895266010688826,0.0007861051925803284,0.0019144561183634847,0.0032619346877994886,0.0028026171185462955,0.0045128221357573885,0.001190716553679905,0.0007549488059570166,0.0019737824077116725
21,0.0009471251197946735,0.0008290826335707165,0.0012268247134621742,0.0036919161362307853,0.0029313286940225803,0.004554189690337041,0.0010453596582340001,0.0008372029255551236,0.0011982135532432906
22,0.001795924038211692,0.0010079623746342922,0.0033583584337643184,0.0038079413660973317,0.002440750345884893,0.006439239990567294,0.0018631595327273187,0.0009607409383668086,0.0032413679690203485
23,0.0008918706924330194,0.0008167353352598388,0.0015335206987824967,0.003839363750115092,0.0022070993453780327,0.0068282084564564634,0.001071238515590152,0.0007934657500515145,0.0019958162257274607
24,0.0014094214249942704,0.0010465756429488197,0.0020896340924268586,0.004303917516318574,0.0033444863579613574,0.006952893605332725,0.0016045354670364458,0.0011643690621195124,0.00244400184503896
25,0.0013840701680788306,0.000807737414216772,0.0018552156072449155,0.006930608389119527,0.004235126809778074,0.007881469792016833,0.0014482892790786887,0.0007529729574393114,0.0022177816802146635
26,0.0014000231245390785,0.0012324563389935791,0.0030131584410344886,0.0045300294088957554,0.003318757020199993,0.006086425165461356,0.0015986963470258715,0.0013072211445914086,0.0033262779334783652
27,0.0009345637637928133,0.0006092271106075401,0.0016285104267039373,0.003563631700088647,0.003064820473412871,0.006250140426244895,0.0012433292424370657,0.0006565606157939635,0.0017261836128744006
28,0.0010410244974342247,0.0007398795627471065,0.0016662080630186521,0.005415430797170353,0.004292504125929667,0.008367633088754392,0.0010880208526090162,0.0006802121718186624,0.0023746089275015403
29,0.0008270295796187227,0.0006460941908672663,0.0011207332482650405,0.004144276864187718,0.00363184172547076,0.006152368471724833,0.0008824313362014095,0.0008126212430909944,0.0011648648495643178
30,0.0009229606074029911,0.0007872919214379986,0.001151951388858129,0.0039596660452942845,0.002361155604120815,0.006343069030729505,0.0010678115488525122,0.0008755055439372691,0.0013237677858911057
31,0.0010640630116731818,0.0009501235348674548,0.002595441770073657,0.003928028259933615,0.0031252182786042646,0.004864540089741036,0.0014574551340072344,0.0009730092258379305,0.0025268227516077415
32,0.00080158546867881,0.0005163375322752297,0.0009107556936951128,0.002729946072746285,0.002370145895654089,0.006001508285140995,0.000897758724936006,0.0007798588870395082,0.0011854804494621598
33,0.0009524472934911597,0.0006517826989670035,0.0012974869547213797,0.0031861059048259965,0.00236195626999309,0.0054606719035309795,0.0010455338180809523,0.0007756313131511432,0.001329124332763342
34,0.000910399807364386,0.0004916144781138026,0.0015857432483561752,0.0024423219667076878,0.0015276112097141715,0.004526954752392006,0.0008479683486175378,0.0005256035751488886,0.0016091256038805368
35,0.0008904797708201265,0.0005390676853442829,0.0024863675953407903,0.004074263270081579,0.002706285260669801,0.006706891618915038,0.0009284622910555422,0.0005800140824036941,0.0024659893629028103
36,0.0007594779097942078,0.0004779205754709135,0.0012563440292480753,0.003369798081527343,0.0022537831200664404,0.004573271727913066,0.0009618559450488147,0.0006222465958228261,0.001835642541837919
