,no_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (median),no_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),no_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),no_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (median),no_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (1st quartile),no_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (3rd quartile),no_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (median),no_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (1st quartile),no_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (3rd quartile),no_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (median),no_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),no_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),no_mom | count | sketch_size = m/4 = 11809 | residual_norms (median),no_mom | count | sketch_size = m/4 = 11809 | residual_norms (1st quartile),no_mom | count | sketch_size = m/4 = 11809 | residual_norms (3rd quartile),no_mom | count | sketch_size = m/2 = 23618 | residual_norms (median),no_mom | count | sketch_size = m/2 = 23618 | residual_norms (1st quartile),no_mom | count | sketch_size = m/2 = 23618 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (median),cst_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (median),cst_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (median),cst_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (median),cst_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),cst_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m/4 = 11809 | residual_norms (median),cst_mom | count | sketch_size = m/4 = 11809 | residual_norms (1st quartile),cst_mom | count | sketch_size = m/4 = 11809 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m/2 = 23618 | residual_norms (median),cst_mom | count | sketch_size = m/2 = 23618 | residual_norms (1st quartile),cst_mom | count | sketch_size = m/2 = 23618 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (median),inc_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (median),inc_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = m/4 = 11809 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (median),inc_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = m/2 = 23618 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (median),inc_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (1st quartile),inc_mom | count | sketch_size = m^(2/3) = 1307 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m/4 = 11809 | residual_norms (median),inc_mom | count | sketch_size = m/4 = 11809 | residual_norms (1st quartile),inc_mom | count | sketch_size = m/4 = 11809 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m/2 = 23618 | residual_norms (median),inc_mom | count | sketch_size = m/2 = 23618 | residual_norms (1st quartile),inc_mom | count | sketch_size = m/2 = 23618 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.3874872134860845,0.3603401618247185,0.4196336115808816,0.07892591234961062,0.022616786298378072,0.08221533364617065,0.021700300669286958,0.0018805954127169991,0.04250514860965904,0.003311861342119707,0.003255130167230982,0.0033817971993972498,0.0005321001229672175,0.0005238348182150071,0.0005425893362989933,0.0002694854978576339,0.00025911504893494743,0.00028880158607286227,0.3874872134860845,0.3603401618247185,0.4196336115808816,0.07892591234961062,0.022616786298378072,0.08221533364617065,0.021700300669286954,0.0018805954127169993,0.04250514860965904,0.003311861342119707,0.003255130167230982,0.0033817971993972498,0.0005321001229672173,0.0005238348182150074,0.0005425893362989938,0.00026948549785763394,0.0002591150489349472,0.00028880158607286243,0.3874872134860845,0.3603401618247185,0.4196336115808816,0.07892591234961062,0.022616786298378072,0.08221533364617065,0.021700300669286958,0.0018805954127169991,0.04250514860965904,0.003311861342119707,0.003255130167230982,0.0033817971993972498,0.0005321001229672175,0.0005238348182150071,0.0005425893362989933,0.0002694854978576339,0.00025911504893494743,0.00028880158607286227
2,0.17359504285882016,0.16177238526367063,0.19185636657103255,0.03534437360570532,0.002926120913688679,0.0381686436341694,0.0015214298369586828,0.0010670879456053251,0.018341403042661335,0.0016185764543502693,0.0016008263793563376,0.0016451346798991096,0.00023739126751405777,0.00023438825016716997,0.00024102441370275587,9.272077473836899e-05,9.02044667172663e-05,9.80965693192145e-05,0.1394708162079166,0.10287391394566579,0.15767138743274622,0.4263652364310758,0.42153221036342614,0.4907914155258125,0.48978532794836105,0.46155677454452837,0.5000249349739985,0.4997415491884257,0.499684086988531,0.49977442273553574,0.4999893506594535,0.49998358250310926,0.49999325736133815,0.49999778071804607,0.49999696533892246,0.49999848926619217,0.17051502145953007,0.15874192573960413,0.18896201528758394,0.03085508313725993,0.006381280629392651,0.03372004474273179,0.0053479607844404385,0.00510841295119691,0.015740597090479758,0.005198718429692503,0.005156990000509329,0.005220776098146047,0.004956050216911187,0.004954983720300716,0.004956258122045306,0.0049513863831205564,0.0049510705722557455,0.004951626749539245
3,0.10626560966822166,0.10313143664016886,0.12138312260764678,0.02830927101720044,0.004263252000839398,0.02908095148362653,0.001098876304115309,0.0006622787395506145,0.0017962477187113295,0.0012430054849352106,0.0012284978358298195,0.0012460107103462513,0.00015803207016196755,0.0001552722051389134,0.0001616306683851197,0.0,0.0,0.0,0.25183078977755313,0.23260786081027024,0.2685500118839004,0.24787426494929365,0.24480148714466515,0.2751658683613948,0.25017952474874083,0.24922204882331025,0.2624207180165876,0.25048324167134267,0.25032890800113083,0.2505816725077422,0.25002206194725624,0.25001146323675333,0.25003462183863745,0.25000631361400316,0.2500019617031316,0.25000951790377346,0.10304228020121028,0.10023980135003015,0.1181524251933704,0.02764364787402941,0.004244097663930018,0.02836628688377644,0.001174919275307324,0.0007507631524624013,0.0018286892447636762,0.0012447049687684258,0.001231900898091093,0.0012470206118336477,0.00016627217133586338,0.00016336037189483988,0.0001698571381168666,6.995004632918897e-05,6.944635350351289e-05,7.094284107340504e-05
4,0.08232379772080793,0.06892312702491381,0.0973160930660032,0.006346789974257802,0.0017988378829409642,0.025545455943891935,0.0008190906438549214,0.0005243329617141768,0.006027629093463138,0.0010546025122848228,0.001043513653632993,0.0010621557728164217,0.00011804319262811552,0.00011747086878240984,0.00011956539353573053,,,,0.10217503933016604,0.09305901603539035,0.11315755937887874,0.09164325196503469,0.07595022282255096,0.09962792328714751,0.10976090033020702,0.10202131426310122,0.12146993195261963,0.12450577191784884,0.12432583321523359,0.12459076578711542,0.12497764429028388,0.12496173682100911,0.12498300476593854,0.12499346836081085,0.1249917778335372,0.12499575814182542,0.07998445040930027,0.06696672562155553,0.09497124012369555,0.006326663408713611,0.0018292445623150997,0.02540294082246269,0.0008439214381729531,0.0005406814036676408,0.006023582100701094,0.0010595424708813835,0.0010493357822185022,0.001064775631539548,0.00013846494054331438,0.00013783358586397815,0.0001395594012199984,,,
5,0.0651851685650584,0.06221539025619954,0.07730380505060933,0.006550691298489414,0.0018656933948926133,0.02055987604714432,0.0006746192720703676,0.0003755129260182554,0.006227254198487568,0.0009330294849102297,0.0009213976449413296,0.0009367952881254287,9.555863421118727e-05,9.511951378723667e-05,9.594931423756204e-05,,,,0.07117067674270905,0.06084032949999689,0.08400355316792175,0.1820937678413589,0.16889621917519632,0.19000948542991364,0.18514830844510685,0.17879295338787476,0.18873574898534823,0.18754232366274023,0.18742485821480265,0.1876139200506135,0.18750247713170964,0.1874981522689772,0.18750731263272358,0.1875009896120547,0.18750024517126096,0.18750230262128803,0.06381789327159425,0.06093439270921612,0.07599234892602014,0.006436578240562242,0.001959828058707996,0.020313842616696963,0.000727703033442619,0.00037536106066919357,0.006108388060545552,0.0009338494984513766,0.000922404734342903,0.0009377398010679741,9.581668579923037e-05,9.538281921543593e-05,9.63182861650389e-05,,,
6,0.06038328926914112,0.05066434067412162,0.07123671365082468,0.002505713870603328,0.0015289815172105621,0.012985785011452658,0.00039837693018156836,0.0002663985186231134,0.000728315509159975,0.0008400556092450723,0.00083583750079791,0.0008422761947642127,,,,,,,0.13817444671913304,0.12746528907581395,0.1462169644216214,0.04776365103137259,0.04356873962082022,0.06440217211810921,0.038962392481189476,0.036684966547204066,0.040336522278993446,0.03168218973550284,0.03164314573110475,0.031853397752649865,0.03127417990996216,0.03126178265858273,0.031276844353131626,0.03125421985629601,0.031253642726750644,0.031255921365696646,0.05941915897539883,0.050082629094867145,0.07034739956370756,0.0025041467145692723,0.0015816767643916656,0.012763336908333908,0.00039799659544444827,0.0002704729564467416,0.0007266504951018277,0.0008413342517554793,0.0008369777471331262,0.0008431122955202689,,,,,,
7,0.055151367941014835,0.04274740801978257,0.0614658748437235,0.003936355516470697,0.001267752266584243,0.014602053329794744,0.00033391389612833443,0.0002113263588308863,0.000571818740496305,0.0007735924830046179,0.0007686552375639303,0.0007777807982199766,,,,,,,0.09665146069191972,0.08422630322905547,0.10641075190719154,0.05810372253341321,0.04506866328553689,0.07103943653844239,0.06996996203679429,0.0690107057895269,0.07252447170344928,0.07787648424086678,0.07782583358533005,0.07791796258760743,0.0781148771680881,0.07811175064119806,0.07811769898523543,0.07812224392094858,0.07812085546116722,0.07812283472904294,0.05454563271186445,0.04199220813150197,0.06055502703743101,0.003864960942104104,0.001321295964420503,0.014570373402211062,0.0003405677042482581,0.00021810209754807267,0.0006016720982961905,0.0007750722413637321,0.0007704174468025583,0.0007792073550539138,,,,,,
8,0.052907404444050773,0.04253412570854733,0.05702668096594114,0.007596289667009272,0.0012669785827121318,0.013961106979513511,0.00027714032675478257,0.0001484451189394777,0.0004901662243758663,0.0007180122479707417,0.0007137145379680324,0.0007201770251502758,,,,,,,0.03401801726361452,0.026611896988355095,0.03757581841094822,0.05234430721945034,0.04547419331992372,0.06086821342494496,0.05676115828590399,0.05359418032225177,0.05887708148519932,0.054813272832357755,0.05478010729395574,0.0548778079353202,0.05469301062562065,0.05469104915310204,0.054696017513634274,0.054688902148960224,0.05468841104840701,0.054689409411504034,0.05184509723187577,0.04169226901078896,0.0562102174381004,0.007416595811361041,0.0013224021489970377,0.013836511329315399,0.0002939978166854953,0.00015008770004629714,0.0005730091483467237,0.0007196202634396961,0.0007154486912220122,0.0007212773792085518,,,,,,
9,0.053820701267877545,0.03796954690797881,0.05487116749331926,0.0055165084141020025,0.0013026281971100528,0.014384788411369118,0.00021982081407933708,0.00012187216749733943,0.0003993420556349378,0.0006693193706140213,0.000664500540711303,0.0006764261462284528,,,,,,,0.020472457334463637,0.01877759725326858,0.022846015990515424,0.007313461245100034,0.004593555058452869,0.01252003923539222,0.006853521738108765,0.006237246695547577,0.008609485894159535,0.011621265707199154,0.011572276661578642,0.011655617065471899,0.01171172357980228,0.011708883626671301,0.011713608016648572,0.011716551817144222,0.011715567397770419,0.011716942515946571,0.05300057346671383,0.037379073243799195,0.05459666852884469,0.00539169800499473,0.001353982867887268,0.014140140148589827,0.0002409637306803835,0.00012143020270374829,0.00036858111939521083,0.0006713219528874598,0.0006662986644798723,0.0006780303792690331,,,,,,
