,california_housing | subsample | sketch_size = m/4 = 2 | residual_norms (median),california_housing | subsample | sketch_size = m/4 = 2 | residual_norms (1st quartile),california_housing | subsample | sketch_size = m/4 = 2 | residual_norms (3rd quartile),california_housing | gaussian | sketch_size = m/4 = 2 | residual_norms (median),california_housing | gaussian | sketch_size = m/4 = 2 | residual_norms (1st quartile),california_housing | gaussian | sketch_size = m/4 = 2 | residual_norms (3rd quartile),california_housing | count | sketch_size = m/4 = 2 | residual_norms (median),california_housing | count | sketch_size = m/4 = 2 | residual_norms (1st quartile),california_housing | count | sketch_size = m/4 = 2 | residual_norms (3rd quartile),california_housing | subcount | sketch_size = m/4 = 2 | residual_norms (median),california_housing | subcount | sketch_size = m/4 = 2 | residual_norms (1st quartile),california_housing | subcount | sketch_size = m/4 = 2 | residual_norms (3rd quartile),california_housing | hadamard | sketch_size = m/4 = 2 | residual_norms (median),california_housing | hadamard | sketch_size = m/4 = 2 | residual_norms (1st quartile),california_housing | hadamard | sketch_size = m/4 = 2 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.0066277585272990595,0.00527907933345556,0.008674948393978074,0.004462275530573226,0.00155002386943637,0.01969647189231705,0.0012693603735563703,0.0010888026284177907,0.0034773731712332816,0.0030991999073884126,0.0015656964331916665,0.014072490286981461,0.0020021180047106388,0.0008969336432222612,0.004514358851412697
2,0.011031809827464326,0.007137916513373723,0.015593225068028863,0.005767186176908587,0.004516682887375404,0.007131280505955966,0.005479222681060488,0.004831161356795039,0.005755279024068758,0.0056031663752029205,0.0047066800110591965,0.013473189010355754,0.005332102651241994,0.004837702182508362,0.0062658712489709655
3,0.026357287586180347,0.01936242400116171,0.09819857165709031,0.0032609946519935092,0.0012631378251837721,0.005471725871726583,0.0014188011263421556,0.0008163916349257826,0.0021610605405464433,0.001341077590515312,0.0011346844558145224,0.0018299087823671623,0.0020963447343314836,0.0011512058757031465,0.0035827872571205306
4,0.00824936443654238,0.0046354738101035235,0.05318776621349731,0.0021925490126020633,0.001179899452016441,0.0038653805318541535,0.0016094199884330736,0.001307215066918699,0.001910539576204939,0.001316202025693386,0.0009865219565650927,0.0023791547632437083,0.0011713692046553346,0.0010770473168965065,0.0026440397672777027
5,0.01272750608582358,0.003765990995919506,0.0971528659910377,0.002168861615910587,0.0012689684602790303,0.002766293883904607,0.001340244095253391,0.0009787168004849838,0.002623744785615261,0.0015688853268686347,0.0011952397855024954,0.003352141241729515,0.001296924499179532,0.0008723783175356604,0.0022862274057058375
6,0.016001443816519016,0.009777717244893671,0.09842578175386005,0.0021573312582555335,0.0011320562801924654,0.0031117572066896564,0.0012171482835932486,0.0010945281499142958,0.0013130450241220567,0.0014500399333376179,0.0010483252199731323,0.0017926576593522532,0.0013541096293544766,0.000965803723779623,0.0017833251950611032
7,0.009568703649136347,0.005093383445816553,0.029008808875349283,0.002094990508593082,0.0015239201498293792,0.003928918827019627,0.0014643231898551403,0.0013810017624950324,0.002155569909724347,0.0018894750295957064,0.0012133367846469893,0.002898872020837114,0.0017466647993741682,0.001401102682920246,0.003413458886244989
8,0.01565571458423001,0.00792917596182443,0.049401056899828155,0.0020060016567509066,0.0013102168875007462,0.0029877481693633833,0.001146040741992712,0.0009560018919267451,0.0020769773521596116,0.0025827268510470298,0.0010828888383102894,0.0103393856294761,0.0012244519427777557,0.001078044052854978,0.002296267977469304
9,0.01154997338758877,0.003267995569213376,0.023656791191882843,0.0014747860140879542,0.001080183097936393,0.002784124625499655,0.0011887034852512777,0.000825890125943077,0.0025634843313010677,0.002672862051486053,0.0016322664283942353,0.0066188492591665584,0.0013861691836208414,0.0010991118495698783,0.0018414987739198137
